project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
HARUMAMA,TABS2024019323,Old Denton Park,"1060 W FRANKFORD RD. #200, Carrollton, TX 75007",Denton,6/1/2024,8/31/2024,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",SET UP A RAMEN RESTRAURANT,"2,700 ft 2",FRANKFORD PLAZA INC,"1060 W FRANKFORD RD., CARROLLTON, Texas 75007",(469) 231-5148,Eunhee Kim Pyo,JWK,"4128 BEACON ST., FLOWER MOUND, Texas 75028",(972) 979-3962,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019323
Twin Oaks Storage,TABS2024019271,Twin Oaks Storage,"15044 Twin Oaks Lane, Aubrey, TX 76227",Denton,6/17/2024,6/23/2025,"$755,000",New Construction,"This project is privately funded, on private land for private use.",two new self storage buildings and site work,"19,950 ft 2",AUBREY REDLOH LLC,"1200 N UNION RD, IRVING, Texas 75061",(972) 573-2286,,MAULDIN ARCHITECTS PLLC,"909 NE LOOP 410 SUITE 636, SAN ANTONIO, Texas 78209",(210) 313-3197,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019271
Brockett Elementary School Storage/Restroom Remodel,TABS2024019251,Brockett Elementary School,"900 Chestnut St, Aubrey, TX 76227",Denton,5/28/2024,8/14/2024,"$160,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Convert a large storage closet into two staff restrooms & a small storage closet. ,280 ft 2,Aubrey ISD,"415 Tisdell Lane, Aubrey, Texas 76227",(940) 668-0064,,RWM & Associates LLC,"3303 Huntington Drive, Colleyville, Texas 76034",(817) 247-7685,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019251
Truck Court Modifications,TABS2024019226,Flower Mound 6,"2000 Lakeside Parkway, Flower Mound, TX 75208",Denton,7/1/2024,9/30/2024,"$285,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remove and replace paving at the truck court with drainage modifications.,"12,870 ft 2","Prologis USLV SubREIT 4, LLC","1800 Wazee St. Suite 500, Denver, Colorado 80202",(972) 884-9222,,DEH Consulting LTD.,"2513 Mosswood Dr., Carrollton, Texas 75010",(972) 345-1231,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019226
E Distribution Roanoke TX Rack Installation,TABS2024019223,MB - DFW,"400 Patriot Parkway Suite 200, Roanoke, TX 76262",Denton,8/16/2024,11/8/2024,"$547,917",Renovation/Alteration,"This project is privately funded, on private land for private use.",Relocation of storage racks from the left side of facilitiy to the right side of the facility.  Installation of new storage racks to the left side of the facility.,"14,992 ft 2","NR Alliance Gateway 62, LLC","2300 N. Field Street Suite 1650, Dalals, Texas 75201",(972) 745-9965,Roy Leggett,Seizmic Inc.,"1130 E. Cypress St., Covina, California 91742",909-869-0989,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019223
Firehouse Subs,TABS2024019156,Firehouse Subs,"SEQ Eldorado Parkway & FM 423, Little Elm, TX 75068",Denton,5/23/2024,9/1/2024,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish-out of a 1,329 square foot space within an existing strip center for a fast food restaurant.","1,329 ft 2","ROR Inter, LLC","13813 Notting Hill Drive, Little Elm, Texas 75068",(903) 815-5461,,"David Baca Studio, LLC  dba  BACA","100 N Travis Street, No. 500, Sherman, Texas 75090",903.893.5800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019156
FM 1385 (CSJ: 1315-01-035),TABS2024019148,CSJ: 1315-01-035,"From: FM 1385 To: Union Park Blvd, Aubrey, TX 76227",Denton,7/1/2026,12/31/2027,"$1,285,511",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Widen and reconstruct from 2 lane urban undivided to 6 lane urban divided. ,100 ft 2,TxDOT District: Dallas,"4777 E. Highway 80, Mesquite, Texas 75150",(214) 320-6200,,"Lina T. Ramey & Associates, Inc.","3320 Belt Line Road, Farmers Branch, Texas 75234",(214) 979-1144,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019148
Lakeshore Landing,TABS2024019146,Lakeshore Landing,"E Swisher Rd & North Shady Shores Rd, Dallas, TX 75065",Denton,12/1/2024,10/1/2026,"$9,000,000",New Construction,"This project is privately funded, on private land for private use.","230 units - 3-story multi family(206,624 SF) and 4,000 SF retail building","4,000 ft 2","502 Shady Shore, LLC","17101 Preston Rd #105, Dallas, Texas 75248",(972) 996-4520,,Investwell Architects,"24285 Katy Fwy Suite 400-D, Katy, Texas 77494",346-387-7177,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019146
FM 407 (CSJ: 1310-01-050),TABS2024019140,CSJ: 1310-01-050,"From: FM 338 To: Gateway Drive, Argyle, TX 76226",Denton,5/1/2025,11/1/2026,"$1,384,105",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Widen and reconstruct from 2 lanes urban undivided to 6 lanes urban divided.,100 ft 2,TxDOT District: Dallas,"4777 E. Highway 80, Mesquite, Texas 75150",(214) 320-6200,,Barlett & West,"9330 Lyndon B Johnson Freeway, Suite 1150, Dallas, Texas 75243",(214) 716-4582,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019140
Red River Building 2 - Multiquip,TABS2024019118,Red River Building 2,"900 Arthur's Lane Bldg. 2, Suite 203, Lewisville, TX 75067",Denton,6/1/2024,10/1/2024,"$760,000",New Construction,"This project is privately funded, on private land for private use.",1st generation tenant office finish out within existing warehouse shell.,"16,479 ft 2","Arthurs Ln Business Park, LLC","845 Texas St., Suite 3300, Houston, Texas 77002",818-445-2975,Nate Hall,Ware Malcomb,"3090 Nowitzki Way, Suite 300, Dallas, Texas 75219",281-661-4784,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019118
