project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
SRI KANYA,TABS2026007372,SRI KANYA,"3740 W UNIVERSITY DR #STE. 90, Prosper, TX 75034",Denton,1/1/2026,12/1/2026,"$100,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,127 ft 2",TEEL 380 LP,"8668 JOHN HICKMAN PKWY #STE. 907, FRISCO, Texas 75034",(248) 345-3818,THEJESH REDDY KATTA,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, dallas, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007372
Southstone Yards Parking Phase 2,TABS2026007368,Southstone Yards Phase 2,"4320 State HWY 121ds, Frisco, TX 75034",Denton,3/2/2026,3/31/2027,"$18,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use."," ADDITION OF A GARAGE, NOT SPRINKLERED WITH NO SITE IMPROVEMENTS. THIS PORTION OF THE GARAGE WILL BE A PHASE 2 ADDITION TO THE EXISTING PHASE 1 GARAGE.","276,638 ft 2",CH Southstone Yards Office,"3819 Maple Avenue, Dallas, Texas 75219",(214) 922-8493,,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",(214) 273-1615,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007368
Modular Power Solutions - Tenant Improvement 4,TABS2026007266,Valley Parkway,"2555 S. Valley Parkway, Lewisville, TX 75067",Denton,12/17/2025,4/16/2026,"$1,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Alterations include two new restroom cores, two break areas, two new building access ramps, removing and replacing existing coiling doors, insulating roof and exterior walls","167,400 ft 2",IDIL Valley Parkway,"1197 Peachtree St. NE, Suite 600, Atlanta, Georgia 30361",(972) 560-7002,,"Park McCullah, LLC","18383 Preston Rd, Suite 235, Dallas, Texas 75252",(305) 561-8110,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007266
"RIVERS EDGE MOB 2 - FTW, TX",TABS2026007236,"RIVERS EDGE MOB 2 - FTW, TX","NEC OF SH 114, Justin, TX 76247",Denton,2/1/2026,8/31/2026,"$750,000",New Construction,"This project is privately funded, on private land for private use.",New Construction MOB Shell,"9,835 ft 2",RIVER'S EDGE NEIGHBORHOOD SHOPS BY SLATE LLC,"5729 LEBANON RD STE 144-589, FRISCO, Texas 75034",(214) 718-2626,,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007236
"RIVERS EDGE MOB 1 - FTW, TX",TABS2026007225,"RIVERS EDGE MOB 1 - FTW, TX","NEC OF SH 114, Justin, TX 76247",Denton,2/1/2026,8/31/2026,"$750,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Multi-Tenant Shell Building,"9,835 ft 2",RIVER'S EDGE NEIGHBORHOOD SHOPS BY SLATE LLC,"5729 LEBANON RD STE 144-589, FRISCO, Texas 75034",(214) 718-2626,,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007225
Alpha Fitness Center,TABS2026007207,Alpha Fitness Center,"8780 FM 156 S., Justin, TX 76247",Denton,1/1/2026,6/30/2026,"$800,000",New Construction,"This project is privately funded, on private land for private use.",New construction PEMB for fitness gym,"12,800 ft 2",MODENA ACQUISITIONS INC,"5772 Tim Donald Rd., Justin, Texas 76247",(940) 648-5263,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007207
BURLINGTON RAYZOR RANCH,TABS2026007204,RAYZOR RANCH MARKETPLACE,"2640 W UNIVERSITY DR #1276, Denton, TX 76201",Denton,3/2/2026,7/24/2026,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR AND EXTERIOR LEVEL 2 ALTERATION TO AN EXISTING TEEANT SPACE. ALTERATION TO INCLUDE CONSTRUCTION OF NEW OFFICES, NEW FLOOR, AND WALL FINISHES THROUGHOUT THE SPACE AND MODIFICATIONS OF THE EXISTING FRONT FACADE. ","21,946 ft 2","RAYZOR RANCH MARKETPLACE ASSOCIATES, LLC","4500 BISSONNET ST SUITE 300, BELLAIRE, Texas 77401",(713) 693-1410,TOM TYLER,ADA ARCHITECTS,"17710 DETROIT AVE, CLEVELAND, Ohio 44107",(347) 351-3202,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007204
Harris Ranch Building E,TABS2026007192,Harris Ranch Building E,"5801 N Interstate 35, Denton, TX 76207",Denton,3/1/2026,6/1/2027,"$6,709,000",New Construction,"This project is privately funded, on private land for private use.","The Construction of a 134,716 sf. Cold Dark Shell Warehouse made of Concrete Tilt Wall Panels over a Slab on Grade.","134,716 ft 2",Robert W Harris Heritage Trust,"PO Box 1352, Denton, Texas 76202",(940) 536-3452,,GSR Andrade Architects,"2001 North Lamar Street Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007192
Harris Ranch Building D,TABS2026007191,Harris Ranch Building D,"5801 N Interstate 35, Denton, TX 76207",Denton,3/1/2026,6/1/2027,"$7,915,000",New Construction,"This project is privately funded, on private land for private use.","The Construction of a 156,485 sf. Cold Dark Shell Warehouse made of Concrete Tilt Wall Panels over a Slab on Grade.","156,485 ft 2",Robert W Harris Heritage Trust,"PO Box 1352, Denton, Texas 76202",(940) 536-3452,,GSR Andrade Architects,"2001 North Lamar Street Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007191
Harris Ranch Building C,TABS2026007190,Harris Ranch Building C,"5801 N Interstate 35, Denton, TX 76207",Denton,3/1/2026,6/1/2027,"$3,466,500",New Construction,"This project is privately funded, on private land for private use.","The Construction of a 69,584 sf. Cold Dark Shell Warehouse made of Concrete Tilt Wall Panels over a Slab on Grade.","69,584 ft 2",Robert W Harris Heritage Trust,"PO Box 1352, Denton, Texas 76202",(940) 536-3452,,GSR Andrade Architects,"2001 North Lamar Street Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007190
Harris Ranch Building B,TABS2026007189,Harris Ranch Building B,"5801 N Interstate 35, Denton, TX 76207",Denton,3/1/2026,6/1/2027,"$4,972,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","The Construction of a 99,797 sf. Cold Dark Shell Warehouse made of Concrete Tilt Wall Panels over a Slab on Grade.","99,797 ft 2",Robert W Harris Heritage Trust,"PO Box 1352, Denton, Texas 76202",(940) 536-3452,,GSR Andrade Architects,"2001 North Lamar Street Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007189
Harris Ranch Building A,TABS2026007188,Harris Ranch Building A,"5801 N Interstate 35, Denton, TX 76207",Denton,3/1/2026,6/1/2027,"$9,682,000",New Construction,"This project is privately funded, on private land for private use.","The Construction of a 193,818 sf. Cold Dark Shell Warehouse made of Concrete Tilt Wall Panels over a Slab on Grade. ","193,818 ft 2",Robert W Harris Heritage Trust,"PO Box 1352, Denton, Texas 76202",(940) 536-3452,,GSR Andrade Architects,"2001 North Lamar Street Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007188
PRIME CHOICE,TABS2026007184,PRIME CHOICE,"1733 FM 1385 #STE. 106, Aubrey, TX 76227",Denton,3/3/2026,12/1/2026,"$430,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"4,309 ft 2",FM 1385 RETAIL LLC,"13199 STRIKE GOLD BLVD, FRISCO, Texas 75035",(520) 982-8811,SANGEETHA MARINGANTI,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75035",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007184
LEWISVILLE RESTAURANT,TABS2026007172,LEWISVILLE RESTAURANT,"2000 FM 544, LEWISVILLE,, Dallas, TX 75056",Denton,2/2/2026,10/30/2026,"$990,000",New Construction,"This project is privately funded, on private land for private use.","NEW GROUND -UP BUILDING OF APPROXIMATELY 4,196SF FOR A RESTAURANT/BAKERY.","4,196 ft 2",Sterling General Investments,"5900 Balcones Drive Suite 100, Austin, Texas 78731",(469) 468-2660,,"BB&W Architects, LLC","24080 Hwy 59 North, Suite 150, Kingwood, Texas 77339",(281) 901-0331,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007172
Founder's Landing - Building A,TABS2026007123,Building A,"1660 Long Prairie Road, Flower Mound, TX 75028",Denton,2/1/2026,8/1/2027,"$900,000",New Construction,"This project is privately funded, on private land for private use.","6,230 s/f shell building with site improvements","6,230 ft 2",The Manors at Valley Ranch Ltd,"2681 Macarthur Blvd, Suite 301, Lewisville, Texas 75067",(972) 459-5505,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007123
Brazos Industrial Park,TABS2026007048,"Blding #1, #2, #3, #4, #5","8648 Ike Byrom Rd., Aubrey, TX 76227",Denton,2/2/2026,7/31/2026,"$1,610,000",New Construction,"This project is privately funded, on private land for private use.",New construction metal shell building to be leased for warehousing and small office interior buildout with restroom.,"26,865 ft 2","FMD 1, LLC","6125 Luther Lane #311, Dallas, Texas 75225",(404) 345-7729,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007048
ATI Physical Therapy - Denton,TABS2026007027,ATI Physical Therapy,"2405 W University Drive, Denton, TX 76201",Denton,10/6/2025,12/15/2025,"$305,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT IMPROVEMENT AND FIRST OCCUPANY FOR EXISTING SHELL BUILDING TENANT SPACE (SUITE TBD) INCLUDES CHANGE OF USE FROM MERCANTILE TO BUSINESS. 2500 sqft,"2,500 ft 2",RR Town Center Associates LLC,"8140 Walnut Ln Suite 400, Dallas, Texas 75231",(713) 306-5161,,MBH Architects,"1708 Wynkoop St, Denver, Colorado 80202",(805) 551-2963,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007027
Aura Brookview,TABS2026006944,Leasing Center,"TBD Denton Creek Blvd., Argyle, TX 76226",Denton,4/1/2026,4/1/2028,"$38,000,000",New Construction,"This project is privately funded, on private land for private use.","New for-lease residential apartment development with a Leasing Center to serve 300 dwelling units consisting of a 4 four story wood framed buildings. (Leasing/ Amenities Center Construction Costs are $265,000.00)","395,932 ft 2",GRBK Edgewood LLC,"5501 Headquarters Drive, Suite 300W, Plano, Texas 75024",(469) 573-6755,,"WOMACK + HAMPTON ARCHITECTS, LLC","4311 Oak Lawn Ave, Suite 50, LB 5, Dallas, Texas 75219",(214) 252-9000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006944
TBS Roanoke Office,TABS2026006919,Texas Building Supply - Roanoke,"743 Henrietta Creek Road, Roanoke, TX 76262",Denton,12/1/2025,10/31/2026,"$1,400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 8,456 square-foot tenant improvement project in an existing suite for Texas Building Supply.","8,456 ft 2",Matthew Hensley,"743 Henrietta Creek Road, Suite 100, Roanoke, Texas 76262",972-484-0406,,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006919
