project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
TG POSH POURS,TABS2025016522,TG POSH POURS,"3032 FM 720 #STE/ 100, Oak Point, TX 75068",Denton,9/1/2025,6/1/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"2,215 ft 2",STARKRIDGE LLC,"11185 MORRO BAY LN, FRISCO, Texas 75035",(614) 266-6522,DEVEN DRAKUMAR R PATEL,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016522
Chill Development - Tenant Improvement,TABS2025016483,BP Chill Storage One,"2500 I-35W Suite 100, Denton, TX 76207",Denton,5/1/2025,8/25/2025,"$4,445,894",New Construction,"This project is privately funded, on private land for private use.",Tenant Improvement.,"81,560 ft 2","B-BP Chill Denton, LLC","9201 N. Central Expressway, 4th Floor, Dallas, Texas 75231",214-814-7988,,"Architects Plus Design Studio, PLLC","1320 Nelson Circle, Wheaton, Illinois 60189",(847) 624-4425,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016483
Jeremiah's Italian Ice (Little Elm),TABS2025016480,Building 2,"27052 E University Dr, Suite 220, Little Elm, TX 76227",Denton,5/5/2025,8/1/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior tenant improvement for a small ice cream shop,"1,600 ft 2","NORTHSHORE COMMUNITIES, LLC","6600 PAIGE RD SUITE 224, The Colony, Texas 75056",713-820-1420,Cool Kids Little Elm LLC,L+P ARCHITECTURE,"2138 N Cleveland Massillon Rd, Akron, Ohio 44333",330.659.3161,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016480
LA Fitness Prosper TX Glute & Pilates,TABS2025016449,LA Fitness,"4900 W University Dr., Prosper, TX 75078",Denton,5/1/2025,8/1/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","PARTIAL INTERIOR REMODEL OF EXISTING EXERCISE ROOMS INTO GLUTE AND PILATES STUDIO ROOM. WORK INCLUDES FINISHES, ELECTRICAL, AND MECHANICAL WORK. AREA OF WORK: 2,343 S.F.","2,343 ft 2",Northwest 423/380 LP,"7001 Preston Rd. #410, Dallas, Tennessee 75205",(214) 224-4600,Fitness International,Studio 222 Architects,"901 W Jackson Blvd. #500, Chicago, Illinois 60607",312-473-1966,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016449
Dedicated Pickleball Courts,TABS2025016441,Harmon Park,"699 Indian Creek Drive, Trophy Club, TX 76262",Denton,3/1/2025,10/1/2025,"$971,406",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New Construction,"40,300 ft 2",Town of Trophy Club,"1 Trophy Wood Drive, Trophy Club, Texas 76262",(682) 237-2923,,"The John R. McAdams Company, Inc","4400 State Highway 121 Ste 800, Lewisville, Texas 75056",(936) 668-2230,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016441
Kingwood Hills,TABS2025016440,Kingwood Hills,"6120 N. Josey Ln., Lewisville, TX 75056",Denton,8/18/2025,8/31/2026,"$10,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction,"2,075,242 ft 2",Lyfe Residential,"2140 Hall Johnson Road, Grapevine, Texas 76051",(325) 260-4873,,"The John R. McAdams Company, Inc","4400 State Highway 121 Ste 800, Lewisville, Texas 75056",(936) 668-2230,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016440
Holcim - Maintenance Building,TABS2025016437,Holcim - Maintenance Building,"15411 Riley Road, Pilot Point, TX 76258",Denton,8/1/2025,3/1/2026,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction - Workshop and Office building for a concrete plant.,"12,000 ft 2",Holcim,"3833 Ridgetop Lane, Plano, Texas 75074",(972) 567-7111,,Rawls Culver Architects,"901 North McDonald Street Suite 203, McKinney, Texas 75069",(972) 529-9790,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016437
The Colony Aquatic Center - Shade Structure Addition,TABS2025016379,The Colony Aquatic Center,"5580 N COLONY BLVD, The Colony, TX 75056",Denton,5/1/2025,8/1/2025,"$500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Demolition, sod, seeding, grading, drainage, shade structure, dg, concrete pad, fencing, gates, and pathways","4,500 ft 2",Calvin Lehmann,"5159 N COLONY BLVD, The Colony, Texas 75056",(972) 624-3956,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016379
Sonic Offices Addition,TABS2025016328,Sonic Offices,"2402 Fort Worth Dr, Denton, TX 76205",Denton,6/2/2025,12/31/2025,"$250,000",New Construction,"This project is privately funded, on private land for private use.","1,400 SF office and storage addition with minor renovation in the existing building. ","1,400 ft 2",Thomas West,"2402 Fort Worth Drive #106, Denton, Texas 76205",(817) 266-1104,,Architecture Underground Inc.,"6406 Redstone Drive, Arlington, Texas 76001",(817) 965-0763,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016328
Independence Parkway,TABS2025016138,N/A,"Independence Pkwy between Litsey Rd and Henrietta Creek Rd, Fort Worth, TX 76262",Denton,2/12/2024,4/10/2025,"$10,984,222",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","6,086 LF of 4 lane divided roadway with 10' wide sidewalks","6,086 ft 2",City of Fort Worth,"100 Fort Worth Trail, Fort Worth, Texas 76102",817-392-6826,,Westwood Professional Services,"9800 Hillwood Pkwy, Suite 250, Fort Worth, Texas 76177",817-562-3350,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016138
