project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
EOS Fitness Little Elm,TABS2026022130,EOS Fitness,"SWC of FM 423 & Little Elm Pkwy, Little Elm, TX 75068",Denton,7/7/2026,7/7/2027,"$6,401,550",New Construction,"This project is privately funded, on private land for private use.","Ground-up construction of a 42,677 SF structure, including a 2,480 SF outdoor exercise area to be used as a health and fitness club. ","42,677 ft 2","M-MC SC, Ltd.","1660 S Stemmons Freeway, Lewis, Texas 75067",(214) 793-5790,Brittany Arquette,"James E. Stroh , Architect, Inc","2190 East Pebble Road, Suite 250, Las Vegas, Nevada 89123",(702) 433-1400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022130
"FAIRWAYS OFFICE PARK 3 - FRISCO, TX",TABS2026022120,"FAIRWAYS OFFICE PARK 3 - FRISCO, TX","SEC OF W UNIVERSITY DR & WINDSONG PKWY, Frisco, TX 75033",Denton,9/1/2026,4/30/2027,"$663,800",New Construction,"This project is privately funded, on private land for private use.",New Construction Multi-Tenant Shell,"5,445 ft 2",URBAN HEIGHTS OFFICE PARK LLC,"4577 FIREWHEEL DR, PLANO, Texas 75024",(214) 619-9929,,"JAW ARCHITECTS, INC","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022120
Multi-tenant Shell Building,TABS2026022103,Qualitas Celina Retail Center,"3460 FM 1385, Aubrey, TX 76227",Denton,9/1/2026,7/31/2027,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New construction of a cold shell multi-tenant retail building,"12,573 ft 2",1385 Celina LLC,"15015 Snowshill Dr., Frisco, Texas 75035",(469) 363-2259,,"MCP Architects, PLLC","8901 Tehama Ridge Pkwy Ste 127-627, Fort Worth, Texas 76177",(214) 227-8469,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022103
7 Brew Drive Thru Coffee,TABS2026022087,7 Brew Drive Thru Coffee,"1102 W Main St, Lewisville, TX 75067",Denton,9/4/2026,12/4/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",This project is the construction of a 860 sq ft pre-fabricated drive-thru only coffee shop. ,860 ft 2,Pythagoras Investments Inc.,"3310 Mary St., Ste. 501 Miami, FL 33133 Ste. 501, Miami, Florida 33133",(888) 466-4321,,Kinetic Design and Development,"2215 W Chesterfield Blvd. Ste. 01, Springfield, Missouri 65807",(417) 530-4321,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022087
"Nothing Bundt Cakes (Argyle, TX)",TABS2026022067,Harvest Town Center,"1228 W FM 407; Building E; Suite 3, Argyle, TX 76226",Denton,6/29/2026,9/28/2026,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior tenant improvement for a retail bakery chain,"1,550 ft 2","HARVEST RETAIL PARTNERS, L.P.","3000 TURTLE CREEK BLVD, Fort Worth, Texas 75219",(817) 224-6009,"FROSTIN CITY LIMITS, LLC",L+P ARCHITECTURE,"2138 N Cleveland Massillon Rd, Akron, Ohio 44333",330.659.3161,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022067
DBC Electric Project,TABS2026022039,DBC Electric,"3511 East University Drive, Denton, TX 76208",Denton,7/1/2026,12/31/2026,"$200,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Metal Building,"2,700 ft 2",Chuck Taka,"5311 East University Drive, Denton, Texas 76208",(940) 218-8278,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022039
BOOT BARN #1696,TABS2026022036,BOOT BARN,"2325 S. Stemmons Fwy, Lewisville, TX 75067",Denton,9/1/2026,11/9/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR ALTERATION TO INCLUDE NEW WALLS FINISHES FIXTURES AND PAINT,"15,477 ft 2","JDB LEWISVILLE, LLC","7300 FEATHERBAY BLVD, BROWNWOOD, Texas 76801",(303) 475-4817,SETH HENSON,ARCVISION,"1950 Craig Rd. Ste 300, St Louis, Missouri 63146",(336) 830-1111,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022036
Art of Problem Solving,TABS2026021993,1911 FM 423,"1911 FM 423, Suite 200, Frisco, TX 75033",Denton,6/1/2026,8/31/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Build out of first-generation space consisting of walls, ceiling, finishes and MEP.","2,720 ft 2",423 Alliancd LLC,"8422 Inverness, Colony, Texas 75056",(972) 953-7100,,BHA Studio,"3141 Hood Street, Suite 420, Dallas, Texas 75219",(214) 521-8500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021993
Martinizing Cleaners/The Colony Retail,TABS2026021970,Martinizing Cleaners/The Colony Retail,"7447 Main Street, The Colony, TX 75056",Denton,8/1/2026,8/1/2027,"$1,600,000",New Construction,"This project is privately funded, on private land for private use.","3327sf new ground up, 2 story building with interior build-out for a commercial cleaners company","3,327 ft 2","Grand Mercer Investments, LLC","6136 Frisco Square,Ste 400, Frisco, Texas 75034",(469) 588-5876,,Method Architecture,"2921 E. 17th St,Unit B, Suite 200, Austin, Texas 78702",(512) 478-0970,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021970
Coyote Ridge Maintenance Building,TABS2026021965,Coyote Ridge Golf Club,"1640 W. Hebron Parkway, Carrollton, TX 75010",Denton,7/1/2026,1/1/2027,"$750,000",New Construction,"This project is privately funded, on private land for private use.","New construction of a 4,950 square-foot pre-engineered metal maintenance building for a golf course.","4,950 ft 2",COYOTE RIDGE GOLF CORPORATION,"11245 NEWKIRK ST, Dallas, Texas 75229",(469) 540 5413,,LBL Architects,"318 W. Main Street, Arlington, Texas 75010",817-881-1581,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021965
