project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
2k Frisco - MoCap,TABS2025009248,Frisco Square,"5757 Main St., Frisco, TX 75034",Denton,2/24/2025,5/19/2025,"$650,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","5TH FLOOR SHALL CONSIST OF INTERIOR DEMOLITION & CONSTRUCTION OF NON-STRUCTURAL ELEMENTS, SCOPE OF WORK DOES NOT AFFECT FIXTURE QUANTITIES, OCCUPANT LOAD CALCULATIONS OR PATH OF TRAVEL. NO EXTERIOR  BUILDING, SITE, LANDSCAPE, USE OR PARKING CHANGES. ","5,000 ft 2","Frisco Tower Acquistition DE, LLC","104 Armour Road, North Kansas City, Montana 64116",913-244-6864,Shane Peterson,Revel Architecture & Design,"301 Congress Ave, Austin, Texas 78701",(415) 230-7050,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009248
Walmart Store #2996-1004,TABS2025009212,Walmart Store #2996,"18121 Marsh Ln, Dallas, TX 75287",Denton,10/5/2025,10/31/2025,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Adding interior/exterior doors to existing building. 180sf,180 ft 2,Walmart Real Estate,"2608 SE J Street, Bentonville, Arkansas 72716",(479) 360-3982,,"BRR Architecture, Inc.","8131 Metcalf Avenue, Suite 300, Overland Park, Kansas 66204",(913) 236-3480,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009212
Restaurant & Retail Development,TABS2025009199,Building 2,"SEC FM 720 & US 380, Little Elm, TX 76227",Denton,3/1/2025,9/30/2025,"$1,750,000",New Construction,"This project is privately funded, on private land for private use.","New 15,880 Sq/Ft Shell Building & No Interior Finish-Out","15,880 ft 2","LEM380 Group, LLC","538 Haggard Street Suite 412, Plano, Texas 75074",(972) 999-6455,,Leung Architects Inc,"1813 Auburn Drive, Richardson, Texas 75081",(469) 878-6871,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009199
Restaurant & Retail Development,TABS2025009198,Building 1,"SEC FM 720 & US 380, Little Elm, TX 76227",Denton,3/1/2025,8/30/2025,"$1,400,000",New Construction,"This project is privately funded, on private land for private use.","New 10,100 Sq/Ft Shell Building & No Interior Finish-Out","10,100 ft 2","LEM380 Group, LLC","538 Haggard Street Suite 412, Plano, Texas 75074",(972) 999-6455,,Leung Architects Inc,"1813 Auburn Drive, Richardson, Texas 75081",(469) 878-6871,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009198
Tire Store Service Center,TABS2025009178,Tire Store Denton,"3318 E University Dr, Denton, TX 76208",Denton,9/1/2024,6/1/2025,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Relocate bathrooms and customers lobby ,"8,000 ft 2",Baker Ghanim,"3300 Ladera DR, Bedford, Texas 76021",(817) 808-3742,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009178
Madero Phase 11,TABS2025009164,Madero Phase 11,"North of Rancho Canyon Way East of Sendera Ranch, Fort Worth, TX 76052",Denton,2/17/2025,9/15/2025,"$177,000",New Construction,"This project is privately funded, on private land for private use.","New Residential Single-Family Development constructing roughly 22,447 sf of sidewalk and 20 ramps","2,959,249 ft 2",Bobby Samuel,"5501 Headquarters Drive Suite 300W, Plano, Texas 75024",972-310-4545,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009164
1000 METROCREST - SHELL BUILDING,TABS2025009155,1000 METROCREST,"1000 METROCREST DR, Carrollton, TX 75006",Denton,3/1/2025,11/1/2025,"$250,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR BUILDOUT ,"2,390 ft 2",MO HEIDARI,"1100 METROCREST DR, CARROLLTON, Texas 75006",(972) 820-8211,,WRIGHT GROUP ARCHITECTS PLLC,"1430 SOUTH BROADWAY ST, CARROLLTON, Texas 75006",(972) 242-1015,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009155
Trophy Club Shell Building Phase II,TABS2025009130,Shell Building Phase II,"200 SH 114, Trophy Club, TX 76262",Denton,2/15/2025,8/31/2025,"$800,000",New Construction,"This project is privately funded, on private land for private use.",New cold dark shell building to be finished out by future tenant,"3,000 ft 2","Trophy Club Town Center, LLC","13101 Preston Rd Suite 510, Dallas, Texas 75240",(979) 574-5523,,"Jay Smith Architect, LLC","6915 Merrilee Ln, Dallas, Texas 75214",(214) 298-5098,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009130
Homewood Suites by Hilton at Northlake,TABS2025009082,Homewood Suites Northlake,"13311 Raceway Dr, Northlake, TX 76262",Denton,9/1/2025,6/1/2027,"$10,000,000",New Construction,"This project is privately funded, on private land for private use.","4 STORY WOOD FRAMED HOTEL WITH LOBBY AREA, MEETING AREA, FITNESS, AND OUTDOOR LOUNGE AND BBQ AREA","75,853 ft 2",Kriya Hotels,"2451 W. Grapevine Mills Circle Sutie 400, Grapevine, Texas 76051",(214) 446-6741,,Type Six Design and Development Services,"920 S. Main St. Ste. 150, Grapevine, Texas 76051",817.291.0980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009082
DR. BROOKE NORWOOD,TABS2025009018,HAPPY FILLINGS DENTISTRY,"26565 E. UNIVERSITY DR. SUITE 20, Aubrey, TX 76227",Denton,2/10/2025,6/23/2025,"$290,955",New Construction,"This project is privately funded, on private land for private use.",interior finish out for dental office ,"2,000 ft 2",LITTLE ELM 380 PLAZA LLC,"110 ROSEDALE CT, PROSPER, Texas 75078",609-401-9382,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009018
