project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
KANSAI KARATE ACADEMY,TABS2026021109,KANSAI KARATE ACADEMY,"3750 BROWN DR #STE. 110, Aubrey, TX 76227",Denton,9/1/2026,6/1/2027,"$300,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"3,000 ft 2",1385 MUSTANG PARK LP,"370 W BROADWAY ST, PROSPER, Texas 75078",(972) 347-9990,NAREN SHIVA,BEAR DESIGN BUILD,"2695 VILLA CREEK DR #STE. 110, DALLAS, Texas 75324",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021109
Prell Shell Building,TABS2026021030,Prell Shell Building,"3201 Cross Timbers, Flower Mound, TX 75028",Denton,7/1/2026,12/31/2026,"$1,000,000",New Construction,"This project is privately funded, on private land for private use.",New construction of office building,"3,996 ft 2",Hays RE Holdings LLC,"4412 Canter Way, Flower Mound, Texas 75028",(972) 824-1197,The Core Technology Group,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021030
Park Place Amenity Center,TABS2026021007,Park Place Amenity Center,"882 Cambridge Dr, Prosper, TX 75078",Denton,7/15/2026,5/15/2027,"$3,700,000",New Construction,"This project is privately funded, on private land for private use.",New construction of a residential amenity center,"5,250 ft 2",Park Place Prosper Community Association Inc,"5600 Tennyson Pkwy, Plano, Texas 75024",(214) 405-6942,,NCA Partners,"5646 Milton St Suite 610, Dallas, Texas 75206",(214) 361-9901,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021007
TWU Student Life Office Relocation,TABS2026020960,TWU Student Life Office,"504 Administration Dr, Denton, TX 76209",Denton,6/8/2026,7/31/2026,"$750,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Interior Office, Reception and Multi-Use Renovation","4,896 ft 2",Texas Woman's University Facilities,"1200 Frame St., Denton, Texas 76209",(940) 594-3947,,VLK,"1320 Hemphill St, Suite 400, Fort Worth, Texas 76104",(817) 633-1600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020960
Wings Over Sanger,TABS2026020943,1409 W Chapman Drive  suite 300 Sanger TX 76266,"1409 W Chapman Drive  suite 300 Sanger TX 76266, Sanger, TX 76266",Denton,6/1/2026,9/8/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish out for restaurant ,"4,500 ft 2",Thai Tran,"1409 W Chapman Drive  suite 300, Sanger, Texas 76266",(715) 764-0538,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020943
"Summit 35, I-35 Frontage Road",TABS2026020925,Building 3,"6200 N I-35, Denton, TX 76207",Denton,8/17/2026,12/6/2027,"$10,000,000",New Construction,"This project is privately funded, on private land for private use.","250,240 SF OF NEW SPECULATIVE INDUSTRIAL BUILDING","250,240 ft 2",JSC-CCI DENTON I,"108 LAKELAND AVENUE, DOVER, Delaware 19901",(405) 570-8713,,HPA INC.,"18831 BARDEEN AVENUE, IRVINE, California 92612",(626) 463-3548,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020925
"Summit 35, I-35 Frontage Road",TABS2026020921,Building 2,"6240 N I-35, Denton, TX 76207",Denton,8/17/2026,12/6/2027,"$7,000,000",New Construction,"This project is privately funded, on private land for private use.","145,920 SF NEW SPECULATIVE INDUSTRIAL BUILDING","145,920 ft 2",JSC-CCI DENTON I,"108 LAKELAND AVENUE, DOVER, Delaware 19901",(405) 570-8713,,HPA INC.,"18831 BARDEEN AVENUE, IRVINE, California 92612",(626) 463-3548,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020921
Wild Oaks SF LTD,TABS2026020915,Wild Oaks Subdivision Phase 1,"TBD, Shady Shores, Shady Shores, TX 76208",Denton,1/1/2026,11/1/2026,"$131,705",New Construction,"This project is privately funded, on private land for private use.","Sidewalk and Ramps (13,660 SF)","13,660 ft 2",Wild Oaks SF LTD.,"8214 Westchester Drive, Suite 900, Dallas, Texas 75225",214-888-8843,,Corwin Engineering,"200 W. Belmont, Suite E, Allen, Texas 75013",972-396-1200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020915
"Summit 35, I-35 Frontage Road",TABS2026020911,Building 1,"6280 N I-35, Denton, TX 76207",Denton,8/17/2026,12/6/2027,"$7,000,000",New Construction,"This project is privately funded, on private land for private use.","147,390 sf New Speculative Industrial Building","147,390 ft 2",JSC-CCI DENTON I,"108 LAKELAND AVENUE, DOVER, Delaware 19901",(405) 570-8713,,HPA INC.,"18831 BARDEEN AVENUE, IRVINE, California 92612",(626) 463-3548,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020911
Life Time Remodel,TABS2026020906,Life Time - Flower Mound,"3100 Churchill Road, Flower Mound, TX 75022",Denton,7/1/2026,9/1/2026,"$2,225,241",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior refresh to lobby lounge, cafe, spa, hallways, gym/courts, yoga foyer, kids academy, indoor pool deck, locker rooms, group fitness, Alpha, GTX, fitness floo and recovery area ","95,800 ft 2","NHNR Hold Co 34, LLC c/o Morgan Stanley Real Estate","1585 Broadway #305, New York, New York 10036",(952) 401-2435,Cindy Anderson,LTF Architecture,"2902 Corporate Place, Chanhassen, Minnesota 55317",952-401-2435,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020906
