project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Hospitality Management Corp.,TABS2024021438,Corporate Point,"401 E. Corporate Drive Suite 221, Lewisville, TX 75057",Denton,6/24/2024,8/26/2024,"$215,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Modify existing suite for new tenant use,"3,859 ft 2",Ritter Dallas,"580 Decker Drive Suite 203, Dallas, Texas 75062",(972) 650-4200,John O'Connor,USgreenDESiGN,"9720 Coit Road Suite 220-217, Plano, Texas 75025",(214) 450-6875,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021438
Walmart 217-ESS,TABS2024021421,Walmart Supercenter 217,"801 W. Main St, Lewisville, TX 75067",Denton,2/16/2025,3/14/2025,"$115,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Install emergency exit doors ,100 ft 2,Wal-Mart Real Estate Business Trust,"PO Box 8050, MS 0555, Bentonville, Arkansas 72716",(479) 878-3663,,pb2 architecture + engineering,"4886 W Pauline Whitaker Parkway Suite 200, Rogers, Arkansas 72758",479-878-3663,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021421
Brinkmann Ranch Phase 3,TABS2024021375,n/a,"Coit Road and Eldorado Parkway, Frisco, TX 75035",Denton,10/15/2024,10/16/2026,"$64,100,000",New Construction,"This project is privately funded, on private land for private use.","Phase 3 of Brinkmann Ranch Multifamily Master Plan Project; 355 units on (8) 3-story wood frame Type V-A buildings.  Leasing, Club and general amenities and a pool are part of the project.","470,580 ft 2","Maple Multi-Family Land TX, L.P.","3819 Maple Avenue, Dallas, Texas 75219",(214) 749-4986,,HLR Architects,"6201 W. Plano Parkway Suite 100, Plano, Texas 75093",(469) 317-2261,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021375
Improvements along Hebron Parkway,TABS2024021253,Hebron Parkway,"Hebron Parkway, Carrollton, TX 75006",Denton,1/22/2024,8/16/2024,"$872,559",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The project consists of construction of traffic rail (TxDOT T1W) with sidewalk, and replacing existing Photinia trees with Skyrocket Juniper along the south side of E Hebron Parkway between 1st Street and Marsh Ridge Road.","5,500 ft 2",City of Carrollton,"1945 E Jackson Rd, Carrollton, TX 75006, Carrollton, Texas 75006",972-466-3078,,"O’BRIEN ENGINEERING, INC.","2340 E Trinity Mls Rd #220, Carrollton, TX 75006, carrollton, Texas 75006",940.765.8261,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021253
Dollar Tree,TABS2024021234,Lewisville West Shopping Center,"701 S. Stemmons, Lewisville, TX 75067",Denton,11/1/2024,2/6/2025,"$442,104",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing tenant retail space.,"8,758 ft 2",Newport Capitol Partners,"353 North Clark St Suite 3625, Chicao, Illinois 60654",(312) 724-7031,John Wilbanks,CASCO,"12 Sunnen Dr. Suite 100, Saint Louis, Missouri 63143",(314) 821-1100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021234
"PeiWei – Razor Ranch – Denton, TX",TABS2024021208,"PeiWei – Razor Ranch – Denton, TX","3420 N. I-35 BLDG H., Denton, TX 76201",Denton,8/15/2024,11/15/2024,"$725,000",New Construction,"This project is privately funded, on private land for private use.",Tenant Finish out for a new Pei Wei Asian Kitchen in an existing building with new equipment and signage. ,"2,307 ft 2","Pei Wei Asian Kitchen, Inc.","1707 Marketplace BLVD. STE. 300, Irving, Texas 75063",(210) 364-7272,,The Dimension Group,"10755 Sandhill Road, Dallas, Texas 75238",214.343.9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021208
Walmart 202 ESS,TABS2024021207,Walmart Store 202 - Frisco,"16066 St Hwy 121, Frisco, TX 75035",Denton,8/30/2024,10/30/2024,"$115,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",adding emergency doors,100 ft 2,Walmart Real Estate Business Trust,"PO Box 8050 MS 0555, Bentonville, Arkansas 72712",(479) 273-4000,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021207
TREATZ BAKERY & CAFE,TABS2024021158,TREATZ BAKERY & CAFE,"2965 FM 1385 #STE. 600, Aubrey, TX 76227",Denton,8/1/2024,12/31/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATION ,"1,649 ft 2",BRYAN RD RETAIL PARTNERS LP,"1201 N RIVERFRONT BLVD #STE. 100, DALLAS, Texas 75207",(214) 394-4109,ANJALI MINAMPATI,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021158
BOOTLEGGERS CORINTH LIVE,TABS2024021024,BOOTLEGGERS CORINTH LIVE,"5920 INTERSTATE 35, Corinth, TX 76210",Denton,9/15/2024,12/15/2025,"$3,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RESTAURANT RENOVATION OF EXISTING BUILDING,"15,000 ft 2",WILLIAM SULLIVAN,"5920 INTERSTATE 35, CORINTH, Texas 76210",(972) 880-9500,MICHAEL LANE,KIRK & ASSOCIATES,"5931 GREENVILLE AVENUE #772, DALLAS, Texas 75206",214-912-7642,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021024
"#683 Lewisville, TX - Restroom Refresh",TABS2024021011,Costco Wholesale,"851 Highway 121, Lewisville, TX 75067",Denton,7/1/2024,10/1/2024,"$280,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE SCOPE OF WORK INCLUDES THE REMOVAL AND REPLACEMENT OF EQUIPMENT, FIXTURES, AND FINISHES IN THE MEMBER, TIRE CENTER AND RECEIVING AREA RESTROOMS AND JANITOR'S CLOSET.  ",980 ft 2,Costco Wholesale Corporation,"730 Lake Drive, Issaquah, Washington 98027",(425) 313-8100,,MG2 Architecture Corporation,"1101 Second Avenue, Seattle, Washington 98101",(206) 690-5653,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021011
