project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
TOKYO HOUSE,TABS2025012024,TOKYO HOUSE,"26565 E UNIVERSITY DR #STE. 70, Aubrey, TX 76227",Denton,4/1/2025,12/31/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"2,804 ft 2",AZURE DEVELOPERS,"110 ROSEDALE CT, PROSPER, Texas 75078",(609) 401-9382,BRUCE LI,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012024
Rector Rd,TABS2025011987,Orama RTC,"5440 Rector Rd, Denton, TX 76207",Denton,3/1/2025,7/31/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","update cosmetics, install fire suppression, make ADA compliant","10,440 ft 2",Blake Manning,"PO box 3, Denton, Texas 76202",(940) 231-0284,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011987
The Boardwalk on Bryan Street,TABS2025011979,The Boardwalk on Bryan,"401 Bryan St. N/A, Denton, TX 76201",Denton,6/1/2025,6/1/2026,"$1,700,000",New Construction,"This project is privately funded, on private land for private use.",3-Single Family 3-story Duplex(s) 6 total Units - Units A thru F. ,"13,238 ft 2",2609 Douglas LLC,"12531 Palmer Dr., Fort Worth, Texas 76179",(214) 801-2394,,Covert + Associates,"17810 Davenport Rd. Ste. 111, Dallas, Texas 75252",972-783-4660,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011979
Dreamland,TABS2025011896,4400 Bourbon Street,"4400 Bourbon Street Building C, suite 100, Frisco, TX 75034",Denton,3/1/2025,9/1/2025,"$550,000",New Construction,"This project is privately funded, on private land for private use.",build out of new space for tenant use,"9,042 ft 2",Sanah Capital LLC,"7228 Blanco Dr., Irving, Texas 75039",(817) 891-7770,Juan Hope,Interprise,"14241 Dallas Parkway, Suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011896
Argyle open,TABS2025011876,Argyle open,"1242 FM 407, Suite 400, Northlake, TX 76226",Denton,2/28/2025,6/30/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",COMPLETE INTERIOR FINISH-OUT TO INCLUDE: 1.) WALL PARTITIONS per PLAN 2.) CEILING SYSTEM per PLAN 3.) ELECTRICAL SYSTEM per PLAN 4.) MECHANICAL SYSTEM per PLAN 5.) PLUMBING SYSTEM per PLAN ,"5,200 ft 2",Shane Winfield,"1509 5th Street, Argyle, Texas 76226",940 368 3050,,VARDES,"120 LAKE PARK AVE., waxahachie, Texas 75165",(214) 280-5189,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011876
Kiddie Academy & Shell Retail,TABS2025011798,Kiddie Academy & Shell Retail,"2031 Lakeside Parkway, Flower Mound, TX 75028",Denton,8/1/2025,6/30/2026,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.",Construction of new single-story building for Kiddie Academy and Shell Retail.,"25,916 ft 2",Shai Patel,"2209 Loring Drive, Allen, Texas 75013",(214) 684-5111,,Rashmi C Incorporated,"4117 Old Pleasant Ridge Road, Arlington, Texas 76016",(817) 891-7918,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011798
Lotte Group TI,TABS2025011784,Denton Westpark Phase 2,"221 N Western Blvd, Denton, TX 76207",Denton,3/1/2025,6/1/2025,"$140,000",New Construction,"This project is privately funded, on private land for private use.",Alteration of existing office and warehouse tenant improvements.,"227,420 ft 2","LH-HM Denton Westpark II, LLC","956 Sherry Lane Suite 1500, Dallas, Texas 75225",(214) 244-0844,,RGA Architects,"301 South Oak St Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011784
McDonald's SAO-2 (42-3095) 11201 US Hwy 380,TABS2025011771,42-3095 SAO-2 11201 US Hwy 380,"11201 US Hwy 380, Cross Roads, TX 76227",Denton,8/4/2025,8/25/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This Project consists of the comprehensive interior remodeling of 1,770 sf within an existing 3,815 sf McDonald's Restaurant Building. The scope of this work is limited to the interiors of the Dining Room areas, Restrooms, Customer Service Area.","1,770 ft 2",McDonald's,"110 N. Carpenter Street, Chicago, Illinois 60607",(214) 789-2646,,Castles Design Group,"3801 Kirby Drive, Suite 600, Houston, Texas 77098",(713) 664-7974,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011771
Life Time Cold Plunge - Flower Mound,TABS2025011744,Life Time Fitness,"3100 Churchill Dr, Flower Mound, TX 76034",Denton,4/28/2025,5/16/2025,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of new equipment to convert existing hot tub into a cold plunge pool. 500 Sq Ft.,500 ft 2,Life Time Real Estate & Development,"2900 Corporate Plac, Chanhassen, Minnesota  5531",952-229-7091,,BlueStreak Consulting,"25001 Emery Road #400, Cleveland, Ohio  4412",216-223-3294,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011744
GOATS ARENA,TABS2025011687,GOATS ARENA,"27052 E UNIVERSITY DR BLDG 1 #STE. 120, Aubrey, TX 76227",Denton,6/1/2025,6/1/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"5,726 ft 2",380 SAVANNAH LLC,"5603 MATTERHORN DR, FRISCO, Texas 75068",(520) 982-8811,SRUTHI BANDARUPALLI,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011687
