project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
AHA AMOGHAM,TABS2026008954,AHA AMOGHAM,"10202 COIT RD BLDG C1-1 #STE. 100, Frisco, TX 75035",Denton,3/1/2026,12/1/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"3,780 ft 2",SINIKSHA LEXINGTON,"10030 COIT RD #STE. 100, FRISCO, Texas 75035",(214) 784-0538,RAJEEV G,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 100, FRISCO, Texas 75035",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008954
AHA AMOGHAM,TABS2026008953,AHA AMOGHAM,"1733 FM 1385 #STE. 101, Aubrey, TX 76227",Denton,3/1/2026,12/1/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"3,513 ft 2",FM 1385 RETAIL LLC,"13199 STRIKE GOLD BLVD, FRISCO, Texas 75035",(520) 982-8811,RAJEEV G,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008953
COWBOY SMOKE & VAPE,TABS2026008951,COWBOY SMOKE & VAPE,"16750 HOLLYHOCK RD #STE. 110, Frisco, TX 75033",Denton,4/1/2026,12/1/2026,"$140,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,405 ft 2",UV 380 HOLLYHOCK LLC,"2938 W ROYAL LN #APT. 2147, IRVING, Texas 75063",(214) 335-3268,SIVA POTEL,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008951
"HomeGoods - Denton, TX",TABS2026008898,HomeGoods,"1800 S LOOP 288 STE 246, Denton, TX 76205",Denton,2/23/2026,3/27/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Minor Interior Remodel (No structural/Exterior Scope of Work) ,"26,013 ft 2","KRG Denton Crossing, LLC","30 South Meridian Street Suite 1100, Indianapolis, Indiana 46204",(972) 801-6022,,Rogue Architects,"513 Main St Suite 300, Fort Worth, Texas 76102",817.529.6871,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008898
Beach Club Car Wash - City of Denton,TABS2026008893,Beach Club Car Wash,"2009 State School Road, Denton, TX 76210",Denton,2/9/2026,6/15/2026,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.","A new ground up car wash for Beach Club.  It includes vacuum bays, a drive-thru, and general parking etc. ","1,980 ft 2","Beach Club Realco 6, LLC","251 Little Falls Drive, Wilmington, Delaware 19808",(469) 586-9141,,Ramon Design Group,"3104 East Camelback Road 3067, Phoenix, Arizona 85016",(724) 462-9614,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008893
Building #14 Construction,TABS2026008843,Krum Boat & RV Storage Building #14,"5034 Hopkins Rd, Krum, TX 76249",Denton,1/1/2026,4/30/2026,"$120,000",New Construction,"This project is privately funded, on private land for private use.",New Construction ,"2,400 ft 2",KRUM BOAT & RV STORAGE LLC,"5034 Hopkins Rd, Krum, Texas 76249",(940) 206-8319,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008843
Building #12 Construction,TABS2026008842,Krum Boat & RV Storage Building #12,"5034 Hopkins Rd, Krum, TX 76249",Denton,1/1/2026,4/30/2026,"$120,000",New Construction,"This project is privately funded, on private land for private use.",New construction ,"2,400 ft 2",KRUM BOAT & RV STORAGE LLC,"5034 Hopkins Rd, Krum, Texas 76249",(940) 206-8319,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008842
Denton B2 - Universal Display,TABS2026008808,Denton Bldg 2 2,"2051 FM 1173, Denton, TX 76207",Denton,12/19/2025,4/30/2026,"$1,472,986",Additions to Existing Building,"This project is privately funded, on private land for private use.","The scope of work includes a 1,923 SF speculative tenant office build-out within an existing shell warehouse building, along with a new chain-link fence, a demising wall, and an associated warehouse  improvements.","139,783 ft 2",DENTON ICC 35 LLC,"300 CRESCENT CT STE 1425, Dallas, Texas 75201",(214) 563-2220,,Powers Brown Architecture,"2100 Travis St. Suite 501, Houston, Texas 77002",(713) 224-0456,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008808
FFF - Warehouse Cage & Vault,TABS2026008785,Lakeside Commerce Center III,"1650 Lakeside Parkway, Suite 404, Flower Mound, TX 75028",Denton,1/19/2026,4/30/2026,"$300,000",New Construction,"This project is privately funded, on private land for private use.","Installing cage and vault space, 7,200 SF, into existing warehouse space. ","7,200 ft 2","QR Dallas Distribution Portfolio, LP","666 Burrard Street, Suite 800, Vancouver, BC V6C 2X8",213-592-0842,Chris Kelley,Ware Malcomb,"2626 Cole Avenue, Suite 501, Dallas, Texas 75204",281.954.2514,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008785
Coldstone Creamery Denton,TABS2026008743,Rayzor Ranch Marketplace,"2320 W University Drive # 1499, Denton, TX 76201",Denton,1/2/2026,3/1/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Finish Out,"1,490 ft 2","Rayzor Ranch Marketplace Associates, LLC","4500 Bissonet Street, Ste.200, Bellaire, Texas 77401",(713) 306-5161,,PDN Consulting,"2022 Drum Street, Houston, Texas 77019",(281) 300-0839,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008743
Sip N Smile,TABS2026008732,Sip N Smile,"4444 Felix Way, Frisco, TX 75033",Denton,2/1/2026,5/1/2026,"$220,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish Out By New Tenant,"1,540 ft 2",Bae Rhee,"4444 Felix Way, Frisco, Texas 75033",(201) 230-4341,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008732
ManaMed Addition,TABS2026008701,ManaMed,"2612 Sirius Drive, Denton, TX 76208",Denton,1/1/2026,10/30/2026,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Building Addition,"5,050 ft 2",ManaMed Equities,"2612 Sirius Drive, Denton, Texas 76208",(940) 331-6782,,EIKON Consulting Group,"12901 South I-35, Valley View, Texas 76272",(940) 458-7503,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008701
