project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Paris Baguette,TABS2025008757,Paris Baguette,"3420 K Avenue, Suite #100, Plano, TX 75074",Collin,4/1/2025,7/1/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Commercial tenant improvement of existing space to new food service establishment concept - Paris Baguette.  New kitchen equipment, interior partition walls, plumbing, mechanical, and electrical scopes.  Previous tenant was ""Sichuan Folk.""","3,972 ft 2",Retail Plazas Inc.,"2929 Carlisle Street Suite 170, Dallas, Texas 75204",(972) 250-1486,Waleed Liaqat,ONE Architecture,"8686 N. Central Avenue Suite 166, Phoenix, Arizona 85020",(602) 266-2712,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008757
Islamic Association of Murphy Masjid,TABS2025008755,Islamic Association of Murphy Masjid,"105 McMillen Dr, Murphy, TX 75094",Collin,4/7/2025,12/26/2025,"$2,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Additions made to existing building as well as interior finish out,"19,197 ft 2",Syed Hussain,"105 McMillen Dr, Murphy, Texas 75094",(480) 330-7864,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008755
Sephora,TABS2025008745,Watters Creek,"919 Garden Park Dr., Allen, TX 75013",Collin,5/5/2025,7/18/2025,"$464,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This project is a minor interior remodel of an existing tenant fit-out of approximately 5,673 SF work includes demo, storefront refinishing and replacement of interior floor finishes, select fixtures, select light fixtures; minor electrical","5,673 ft 2","Charter DW Watters Creek Village, LLC","970 Garden Park Drive, Allen, Texas 75013",972.521.5011,Sephora,Sargenti Architects,"234 E. Colorado Blvd. Suite 850, Pasadena, California 91101",551.500.7816,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008745
KSH Temple Renovations,TABS2025008722,Karya Siddhi Hanuman Temple,"12030 Independence Parkway, Frisco, TX 75034",Collin,2/3/2025,7/15/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovations to modify existing storage spaces to a Prayer area and associated structural, Fire protection system, and MEP modifications. ","2,100 ft 2",Karya Siddhi Hanuman Temple,"12030 Independence Parkway Building B, Frisco, Texas 75034",(972) 989-7815,,PGAL,"14135 Midway Road, Suite G-200, Addison, Texas 75001",(469) 274-2685,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008722
Blue Star MOB TI Finish Out at Baylor Scott and White at Frisco Campus,TABS2025008709,BSW Medical Center - Frisco at PGA - MOB,"16050 Everwell Lane, Frisco, TX 75033",Collin,5/28/2025,8/11/2025,"$8,991,801",Additions to Existing Building,"This project is privately funded, on private land for private use.","Tenant finish-out of the MOB at BSW Campus in Frisco. Leasing spaces include Wonem's Imaging, OB, Digestive Disease, Orthopedics, Lab and Internal Medicine Clinics.","45,375 ft 2",Blue Star Land,"8000 Warren Parkway, Suite 100, Frisco, Texas 75034",(214) 437-3653,,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(214) 969-3019,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008709
ORIGINAL MOCHA,TABS2025008708,ORIGINAL MOCHA,"222 E FM 544 #STE. 210, Murphy, TX 75094",Collin,3/1/2025,12/31/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,345 ft 2",TIMBER RIDGER CENTER LLC,"5924 TWIN COVES ST, DALLAS, Texas 75248",(214) 504-1450,SAMI MUNASSAR,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008708
Prosper Market,TABS2025008630,La Cima Spice Hut,"La Cima Boulevard @ Richland Boulevard, Prosper, TX 75087",Collin,3/1/2025,6/1/2025,"$200,000",New Construction,"This project is privately funded, on private land for private use.",Commercial development grocery store (build out) and retail (shell only).,"32,245 ft 2",Prosper Market LLC,"10210 Green Level Church Road, Cary, North Carolina 27519",(248) 622-1074,,"Catalyst Technical Group, Inc.","440 Cobia Drive, Suite No. 1503, Katy, Texas 77494",(832) 913-1888,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008630
NECOA Stonebriar Mall,TABS2025008626,Stonebriar Mall,"2601 Preston, Frisco, TX 75034",Collin,1/6/2025,3/31/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement - renovating current store into a store that sells water filters,"1,047 ft 2",Brookfield Properties,"Brookfield Place, New York, New York 13314",(760) 704-8111,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008626
ADAPTIVE HOME HEALTH,TABS2025008597,1410 RENNER,"1410 E RENNER RD. SUITE 210, Richardson, TX 75082",Collin,1/1/2025,7/1/2025,"$880,150",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC, ELECTRICAL, PLUMBING.","16,000 ft 2",BH PROPERTIES,"2701 DALLAS PARKWAY, SUITE 350, PLANO, Texas 75093",972-331-7474,,The idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008597
Modera Ridgeline,TABS2025008584,Leasing Office,"4230 N Hardin Blvd, Mckinney, TX 75071",Collin,3/1/2024,10/1/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Leasing office with associated restrooms and parking for a new multifamily complex.,"2,625 ft 2",Mill Creek Residential,"5910 N Central Expwy Suite 1100, Dallas, Texas 75206",(469) 262-5788,,"Hensley Lamkin Rachel, Inc.","6201 W. Plano Pkwy. Suite 100, Plano, Texas 75093",(972) 726-9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008584
EOS Fitness Murphy,TABS2025008576,EOS Fitness,"229 E. Farm to Market 544,, Murphy, TX 75094",Collin,2/24/2025,10/24/2025,"$3,328,425",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant Improvement of a 44,379 SF structure to be used as a health and fitness club, including a 10,358 SF outdoor","54,737 ft 2",Philips Edison & Company,"11501 Northlake Drive, Cincinnati, Ohio 45249",(151) 333-8273,"EOS Fitness Texas, LLC","James E. Stroh, Architect, Inc","2190 E. Pebble Rd, Suite 250, Las Vegas, Nevada 89123",(702) 433-1400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008576
Plano Whitebox,TABS2025008549,925 n central expressway,"925 n central expressway suite 200, Plano, TX 75075",Collin,1/15/2025,4/15/2025,"$167,536",Renovation/Alteration,"This project is privately funded, on private land for private use.",adding restrooms and mechanical to shell space,"4,200 ft 2","Venture Investment Partners, LLC","8235 Douglas Ave suite 720, dallas, Texas 75225",(214) 378-1212,,interior design group,"2307 Oak Forest Ct, Arlington, Texas 76012",(214) 803-2692,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008549
