project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Bank of America_RRP-M_TX2-993_Plano,TABS2024020916,Plano,"2400 N. Central Expressway, Plano, TX 75074",Collin,8/5/2024,10/16/2024,"$729,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation to retail banking center, including limited partitions, ceiling work, new finishes/millwork/furniture. Trades include mechanical and electrical. No change in occupancy or structure.","4,504 ft 2",Daniel Robinson,"7105 Corporate Drive, Plano, Texas 75024",(972) 292-0065,Lori Dozier,NELSON Worldwide,"22 Boston Wharf Road 7th Floor (c/o Industrious), Boston, Massachusetts 02210",(617) 751-5872,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020916
Stonebriar Auto Service,TABS2024020888,Hall Park - Park III,"3000 Internet Blvd #610, Frisco, TX 75034",Collin,6/24/2024,9/30/2024,"$72,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation and new finishes of 3,076 USF","3,076 ft 2",Hall Group,"3000 Internet Blvd #100, Frisco, Texas 75034",(214) 336-4330,,Vaughan Myers Design Inc.,"1112 Cool River, Southlake, Texas 76092",214-460-6482,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020888
Dallas renal Group,TABS2024020860,Dexter Medical Building,"4708 Dexter Drive, Suite 320, Plano, TX 75093",Collin,6/17/2024,8/23/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,440 ft 2","Dexter Professional Offices, LLC","4708 Dexter Dr, Plano, Texas 75093",(214) 823-4800,,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020860
Grapes and Grain Plano,TABS2024020838,Lakeside Market,"5809 Preston Road suite e-582, Plano, TX 75093",Collin,7/15/2024,9/5/2024,"$78,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","new tenant in existing space, new walk-in cooler, minor demolition of walls, replace existing non-compliant RR sink, install new service sink, new sales for fixtures. ","1,996 ft 2",Nav Singh,"409 Patagonian place, Allen, Texas 75013",(510) 432-9968,,Farris Design Group,"po Box 2537, Azle, Texas 76098",(817) 454-6043,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020838
ZARA,TABS2024020826,Stonebriar Centre,"2601 Preston Rd, Suite 2070 ,Frisco, TX 75034, Frisco, TX 75034",Collin,6/27/2024,10/1/2024,"$7,350,131",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing space that will include a new walls, finishes, ceilings, mechanical, electrical and plumbing fixtures.","34,628 ft 2",Stonebriar Mall LLC C/O General Growth Properties,"350 N Orleans St. Suite 300, Chicago, Illinois 60654",312-960-2688,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020826
ARABESKA,TABS2024020814,5402 14TH STREET,"5402 14TH STREET, Plano, TX 75094",Collin,7/15/2024,9/30/2024,"$300,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"5,826 ft 2",TSMTX LLC,"114 Cascade Ln., Wylie, Texas 75098",315-403-5000,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020814
22275.306-Cintas,TABS2024020807,"McKinney Airport Trade Center, Bldg A","1911 FM 546, Suite 500, Mckinney, TX 75069",Collin,7/1/2024,10/1/2024,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvements within existing finish out,"5,296 ft 2",Greystar Development Central LLC,"600 E Las Colinas Blvd, Irving, Texas 75039",817-271-8789,,Meinhardt & Associates,"14643 Dallas Pkwy, suite 636, Dallas, Texas 75254",1-972-934-5406,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020807
Nuevo Leon Taqueria & Tamaleria,TABS2024020790,"Murphy Village, Phase 2","208 W FM 544 Suite 109, Murphy, TX 75094",Collin,7/15/2024,8/31/2024,"$200,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Tenant finish out for new restaurant,"1,876 ft 2",Nuevo Leon Taqueria & Tamaleria,"3016 Jessica Dr, Wylie, Texas 75098",(214) 680-9114,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020790
TEXAS HEALTH HOME CARE LLC,TABS2024020768,-,"945 STOCKTON DR #STE. 2120, Allen, TX 75013",Collin,6/21/2024,10/1/2024,"$105,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,228 ft 2",RK ESTATE LLC,"1709 RHETT DR, ALLEN, Texas 75013",(267) 250-6130,,VIZUAL ARCHITECTURE,"400 N SAINT PAUL ST #STE. 1050, DALLAS, Texas 75201",(214) 675-9175,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020768
Leadership Prep School,TABS2024020750,Leadership Prep School,"Frisco Tx, Frisco, TX 75042",Collin,7/1/2024,8/1/2025,"$17,000,000",New Construction,"This project is privately funded, on private land for private use.",New K-5 Elementary School,"48,000 ft 2",Stacy Alton,"8100 Teel pkwy, frisco, Texas 75034",(972) 370-3650,,Envision Architects + Planners,"14001 Dallas Parkway #225, Dallas, Texas 75254",(214) 529-0653,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020750
ARKA Montessori Academy - Lavon,TABS2024020740,ARKA Montessori Academy,"N State Highway 78 @ Burnett Drive, Lavon, TX 75166",Collin,10/1/2024,6/30/2025,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",Construction of single-story building with attic storage. Facility will be used for childcare.,"12,000 ft 2","ARKA Lavon Investments, LLC","8619 Lohr Valley Road, Irving, Texas 75063",(972) 971-8857,,Rashmi C Incorporated,"4117 Old Pleasant Ridge Road, Arlington, Texas 76016",(817) 891-7918,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020740
Papa Johns,TABS2024020725,Celina Station Retails,"605 South Preston Road Suite 120, Celina, TX 75009",Collin,7/15/2024,9/15/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",1st time interior alteration of tenant space in multi-tenant building,"1,224 ft 2",Jordan Realty Advisors,"16475 Dallas Parkway Suite 540, Addison, Texas 75001",(972) 231-8600,"PJ Hood, Inc","GPN Architecture, Inc","399 Lucerne Drive, Spartanburg, South Carolina 29302",(864) 814-7473,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020725
KING DONUT,TABS2024020711,ST. PAUL RETAIL,"3839 PARKER RD. #102A, Wylie, TX 75098",Collin,7/15/2024,11/21/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT FOR DONUT SHOP,"1,185 ft 2",CLAY SPICER,"4210 RIDGE ROAD #201, HEATH, Texas 75032",(214) 293-7762,JESSICA KAKNIKTEAM,"JAX DESIGN STUDIO, LLC","1522 TURNING LEAF LANE, GARLAND, Texas 75040",214-477-4112,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020711
Walmart #1250 - Celina,TABS2024020689,Walmart,"NWC SH289 and W Outer Loop, Celina, TX 75009",Collin,8/19/2024,7/2/2025,"$16,000,000",New Construction,"This project is privately funded, on private land for private use.","197,965sf single story mixed-use space including retail and grocery sales, food preparation, vehicle repair, and tire sales as well as accessory 10-stack fuel under 6,314sf canopy and 1,440sf single story Fuel Station.","198,368 ft 2",Walmart Real Estate Business Trust,"PO Box 8050 MS 0555, Bentonville, Arkansas 72712",(479) 360-3982,,Core States Group,"111 3rd Ave S., Minneapolis, Minnesota 55401",(612) 547-1338,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020689
Bank of America - Restroom Upgrade,TABS2024020685,Bank of America - Plano Campus,"7105 Corporate Drive, Plano, TX 75024",Collin,8/1/2024,3/1/2025,"$6,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Upgrading Restrooms and replacing existing fixtures - No change in Fixture count,"16,400 ft 2",Bank of America,"7105 Corporate Drive, Plano, Texas 75024",(469) 818-9287,,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020685
