project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Whole Foods Market Canopy,TABS2025017576,Whole Foods Market,"2201 Preston Rd # C, Plano, TX 75093",Collin,5/19/2025,7/7/2025,"$480,000",New Construction,"This project is privately funded, on private land for private use.","Installation of exterior canopy for drive-up order pick-up, parking lot re-striping, stall parking lot signage","2,500 ft 2","Preston Park Partners, Ltd. by its General Manager, ParkPointe, Inc.","2001 Preston Road, Plano, Texas 75093",(214) 392-1702,Matthew Thornhill,"BRR Architecture, Inc.","8131 Metcalf Ave., Ste. 300, Overland Park, Kansas 66204",(913) 262-9095,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017576
Bodybar,TABS2025017514,Allen Center North,"596 E Stacy Rd Suite 1150, Allen, TX 75002",Collin,7/15/2025,10/15/2025,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish-out shell retail space, consisting of studio, restrooms and a storage utility room, no exterior scope","2,000 ft 2","596 STACY Investments, LLC","118 Vintage Park Blvd. Suite W451, Houston, Texas 77070",(832) 729-8191,Jennifer Parker,Apogee,"16775 Addison Road Suite 350, Addison, Texas 75001",972-830-2213,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017514
Trinity Falls Business Park,TABS2025017487,Trinity Falls Business Park,"7532 Co.Rd. 202, Mckinney, TX 75071",Collin,8/15/2025,4/1/2026,"$3,950,000",New Construction,"This project is privately funded, on private land for private use.",Proposed business park located in Collin County Texas,"67,990 ft 2",TFBP Investors LLC,"516 West Shore Drive, Richardson, Texas 75080",(214) 263-2088,,m3 studio pllc,"3880 Hulen Street, Suite 630, Fort Worth, Texas 76107",817.733.3513,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017487
Slyde's Car Wash,TABS2025017464,Slyde's Car Wash,"1326 W Mcdermott Ave., Allen, TX 75013",Collin,5/1/2025,5/1/2026,"$3,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A remodel project,"6,113 ft 2",BYM Investments LLC,"6105 Southbridge Pkwy, Parker, Texas 75002",(972) 697-8788,,A Plus Design Group,"2653 Sagebrush Dr. #200, Flower Mound, Texas 75028",972-724-4440,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017464
Allen Premium Outlets EV Charging,TABS2025017285,Allen Premium Outlets,"820 W Stacy Rd, Allen, TX 75013",Collin,6/2/2025,8/29/2025,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The project consists of the removal of 8 existing parking stalls for the construction of 6 new EV charging stalls. Proposed construction will include installation of 6 EV chargers, 3 power units, 1 transformer and 1 switchboard, foundations for each.","2,700 ft 2",Allen Premium Outlets LP,"820 W Stacy Rd, Allen, Texas 75013",(317) 636-1600,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017285
Plano Commons Pad,TABS2025017263,Plano Commons Pad,"Lot 6 Block 3, Plano, TX 75074",Collin,8/15/2025,2/15/2026,"$950,000",New Construction,"This project is privately funded, on private land for private use.",New Retail Shell Building,"6,625 ft 2",Stonewood Investments,"18484 Preston Rd suite 208, Dallas, Texas 75252",(972) 758-9800,,NCA Partners,"5646 Milton St Suite 610, Dallas, Texas 75206",(214) 361-9901,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017263
Ramble Amenity,TABS2025017243,Ramble Amenity,"N. Preston Road and Ramble Way, Celina, TX 75009",Collin,12/1/2025,12/1/2026,"$6,104,496",New Construction,"This project is privately funded, on private land for private use.","Amenity center including on-grade Clubroom Building (3,584SF), Clubroom Building Covered Patio (391SF), Fitness Center Building (3,556SF), Fitness Center Covered Patio (391SF), Pool Rest. & Pool Eqp. Room (931SF), Covered Walkway/Dog Run (1,725SF)","10,578 ft 2",Hillwood Communities,"3000 Turtle Creek Blvd, Dallas, Texas 75207",972.201.2934,,Robert Hidey Architects,"3337 Michelson Drive, Suite 170, Irvine, California 92612",949.655.1550,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017243
CHST MCP ITU Transition,TABS2025017232,Children's Medical Center Plano,"7601 Preston Rd, Plano, TX 75024",Collin,5/12/2025,7/4/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The scope of work consists of a renovation to provide a handwash sink, electrical and data outlets, nurse call stations, and upgrade finishes.",695 ft 2,Children's Health System of Texas,"1935 Medical District Drive, Dallas, Texas 75235",(214) 456-1932,,GUIDE Architecture,"1108 Quaker Street Suite 130, Dallas, Texas 75207",(214) 960-9773,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017232
CHS Agricultural Science Facility,TABS2025017224,Agricultural Science Facility,"440 N Farm To Market 1138, Nevada, TX 75173",Collin,6/1/2025,2/15/2026,"$8,900,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","1 Story Agricultural Facility, a Pre-Engineered Metal building structure housing, Hogs, Goats, Lambs, Arena with area 23,073 SF and another housing Chicken and Rabbits with 2,139 SF located in Nevada, TX. ","23,073 ft 2",Community Independent School District,"611 North FM 1138, Nevada, Texas 75173",(972) 843-6000,,"WRA Architects, Inc.","6000 Headquarters, Suite 600, Plano, Texas 75024",(214) 764-6996,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017224
LORD RUSH COLLECTABLES,TABS2025017165,FRISCO MAIN SHOPPING CENTER,"8700 MAIN ST, Frisco, TX 75033",Collin,5/1/2025,7/1/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,000 ft 2",KELLY FAMILY TRUST,"4833 BRYANT IRVIN COURT, FORT WORTH, Texas 76107",(817) 335-3223,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017165
