project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Dwell Design Studio Office Updates,TABS2026025048,The Shops at Legacy,"7161 Bishop Rd.Suite 200, Plano, TX 75024",Collin,8/3/2026,9/14/2026,"$105,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation work to kitchen and work area to an existing interior office finish out.,"3,500 ft 2","Shops at Legacy Town Center (KRG), LLC","PO BOX 9273, Oak Brook, Illinois 60522",(214) 545-3059,Brian Till,Dwell Design Studio,"5801 Tennyson Pkwy Suite 350, Plano, Texas 75024",(678) 620-8386,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025048
Illuminate Dental Studio and Star City Orthodontics,TABS2026025043,Illuminate Dental Studio and Star City Orthodontics,"1821 Community Avenue, Mckinney, TX 75071",Collin,7/15/2026,11/15/2026,"$770,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","4,758 sq. ft. renovation ","4,758 ft 2",Mohammed Younus,"3705 Hackberry Lane, Richardson, Texas 75082",214-762-0246,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025043
Alphalete,TABS2026025007,Legacy VI,"5217 Tennyson Pkwy, Suite 100, Plano, TX 75024",Collin,7/20/2026,9/30/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of an existing shell building, total square footage is 8,390 SF.","8,390 ft 2",JMCR Legacy LLC,"4550 Travis Street Suite 250, Dallas, Texas 75205",(214) 740-3498,,O'Brien Architects,"1722 Routh Street Suite 122, Dallas, Texas 75201",(972) 788-1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025007
"Mavis Tires and Brakes #2413 Plano (Coit), TX",TABS2026024989,Mavis Tires and Brakes,"State Hwy 121, Plano, TX 75024",Collin,9/14/2026,3/15/2027,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a 6984SF one-story motor vehicle repair facility. ,"6,984 ft 2",Coit Market Place LP,"7001 Preston Road, Suite 410, Dallas, Texas 75205",214-533-5225,Kristen Morse,"RDC-S111, Inc.","20365 Exchange Street, Suite 220, Ashburn, Virginia 20147",479-202-6137,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024989
CMCP Outpatient Lab,TABS2026024983,Children's Medical Center Plano,"7601 Preston Rd, Plano, TX 75024",Collin,7/13/2026,10/31/2026,"$431,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The project scope is equipment installation within existing exam rooms and support spaces, changing the use to an outpatient lab, and includes installing specimen pass-thrus at patient toilets and demolition of casework at a new pneumatic tube.","4,500 ft 2",CHILDRENS MEDICAL CTR LEGACY,"1935 MEDICAL DISTRICT DR, DALLAS, Texas 75235",214-456-4071,,Guide Architecture,"1108 Quaker St Suite 130, Dallas, Texas 75207",214.960.9773,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024983
First Chinese Baptist Church Dallas,TABS2026024967,First Chinese Baptist Church Dallas,"17817 Hillcrest Road, Dallas, TX 75252",Collin,8/3/2026,10/31/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of existing gymnasium for worship, adding a stage area, new flooring, lighting upgrade, and sound booth.","6,400 ft 2",First Chinese Baptist Church Dallas,"17817 Hillcrest Rd, Dallas, Texas 75252",(972) 931-5500,,KMT Architects,"17000 Preston Rd., Suite 300, Dallas, Texas 75248",(972) 992-3950,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024967
"Fifth Third Bank - Lucas, TX - New Build",TABS2026024952,Fifth Third Bank,"8405 E Parker Rd., Lucas, TX 75098",Collin,1/1/2027,10/7/2027,"$3,750,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a new single-story, freestanding 2400 SF Fifth Third Bank with a structural steel frame measuring.  The development includes drive-through banking service and enclosed trash facility","2,400 ft 2",Lucas Retail Partners Ltd,"4020 Maple Ave. #475, Dallas, Texas 75219",(214) 532-1976,Tonya Smith,"ms consultants, inc","2221 Schrock Rd., Columbus, Ohio 43229",(941) 539-4240,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024952
WALMART 206 Dunkin,TABS2026024943,WALMART 0206-1020,"2041 N Redbud Blvd, Mckinney, TX 75069, Mckinney, TX 75069",Collin,8/30/2026,11/6/2026,"$258,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Adding  Dunkin Donut in unused tenant space ,"2,100 ft 2",WALMART REAL ESTATE BUS TRST,"MS0555 PO BOX 8050, BENTONVILLE, Arkansas 72712",(479) 273-4000,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024943
Serenity Phase 1,TABS2026024934,Serenity Phase 1,"613 Tangerine Terrace Trail, Princeton, TX 75407",Collin,7/20/2026,8/24/2026,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",Sidewalk / Trails,"17,600 ft 2",Jen Holdco 24 LLC,"680 5th Ave FL 25, New York, New York 10019",(214) 577-1056,,Kimley-Horn,"680 5th Ave FL 25, New York, New York 75160",(817) 455-7315,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024934
Care Now Urgent Care - Willow Bend,TABS2026024925,1925 Dallas Parkway,"1925 Dallas Parkway, Plano, TX 75093",Collin,8/17/2026,10/30/2026,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of existing building for a medical clinic. ,"4,387 ft 2","TCG-Tollpark Investors, LLC","12720 Hillcrest Road, Suite 650, Dallas, Texas 75230",(214) 365-4647,Vickie Johnson,Polkinghorn Group Architects,"925 S. Capital of Texas Highway Building A, Suite 200, Austin, Texas 78746",(512) 327-4404,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024925
Princeton Town Center Lot 15 HomeGoods,TABS2026024887,HomeGoods,"1000 W. Princeton Drive, Princeton, TX 75407",Collin,2/1/2027,10/31/2027,"$1,938,480",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant upfit of a vacant space into a HomeGoods store,"24,231 ft 2",Trination Global Investments P67 Partnership,"1205 Erie Street, Carrollton, Texas 75006",(469) 879-2421,Joseph Levings,Onyx Creative,"25001 Emery Road, Suite 400, Cleveland, Ohio 44128",(216) 223-3200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024887
Princeton Town Center Lot 15 TJ Maxx,TABS2026024879,TJ Maxx,"1000 W. Princeton Drive, Princeton, TX 75407",Collin,2/1/2027,10/31/2027,"$2,022,240",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant upfit of a vacant space into a TJ Maxx Store,"25,278 ft 2",Trination Global Investments P67 Partnership,"1205 Erie Street, Carrollton, Texas 75006",(469) 879-2421,Joseph Levings,Onyx Creative,"25001 Emery Road, Suite 400, Cleveland, Ohio 44128",(216) 223-3200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024879
Dance Studio Alteration,TABS2026024811,Allen Civic Ballet,"503 W McDermott, suite 100, Allen, TX 75013",Collin,8/1/2026,10/31/2026,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Building of 2 dance studios and a storage area.,"3,349 ft 2",2Gex Investments. LLC,"5433 Longview St., Dallas, Texas 75206",(214) 554-1152,Stefanie Best,"1 Common Ground, LLC","3416 Singletree Trail, Plano, Texas 75023",(817) 913-5143,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024811
New Training Center (&Maintenance Barn Addition and Renovation,TABS2026024793,Sherrill Park Golf Course,"2001 E Lookout Drive, Richardson, TX 75082",Collin,8/24/2026,2/12/2027,"$5,100,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","3000 SF PEMB new Golf Training Center on the Sherrill Park Golf Course, with (3) indoor hitting bays and support spaces including a converence room and club fitting room. New Training Center adjacent to existing Maintenance Barn & Addition.","3,000 ft 2",City of Richardson,"2360 Campbell Creek Blvd Suite 525, Richardson, Texas 75082",(972) 744-4269,,Randall Scott Architects,"4975 Preston Park Blvd Suite 620, Plano, Texas 75093",972-664-9100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024793
Maintenance Barn Addition and Renovation (& New Training Center),TABS2026024790,Sherrill Park Golf Course,"2001 E Lookout Drive, Richardson, TX 75082",Collin,8/24/2026,2/17/2027,"$5,100,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation to existing 4,060SF (PEMB) Maintenance Barn and the addition of a new 2,762 SF Pre engineered Metal Building (PEMB) to existing building, to support the overall golf course, maintenance operations & adjacent Training Center","6,822 ft 2",City of Richardson,"2360 Campbell Creek Blvd Suite 525, Richardson, Texas 75082",(972) 744-4269,,Randall Scott Architects,"4975 Preston Park Blvd Suite 620, Plano, Texas 75093",972-664-9100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024790
Peak Physical Therapy - Lavon,TABS2026024768,Laon Retail Plaza,"845 S State Hwy 78 Ste 170, Lavon, TX 75166",Collin,7/20/2026,9/18/2026,"$193,220",Renovation/Alteration,"This project is privately funded, on private land for private use.","This project is the tenant buildout of a 1824 SF ground level suite in an existing tenant building. Intended use is for outpatient physical therapy. No change in egress, occupancy or structure are anticipated in this scope of work. ","1,824 ft 2",FM 78 & 205 Retail Development LLP,"3381 Berkwood Place, Frisco, Texas 75034",(469) 714-5160,"Upstream Growth Partners, LLC dba Peak PT",H2A Architecture & Design,"2475 Northwinds Parkway Ste 200, Alpharetta, Georgia 30009",(404) 683-1156,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024768
Brooks Brothers,TABS2026024752,Shops at Legacy,"5760 Legacy Dr., Suite B2, Suite SR09, Plano, TX 75024",Collin,8/21/2026,11/6/2026,"$692,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior alteration of a existing tenant space in a 1 story, sprinklered, multi-tenant structure to house retail occupancy.","4,522 ft 2",The Shops at Legacy (KRG) LLC,"30 South Meridian Street, Suite 1100, Indianapolis, Indiana 46204",(214) 545-3059,Kimberly Jacob,LGA Partners,"444 Liberty Ave., Suite 1500, Pittsburgh, Pennsylvania 15222",(412) 528-4290,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024752
Sushi Sakana Prosper,TABS2026024748,Sushi Sakana,"1140 S Preston Rd Suite 30, Prosper, TX 75078",Collin,9/1/2026,12/1/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel by new tenants,"3,563 ft 2",James Park,"1140 S Preston Road Suite 30, Prosper, Texas 75078",(214) 557-5817,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024748
