project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
CCC CHESS CLUB FRISCO,TABS2026019203,CCC CHESS CLUB FRISCO,"10050 COIT RD, Frisco, TX 75050",Collin,9/1/2026,9/1/2027,"$160,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,578 ft 2",KMPS DEVELOPMENT LLC,"920 OLD STAY RD, FAIRVIEW, Texas 75069",(515) 508-1137,SURESH SURULIRAJ,BEAR DESIGN BUILD,"4100 SPRING VALLEY RD #STE. 430, DALLAS, Texas 75244",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019203
Lavon Retail,TABS2026019193,Lake Breeze,"616 Cedar Street, Lavon, TX 75166",Collin,9/1/2026,6/30/2027,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Construction of single-story shell retail building. ,"10,490 ft 2","RAN UNITED, LLC","3784 Washington Dr, Frisco, Texas 75034",(214) 682-3837,,Studio HMA,"411 Lexington Ln, Richarsdon, Texas 75080",(469) 463-4845,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019193
John Flavel Greer Park,TABS2026019176,John Favel Greer Park,"Rosemond Parkway & Mossy Lk Ln, Anna, TX 75409",Collin,11/29/2024,3/30/2026,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.","New park including trails, playground, dog park, seating areas, and open play space.","863,392 ft 2",City Of Anna,"120 W 7th St, Anna, Texas 75409",(214) 831-5306,,JBI Partners Inc.,"2121 Midway Road, Suite 300, Carrollton, Texas 75006",972-738-0224,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019176
CSI Pharmacy,TABS2026019142,The Campus at Legacy,"5340 Legacy Drive - Bldg.3 Suite 115, Plano, TX 75024",Collin,5/8/2026,8/31/2026,"$650,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing occupied tenant lease space. Add break room island, add coffee/copy area. Exterior accessible route not in scope of work.","42,809 ft 2","TCAL Property Owner, LLC","2121 N. Pearl St. Suite 900, Dallas, Texas 75201",972-473-2525,,Entos Design,"5400 LBJ FREEWAY Suite 125, DALLAS, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019142
Shops at Prosper Frontier,TABS2026019124,Building #7 (east) and Building #8 (west),"SEC Frontier Pkwy & 289/Preston Rd, Prosper, TX 75078",Collin,7/1/2026,12/1/2026,"$5,400,000",New Construction,"This project is privately funded, on private land for private use.","2 shell retail buildings, Bldg 7 (east) is approx. 17,000sf, Bldg 8 (west) is approx 15,000sf (32,000 total sq ft)","32,000 ft 2",Victory at Frontier LLC & Roc-a-Fella LLC,"600 S Sherman St, ste 108, Richardson, Texas 75081",972-707-9555,,Ebarb + Guest Architecture,"3309 Elm St, #102-241, Dallas, Texas 75226",214-301-3531,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019124
Pavillion II WIC MRI,TABS2026019121,Pavillion II,"4716 Alliance Blvd, Plano, TX 75093",Collin,6/1/2026,12/1/2026,"$2,560,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing Women's Imaging Center accommodating a new MRI and associated safety zoning. ,"1,350 ft 2",Baylor Regional Medical Center at Plano,"301 N. Washington Ave, Dallas, Texas 75246",214-820-8521,,Stantec Architecture Inc,"1800 Main Street, Suite 123, Dallas, Texas 75201",(214) 522-3900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019121
Celina Gateway Lot 6,TABS2026019112,Celina Gateway Lot 6 - Graff Celina Retail,"NEC of S. Preston & E. Frontier Pkwy, Celina, TX 75009",Collin,6/1/2026,9/30/2026,"$1,800,000",New Construction,"This project is privately funded, on private land for private use.","New development consisting of one (1) stand-lone 9,561 SFrestaurant/retail multi-tenant building.","9,561 ft 2","Remington Preston, LLC (registered w/ TX)","3311 Oak Lawn Avenue, Dallas, Texas 75219",214-951-7434,,O'Brien Architects,"1722 Routh Street Suite 122, Dallas, Texas 75201",972-788-1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019112
CONNECT CHURCH PLANO,TABS2026019093,CONNECT CHURCH PLANO,"2200 LOS RIOS BLVD #STE. 110, Plano, TX 75074",Collin,9/1/2026,6/1/2027,"$550,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"5,500 ft 2",PARK BLVD CENTER LTD,"5093 PARKWAY, CALABASAS, California 91302",214-808-2135,,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",469-682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019093
UTD Sci- Dr. Liu Lab,TABS2026019081,UTD Science Building,"17787 Waterview Pkwy., Dallas, TX 75252",Collin,6/30/2026,12/15/2026,"$850,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Lab renovation in the basement of an existing building. Scope requires minimal demolition, casework, and MEP systems. ","2,100 ft 2",University of Texas Dallas,"800 Campbell Road, Richardson, Texas 75080",(972) 883-2478,,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",214-473-2576,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019081
Blackfish,TABS2026019075,Parkway Centre III,"2745 Dallas Parkway Suite 405, Plano, TX 75093",Collin,5/5/2026,7/28/2026,"$157,035",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise building,"2,056 ft 2","Parkway Centre II & III, LLC","2805 Dallas Parkway Suite 620, Plano, Texas 75093",(214) 725-1748,,Go Studio,"1201 Main St Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019075
