project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Thesis Pharmacy,TABS2026016159,Thesis Pharmacy,"3033 W. Parker Road, Suite 100, Plano, TX 75023",Collin,4/30/2026,7/10/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovate existing tenant improvement.,"4,104 ft 2","Plano 99, LLC","3033 W. Parker Road, Suite 100, Plano, Texas 75023",(469) 217-3001,Thesis Pharmacy,Meinhardt & Associates Architects PLLC,"14643 Dallas Parkway 636, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016159
Vector Power,TABS2026016154,R&D Legacy Phase III,"5212 Tennyson Suite 100, Plano, TX 75024",Collin,4/15/2026,8/15/2026,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior expansion of an exiting tenant, interior finish out including HVAC, electrical, and plumbing.","23,459 ft 2","B.H. 6400-6700 PINECREST DRIVE, LLC","C/O B.H. PROPERTIES 11111 Santa Monica Blvd Suite 600, Los Angeles, California 90025",(972) 472-4340,Maria Beisert,idGROUP,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016154
OFFICES AT MELISSA CENTRAL B1,TABS2026016150,OFFICES AT MELISSA CENTRAL,"200 OLIVER DR. BLDG 1, Melissa, TX 75454",Collin,6/1/2026,12/1/2026,"$400,000",New Construction,"This project is privately funded, on private land for private use.",GROUND UP SHELL ,"6,444 ft 2","CLG - MELISSA 1, LLC","8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016150
Anna Buzz Center,TABS2026016135,Anna Buzz Center,"1005 South Powell Parkway, Anna, TX 75409",Collin,6/15/2026,6/15/2027,"$2,600,000",New Construction,"This project is privately funded, on private land for private use.",13847 sq. ft. Retail Project,"13,847 ft 2",Asish Baidya,"1005 South Powell Parkway, Anna, Texas 75049",(214) 499-2173,,"FK + Architect, LLC","400 Chisholm Place, Suite 310, Plano, Texas 75075",(469) 258-9322,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016135
Walter Balido and Crain - Suite 1400,TABS2026016125,Meadow Park Tower,"10440 North Central Expressway Suite 1400, Dallas, TX 75231",Collin,4/15/2026,7/31/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Renovation,"5,590 ft 2","Bradford MPT Partners, LLC","10440 N Central Expy Suite 1150, Dallas, Texas 75231",(972) 766-7000,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016125
Costco Allen TX Recycle Bin Walls,TABS2026016101,Costco Wholesale,"1067 State Hwy 121, Allen, TX 75013",Collin,5/1/2026,5/31/2026,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","135 sf, installation of masonry recycle bin enclosure and gate",135 ft 2,Costco Wholesale,"730 Lake Drive, Issaquah, Washington 98027",425.313.8100,,MG2 Architecture Corporation,"1101 Second Ave, Ste 100, Seattle, Washington 98101",206.962.6592,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016101
Kimberlea Addition Water Rehabilitaion,TABS2026016090,N/A,"Parker Road st Coit Road, Plano, TX 75023",Collin,8/1/2026,2/1/2028,"$216,340",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",The project includes reconstruction of 67 barrier free ramps and 404 square yards of sidewalk replacement.,"2,010 ft 2",City of Plano,"1520 K Avenue, 2nd Floor, Suite 250, Plano, Texas 75074",(972) 741-5249,,"Kimley-Horn and Associates, Inc.","13455 Noel Road, Two Galleria Office Tower,Ste 700, Dallas, Texas 75240",(214) 420-5651,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016090
CobbFendley Dallas,TABS2026016076,Granite Park 2,"5800 Granite Parkway, Floor 10, Plano, TX 75024",Collin,3/13/2026,9/30/2026,"$950,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","21,000SF, interior finish renovation","21,000 ft 2",Granite Park NM/GP II LP,"5601 Granite Pkwy, Suite 1200, Plano, Texas 75024",(972) 731 2308,,Kirksey Architecture,"143 Manufacturing Street, Dallas, Texas 75207",214.522.1100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016076
State Bank of India,TABS2026016073,Building D1,"10402 Coit Road Suite 400, Frisco, TX 75035",Collin,5/1/2026,9/1/2026,"$560,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","2507 SF Interior tenant improvement, non structural partitions, lighting, power and plumbing","2,507 ft 2","Srinivasulu Mupparaju    Suniksha Lexington, LP","10030 Coit Road, Suite 100, Frisco, Texas 75035",214-997-0567,Jay Patel,Klawiter Group,"626 Wilshire Blvd Suite 555, Los Angeles, California 90017",310-993-6644,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016073
Sleek Creperie & Cafe,TABS2026016049,Beacon Sq Retail #2,"521 Coit Rd Suite 140, Plano, TX 75075",Collin,4/6/2026,8/10/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Construction of first-generation restaurant for the preparation and consumption of food in an existing shell building. ,"1,788 ft 2","EPC-C190R2, LLC","1722 Routh St, Dallas, Texas 75201",(214) 270-1000,Shawn - OFC Group LLC,Studio HMA,"411 Lexington Ln, Richarsdon, Texas 75080",(469) 463-4845,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016049
Prosper Smile Expansion,TABS2026016044,Prosper Smile Studio,"900 S Preston Rd #70, Prosper, TX 75078",Collin,4/1/2026,9/16/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior tenant improvement for an expansion of an existing dental office by renovation of the adjacent 1600 sf suite,"1,600 ft 2","GOP #2, LLC","1 Cowboys Way, Frisco, Texas 75034",(972) 867-1886,,"Markham Design Studio, LLC","2101 Camden, Mckinney, Texas 75070",318-583-0129,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016044
Visit McKinney interior renovation,TABS2026016009,McKinney Convention and Visitors Bureau,"200 W. Virginia Street McKinney, Mckinney, TX 75069",Collin,4/30/2026,6/30/2026,"$150,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior renovation of the office space to accommodate new office layout and a new conference room. Kitchenette and restrooms not in scope of work. ,"2,497 ft 2","TMJ Properties, Inc","1650 w. virginia, suite 102, McKinney, Texas 75069",(972) 977-5389,Aaron Werner,CONDUIT Architecture and Design,"711 N Tennessee St, McKinney, Texas 75069",(972) 302-9747,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016009
Bright Blooms Montessori,TABS2026016008,Bright Blooms Montessori,"2052 FM 75, Princeton, TX 75407",Collin,4/15/2026,5/1/2027,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.",New one-story Montessori School,"13,240 ft 2",S&M Investment Partners,"3396 Country Glen Trails, Frisco, Texas 75034",(469) 714-5160,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016008
UTD - Housing Site Work Improvements,TABS2026015994,"Andromeda, Helix, Sirius, and University Village","800 West Campbell Rd., Richardson, TX 75080",Collin,5/1/2026,6/1/2026,"$550,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Removal & replacement of existing fire lane; various sidewalks for pedestrian connectivity throughout different housing areas on campus (approx. 12,000 SF)","12,000 ft 2",University of Texas at Dallas (UTD),"800 West Campbell Rd., Richardson, Texas 75080",972-883-2549,,"Heilbrun Koch, LLC","7150 Skillman St. Suite 160, Unit 321, Dallas, Texas 75231",214-663-2054,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015994
FS8 PILATES FINISH OUT,TABS2026015987,RETAIL BUILDING,"3625 W. UNIVERSITY, SUITE 100, Mckinney, TX 75071",Collin,4/13/2026,5/29/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Update ceilings, flooring, lighting in the fitness studio, and add a sauna and a wall to create a semi-enclosed changing area.","3,130 ft 2",LMOT MCKINNEY 380 TOWN CENTER LLC,"509 N US HIGHWAY 69, Leonard, Texas 75452",469-796-5081,,"OMUS Architecture, llc","PO Box 200511, Arlington, Texas 76006",915-540-9189,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015987
Hall Park B3,TABS2026015981,Hall Park B3 Multifamily,"2600 Network Blvd., Frisco, TX 75034",Collin,5/18/2026,1/18/2028,"$22,800,000",New Construction,"This project is privately funded, on private land for private use.","191,096 SF multifamily facility above two-story parking garage","191,096 ft 2","Hall Office Portfolio DB, LLC","2323 Ross Avenue Suite 200, Dallas, Texas 75201",214-269-9545,,Architecture Demarest,"2320 Valdina Street Studio B, Dallas, Texas 75207",214-748-6655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015981
ATI Physical Therapy - Celina,TABS2026015975,The Crossing at Moore Farm,"305 Ownsby Pkwy Suite 105, Celina, TX 75009",Collin,8/2/2026,10/5/2026,"$430,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant improvement of a 4,059 sqft. suite within a newly constructed retail shell building. Work includes interior partitions lighting/electrical work plumbing including new restrooms. HVAC/ Mechanical work and finishes. No exterior scope of","4,059 ft 2",Celina East R-MF LLC,"1110 Cowan Road, Celina, Texas 75009",(682) 207-8464,Louis Morello,MBH Architects,"1708 Wynkoop St, Denver, Colorado 80202",(805) 551-2963,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015975
Sally Beauty #3315,TABS2026015942,Cameron Crossing,"1751 N Central Expressway Suite #100, Mckinney, TX 75070",Collin,5/4/2026,6/26/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Complete Remodel of Existing Space, 2,656 square feet","2,656 ft 2","CPC Cameron, LLC","3340 Peachtree Road Suite 1660, Atlanta, Georgia 30326",678.617.3603,Jodi Lindsley,Arcadis Inc,"300 S Pearl Expressway Suite #650, Dallas, Texas 75201",214-468-7790,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015942
Jimmy John's - Prosper,TABS2026015887,THE GATES OF PROSPER SHOPPING CENTER,"480 S Preston Road, Prosper, TX 75078",Collin,4/15/2026,6/15/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation,"1,300 ft 2",183 LAND CORPORATION INC,"ONE COWBOYS WAY, Frisco, Texas 75034",(972) 497-4854,Christopher Roach,"Peter S Macrae, AIA","74 ORCHARD DRIVE, WORTHINGTON, Ohio 43085",(614) 205-6805,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015887
