project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
MIYAKO MODEL ROOM,TABS2025007100,MIYAKO HYBRID HOTEL,"6501 Legacy Dr., Plano, TX 75204",Collin,12/31/2024,6/30/2025,"$375,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Temporary hotel guestroom mock-up for review and approval prior to actual hotel build at different location. No sleeping, rental or permanent occupancy. This will be exclusively used for mktg of future hotel only. No new plumbing service connections.","1,750 ft 2","Granite Properties, Inc. a Delaware Corporation","5601 Granite Parkway, Suite 1200 Suite 3000, Plano, Texas 75204",972-731-2367,Ryo Yamada,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",214-273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007100
Charter Communications Frisco Reovations,TABS2025007035,Duke Bridges I,"7624 Warren Parkway, Frisco, TX 75034",Collin,1/20/2025,4/30/2025,"$571,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Demolition and renovation on levels two (2) and three (3) of an existing three (3) story office building.,"57,726 ft 2","Galaxy Properties I, LP","700 Dresher Road, Horsham, Pennsylvania 19044",(469) 499-0115,Chistopher White,Bryant Flink Architecture and Design,"2700 S. Broadway Suite 303, Englewood, Colorado 80113",(303) 209-0073,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007035
BSW Women's Imaging,TABS2025006987,1410 Renner,"1410 Renner Rd Suite 270, Richardson, TX 75082",Collin,1/6/2025,4/30/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",This project is a 7400 sqf tenant finish out in an medical office building in Richardson Texas. The clinic is to be a women's imaging clinic. ,"7,400 ft 2",BH Properties,"2701 Dallas Parkway Suite 350, Plano, Texas 75093",(972) 233-8265,Lisa Cantrell,GUIDE Architecture,"1108 Quaker St. Suite 130, Dallas, Texas 75207",214.960.9773,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006987
Jezercak Hair Salon #2 LLC,TABS2025006973,Parkway Plaza,"3115 W Parker Rd Suite 120, Plano, TX 75203",Collin,12/16/2024,1/31/2025,"$95,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of current suite to a hair salon.,"1,684 ft 2",Trinity Interests,"12740 Hillcrest Rd suite 101, Dallas, Texas 75230",(972) 503-9444,Bernie Jezercak,Pnima Total Design Group,"4593 Cape Charles Dr, Plano, Texas 75024",214-497-8426,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006973
Heart Place Plano Imaging Clinic,TABS2025006919,Park Ventura Office Center,"5085 West Park Blvd., Suite 160, Plano, TX 75093",Collin,12/4/2024,12/4/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation and added a PET machine with controls, and an exam. Scope includes revised door location, walls, flooring, mechanical and electrical.",860 ft 2,"ESJ Renaissance OB Park Ventura, LLC","19950 West Country Club Drive, #800, Aventura, Florida 33180",786-294-6271,Rodney Jennings,Corgan,"401 North Houston Street, Dallas, Texas 75202",214-977-3540,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006919
Paradise Suites Salon,TABS2025006911,Paradise Suites salon,"1205 W McDermott Dr #120, Allen, TX 75013",Collin,11/21/2024,12/23/2024,"$200,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Finish out of existing space for private salon suites,"6,000 ft 2",Bishoy Zaher,"8104 White Stallion Trl, Mckinney, Texas 75070",(972) 322-8999,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006911
AT&T McKinney,TABS2025006903,8701 University,"8701 University Dr Suite 405, Mckinney, TX 75071",Collin,1/20/2025,5/2/2025,"$164,808",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish-out of existing retail center,"1,750 ft 2",ENTERTAINMENT PROPERTIES 360 LLC,"4514 COLE AVE SUITE 815, Dallas, Texas 75205",(214) 750-7688,,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006903
HEY DUDE,TABS2025006896,ALLEN PREMIUM OUTLETS,"820 STACY RD STE 424, Allen, TX 75013",Collin,1/13/2025,3/10/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","NEW FLOORING, NEW FIXTURE PACKAGE, NEW LIGHTING PACKAGE, PAINT INTERIOR OF THE STORE. TOTAL SQ FT 2,469","2,469 ft 2",ALLEN PREMIUM OUTLETS,"820 WEST STACY ROAD STE 163, ALLEN, Texas 75013",(972) 678-7001,KEITH SHEA,SARGENTI ARCHITECTS,"461 FROM RD SECOND FLOOR, PARAMUS, New Jersey 07652",973-859-9312,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006896
Simon - Allen Premium,TABS2025006881,Allen Premium Outlets,"820 W Tracy RD., Suite #105, Allen, TX 75013",Collin,1/13/2025,2/28/2025,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition of existing 5,510 square foot tenant space for future tenant","5,510 ft 2",Simon Property Group,"60 Columbia Road, Bldg. B, 3rd Floor, Morristown, New Jersey 07960",(972) 364-6552,,Sargenti Architects,"234 E. Colorado BLVD Suite 850, Pasadena, California 91101",(551) 294-5103,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006881
Ace Pickleball Club Frisco,TABS2025006826,Painted Tree Marketplace,"2930 Preston Road Suite 600, Frisco, TX 75034",Collin,1/30/2025,4/30/2025,"$749,760",Renovation/Alteration,"This project is privately funded, on private land for private use.",Convert the existing vacant retail space into an indoor pickleball facility,"32,000 ft 2","Swing Wise Sports Enterprises, LLC","11201 Paisano Rd Apt 5202, Fort Worth, Texas 75034",(956) 285-5292,,Red Architecture,"589 W. Nationwide Blvd Suite B, Columbus, Ohio 43215",(614) 487-8770,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006826
Proxy Clean,TABS2025006795,Building A,"1901 FM 546 Suite 210, Mckinney, TX 75069",Collin,12/9/2024,3/3/2025,"$498,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TI remodel to provide of 1790 SF of office within lease limits.,"22,049 ft 2",Greystar Development Central LLC - E Las Colinas,"600 E Las Colinas, Irving, Texas 75039",(469) 371-3176,,Meinhardt & Associates Architects P.L.L.C.,"14643 Dallas Parkway Suite 636, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006795
