project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
White Rhino -Allen Tx,TABS2024011785,White Rhino,"2025 West McDermott Drive, Allen, TX 75013",Collin,4/16/2024,10/16/2024,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant finish out ,"3,206 ft 2",Wendys at Allen LLC,"4617 Quiet Circle, Plano, Texas 75024",(972) 870-1288,The Parvin Group -Sara Escamilla,ID Studio4,"6201 Campus Circle Dr E, Irving, Texas 75063, Texas 75063",(469) 579-2227,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011785
BAGDURE,TABS2024011764,ALLEN INTERNAL MEDICINE,"931 SH 121 UNIT 4300, Allen, TX 75013",Collin,3/11/2024,6/3/2024,"$202,830",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR MEDICAL OFFICE,"1,630 ft 2",SATISH BAGDURE,"915 OLIVIA WAY, ALLEN, Texas 75013",(806) 252-1883,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011764
Suite 350 Whitebox,TABS2024011722,Park Ventura-Building C,"5085 West Park Boulevard Suite 350, Plano, TX 75093",Collin,3/4/2024,4/12/2024,"$82,397",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"7,762 ft 2","ESJ Renaissance OB Park Ventura, LLC.","19950 W Country Club Drive Suite 800, Aventura, Florida 33180",(305) 600-5001,,Jones Commercial Interiors,"3900 Willow Street Suite 150, Dallas, Texas 75226",(469) 767-1509,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011722
Suite 150 Whitebox,TABS2024011719,Park Ventura-Building C,"5085 West Park Boulevard Suite 150, Plano, TX 75093",Collin,3/4/2024,4/12/2024,"$62,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"8,846 ft 2","ESJ Renaissance OB Park Ventura, LLC.","19950 W Country Club Drive Suite 800, Aventura, Florida 33180",(305) 600-5001,,Jones Commercial Interiors,"3900 Willow Street Suite 150, Dallas, Texas 75226",(469) 767-1509,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011719
Fields West Building D Garage,TABS2024011716,Building D Garage,"Fields Parkway at Windham Avenue, Frisco, TX 75034",Collin,7/1/2024,6/30/2026,"$13,646,000",New Construction,"This project is privately funded, on private land for private use.",Six-story shared-use parking garage building.,"181,220 ft 2",FW Development LLC,"1900 N. Akard Street, Dallas, Texas 75201",(214) 978-8761,,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011716
Fields West - Building B Garage,TABS2024011713,Building B Garage,"Fields Parkway at Windham Avenue, Frisco, TX 75034",Collin,7/1/2024,6/30/2026,"$23,128,000",New Construction,"This project is privately funded, on private land for private use.",Four-story shared-sue parking garage building.,"342,756 ft 2",FW Development LLC,"1900 N. Akard Street, Dallas, Texas 75201",(214) 978-8761,,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011713
Fields West - Building A Garage,TABS2024011709,Building A Garage,"Fields Parkway at Windham Avenue, Frisco, TX 75034",Collin,7/1/2024,6/30/2026,"$13,880,000",New Construction,"This project is privately funded, on private land for private use.",Three-story shared-use parking garage building.,"194,027 ft 2",FW Development LLC,"1900 N. Akard Street, Dallas, Texas 75201",(214) 978-8761,,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011709
Fields West - Building D Mixed Use,TABS2024011700,Building D Mixed Use,"Fields Parkway at Windham Avenue, Frisco, TX 75034",Collin,7/1/2024,6/30/2026,"$5,725,000",New Construction,"This project is privately funded, on private land for private use.",One-story retail core and shell building.,"27,771 ft 2",FW Development LLC,"1900 N. Akard Street, Dallas, Texas 75201",(214) 978-8761,,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011700
Fields West - Building C Mixed Use,TABS2024011692,Building C Mixed Use,"Fields Parkway at Windham Avenue, Frisco, TX 75034",Collin,7/1/2024,6/30/2026,"$21,645,000",New Construction,"This project is privately funded, on private land for private use.",two-story office over one-story retail core and shell building.,"74,759 ft 2",FW Development LLC,"1900 N. Akard Street, Dallas, Texas 75201",(214) 978-8761,,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011692
Fields West - Building B Mixed Use,TABS2024011690,Building B Mixed Use,"Fields Parkway at Windham Avenue, Frisco, TX 75034",Collin,7/1/2024,6/30/2026,"$11,655,000",New Construction,"This project is privately funded, on private land for private use.",One-story retail core and shell building.,"41,687 ft 2",FW Development LLC,"1900 N Akard Street, Dallas, Texas 75201",(214) 978-8761,,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011690
