project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Green Light Pet Hospital McKinney LLC,TABS2026005433,Victory Shops at Stonebridge III,"1870 N Stonebridge Ste 120, Mckinney, TX 75071",Collin,12/16/2025,6/1/2026,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of an existing day care to vet hospital ,"9,461 ft 2","Victory Shops at Stonebridge III GP, LLC","8001 LBJ Freeway Ste 400, Dallas, Texas 75251",(972) 707-9555,Green Light Pet Hospital McKinney LLC,KO Design Group LLC,"724 Cage St, Houston, Texas 77020",(832) 482-1650,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005433
Prosper Dog Kennels,TABS2026005424,Prosper Dog Kennels,"3577 E. First Street, Prosper, TX 75076",Collin,1/1/2026,6/30/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel,"6,250 ft 2","Prosper Kennels, LLC","3577 E. First Street, Prosper, Texas 75078",(469) 505-1202,,studioMeyer Architects PC,"408 Exposition Avenue, Dallas, Texas 75226",(214) 315-0578,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005424
MINNIE'S FOOD PANTRY,TABS2026005415,MINNIE'S FOOD PANTRY,"651 18TH ST, Plano, TX 75074",Collin,1/12/2026,1/16/2026,"$83,998",Additions to Existing Building,"This project is privately funded, on private land for private use.",Shade structure-59'x18'x12'e Joined Slanted Canti Wing,"1,062 ft 2",MINNIES FOOD PANTRY INC,"671 18TH ST, Plano, Texas 75074",972-528-7165,,USA SHADE,"2580 Esters Blvd #100, DFW Airport, Texas 75261",214-606-7198,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005415
CLUB PILATES,TABS2026005404,CELINA SUMMIT CROSSING,"1520 SOUTH PRESTON ROAD STE 130, Celina, TX 75009",Collin,2/27/2026,6/26/2026,"$180,000",New Construction,"This project is privately funded, on private land for private use.",TENANT UPFIT,"1,757 ft 2",289/GLENDENNING SUMMIT LTD,"3102 MAPLE AVE STE 500, DALLAS, Texas 75201",(214) 720-3677,CORRINE MILLS,ROBERT QUINTANA ARCHITECT,"16415 ADDISON RD STE 430, ADDISON, Texas 75001",(214) 616-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005404
Plano Aquatics Center Service Yard Expansion,TABS2026005390,Plano Aquatics Center,"2301 Wildcat Way Suite 100, Plano, TX 75219",Collin,1/7/2026,7/8/2026,"$350,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",This project the expansion of the existing service yard to the Plano Aquatics Center. ,"3,500 ft 2",City of Plano,"1520 K avenue, 2nd floor Suite 250, Plano, Texas 75074",(972) 941-7190,,SmithGroup,"5910 N. Central Expressway Suite 1765, Dallas, Texas 75206",(214) 364-3082,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005390
Lakehaven Elementary School,TABS2026005339,Lakehaven Elementary School,"Lakehaven Blvd and Chambers Dr, Farmersville, TX 75442",Collin,2/2/2026,6/1/2027,"$51,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Construction of a new elementary school and associated site improvements.,"102,345 ft 2",Farmersville ISD,"501A Hwy 78 N, Farmersville, Texas 75442",(972) 782-6601,,"Claycomb Associates, Architects","6600 LBJ Freeway Suite 200, Dallas, Texas 75240",972-233-6100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005339
Castelion Corporation - Restroom/Break Area Renovation,TABS2026005331,Allen Business Center II,"716 S. Greenville Avenue, Suite 160, Allen, TX 75002",Collin,11/15/2025,2/15/2026,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolishing a single Restroom, office and break area to create a mens restroom, womens restroom, shower and break area and providing vinyl flooring at high traffic areas.  Renovation area is 893sf. ",893 ft 2,Greentech One LP,"714 S. Greenville Avenue, Suite 120, Allen, Texas 75002",(214) 495-8581,Andrea Hoedebeck,"Brohard Architecture, LLC","3028 Selma Lane, Dallas, Texas 75234",(817) 705-6275,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005331
Bread Zeppelin,TABS2026005321,Pavillion East Shopping Center,"1920 North Coit Rd, Suite 201, Richardson, TX 75080",Collin,11/24/2025,12/2/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out for a restaurant franchise of a second generation retail space.,"1,990 ft 2","Pavillion East Hldg, LTD","1221 West Campbell Road, Suite 221, Richardson, Texas 75080",214-466-1850,Vincent Ginatta,David Soskolne Projects,"17748 Agave Ln, Dallas, Texas 75248",972.740.3264,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005321
7178 Princeton Zipline,TABS2026005302,Walmart,"701 W PRINCETON DR, Princeton, TX 75407",Collin,11/13/2025,11/20/2025,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Install drone delivery system and equipment by vendor, install new foundation for drone delivery system","5,000 ft 2",WAL-MART REAL ESTATE BUSINESS TRUST,"2608 SE J Street, bentonville, Arkansas 72716",(920) 843-0951,,Kimley-Horn and Associates,"10101 Reunion Place Suite 400, San Antonio, Texas 78126",(210) 660-2943,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005302
Salon Suites Renovation,TABS2026005282,Salon Suites,"2105 W Spring Creek Parkway 2105 W Spring Creek Pkwy, Plano, TX 75023",Collin,2/15/2026,12/31/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Expansion of existing salon suites including some MEP work,"1,700 ft 2",London Enterprises Inc.,"c/o Dr. Steve Rakkar 3829 Grifbrick Dr, Plano, Texas 75075",(972) 841-7259,,IDD INC - DBA IDD ARCHITECTURE.,"14455 Webb Chapel Road Ste. 200, Farmers Branch, Texas 75234",(214) 587-9484,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005282
Curtis MS Renovation,TABS2026005267,Curtis MS,"1530 Rivercrest Blvd, Allen, TX 75002",Collin,4/1/2026,7/1/2027,"$48,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Full interior remodel of existing middle school.,"228,014 ft 2",Allen ISD,"1451 North Watters Road, Allen, Texas 75013",(972) 908-8900,,VLK,"5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005267
Parks at Foster Crossing Ph 2,TABS2026005250,Parks at Foster Crossing,"2933 Olympic Drive, Anna, TX 75409",Collin,12/1/2023,12/31/2025,"$7,750,000",New Construction,"This project is privately funded, on private land for private use.","Residential single family development - 239 Lots, 1,185 LF of Sidewalk","1,185 ft 2","Meritage Homes of Texas, LLC","8840 Cypress Waters Blvd, Suite 100, Coppell, Texas 75019",214-356-3011,,Lincoln Consulting & Engineering,"131 N Ballard Ave, Ste A, Wylie, Texas 75098",214-673-8869,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005250
Songhill Phase 1,TABS2026005214,Songhill Phase 1,"1841 LF west of CR-177 and CR-173 intersection, Celina, TX 75009",Collin,1/1/2026,6/1/2026,"$264,952",New Construction,"This project is privately funded, on private land for private use.","19854 sf of sidewalk, 53 BFR.","19,854 ft 2","DRP Bookbinder Multistate, LLC","520 Madison Ave. 21st Floor, New York, New York 10022",(212) 751-5940,,"BGE, Inc.","2595 Dallas Pkwy., Ste.101, Frisco, Texas 75034",(972) 464-4858,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005214
ADAMS & MARSHALL,TABS2026005204,ADAMS FAMILY DENTISTRY,"620 W. WHITE ST, SUITE 104, Anna, TX 75409",Collin,11/27/2025,2/9/2026,"$299,490",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"2,280 ft 2",WHITE & WILLOW-ANNA LLC,"1717 PEMBROKE LN, MCKINNEY, Texas 75072",320-444-7709,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005204
Golf Envy,TABS2026005184,Golf Envy,"8700 Main St Suite 200b, Frisco, TX 75034",Collin,12/1/2025,2/4/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT IMPROVEMENT CONSISTING OF THE CONSTRUCTION OF A NEW SKILL DEVELOPMENT FACILITY WITHIN AN EXISTING BUILDING SHELL, TO INCLUDE ALL ELECTRICAL, PLUMBING AND MECHANICAL MODIFICATIONS, INTERIOR PARTITIONS AND EQUIPMENT. NO STRUCTURAL OR STOREFRONT ","4,000 ft 2",KELLEY FAMILY TRUST THE,"2505 ANTHEM VILLAGE DR STE E PMB 584, Henderson, Nevada 89052",817-335-3223,Scott LaCaze,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005184
