project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
TRU Bowl Plano TX,TABS2025021764,Granite Park,"5760 State Highway 121, #145, Plano, TX 75024",Collin,9/2/2025,10/20/2025,"$131,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Renovation for Tenant Fit-Up of a TRU Bowl Restaurant,"1,435 ft 2",Granite Park III LTD,"5601 Granite Parkway, Suite 1200, Plano, Texas 75024",(972) 731-2308,Joseph Harris,GREGORY RALPH ARCHITECT / GRA DESIGN STUDIO,"239 US Hwy 22; Suite 301, Green Brook, New Jersey 08812",(908) 356-0132,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021764
Plano Heart Recovery Center,TABS2025021727,Plano Pavilion I,"4708 Alliance Blvd Suite 700, Plano, TX 75093",Collin,7/14/2025,10/30/2025,"$1,117,500",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of three existing suites to become one medical office suite.,"7,450 ft 2","Healthcare Realty Holdings, LP","3310 West End Ave Suite 700, Nashville, Tennessee 37203",(972) 964-4440,Jason Patak,Schwabauer Design,"1600 N Collins Blvd Suite 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021727
Action Behavior Center Allen,TABS2025021705,Action Behavior Center Allen,"919 Medical Drive, Suite 1200, Allen, TX 75013",Collin,6/20/2025,12/31/2025,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A tenant improvement project in an existing suite for Action Behavior Centers office and therapy clinic,"1,000 ft 2",Raintree Realty LLC,"919 Medical Drive, Allen, Texas 75013",214-644-0290,Connor Coleman,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021705
Encore Wire Plant 5,TABS2025021698,Encore Wire Plant 5,"1329 Millwood Rd, Mckinney, TX 75069",Collin,9/10/2025,12/14/2025,"$220,000,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a new manufacturing facility for medium voltage cable.,"815,146 ft 2",Encore Wire Corporation,"1329 Millwood Rd., McKinney, Texas 75069",(972) 562-9473,,Merriman Anderson Architects Inc.,"300 N. Field St, Dallas, Texas 75202",(214) 347-7074,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021698
CFA 05966 Hwy 380 & Cypress Bend FSU,TABS2025021684,Chick-fil-A,"1151 W Princeton Dr, Princeton, TX 75407",Collin,1/26/2026,7/2/2026,"$4,500,000",New Construction,"This project is privately funded, on private land for private use.",Ground up construction of quick service restaurant with drive-thru and stand alone canopies,"4,849 ft 2",Chick-fil-A,"5200 Buffington Rd, Atlanta, Georgia 30349",(404) 765-8000,,Mayse & Associates,"14881 Quorum Drive, Suite 800, Dallas, Texas 75254",(972) 386-0338,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021684
THE OFFICES AT PROSPER 380 #904,TABS2025021646,THE OFFICES AT PROSPER 380,"2120 PRAIRIE DR. BLDG 9 #STE. 904, Prosper, TX 75078",Collin,8/1/2025,2/1/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",FINISH OUT ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021646
THE OFFICES AT PROSPER 380 #903,TABS2025021645,THE OFFICES AT PROSPER 380,"2120 PRAIRIE DR. BLDG 9 #STE. 903, Prosper, TX 75078",Collin,8/1/2025,2/1/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",FINISH OUT ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021645
THE OFFICES AT PROSPER 380 #902,TABS2025021644,THE OFFICES AT PROSPER 380,"2120 PRAIRIE DR. BLDG 9 #STE. 902, Prosper, TX 75078",Collin,8/1/2025,2/1/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",FINISH OUT ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021644
THE OFFICES AT PROSPER 380 #901,TABS2025021641,THE OFFICES AT PROSPER 380,"2120 PRAIRIE DR. BLDG 09 #STE. 901, Prosper, TX 75078",Collin,8/1/2025,2/1/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",FINISH OUT ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021641
THE OFFICES AT PROSPER 380 BLDG 10,TABS2025021633,THE OFFICES AT PROSPER 380,"2120 PRAIRIE DR. BLDG 10, Prosper, TX 75078",Collin,8/1/2025,2/1/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"4,495 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021633
