project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
LJA - MCKINNEY,TABS2025009276,SUMMIT PARK,"2150 S. CENTRAL EXPY SUITE 300, Mckinney, TX 75070",Collin,2/18/2025,6/6/2025,"$1,380,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The project is an interior renovation project for a partial floor in an existing office building. Scope includes selective demolition to coordinate with new plan. New interior construction to include new open & private office, break room and support.","16,356 ft 2",SUMMIT OFFICE I LLC,"1415 LOUISIANA ST SUITE 3000, HOUSTON, Texas 77002",(214) 281-4298,VICTOR VASQUEZ,HOK INC.,"3200 SOUTHWEST FWY SUITE 900, HOUSTON, Texas 77027",(713) 407-7711,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009276
Athleta - Stonebriar Mall,TABS2025009260,Stonebriar Mall,"2601 Preston Road, Suite 1048, Frisco, TX 75034",Collin,3/17/2025,3/28/2025,"$134,031",Renovation/Alteration,"This project is privately funded, on private land for private use.","4,185 SF - Interior remodel of existing retail tenant including cosmetic/paint upgrades, relamping existing light fixtures in public areas, and replacement of cashwrap/backwrap.","4,185 ft 2",Brookfield Properties,"350 N. Orleans St. Suite 300, Chicago, Illinois 60654",(312) 960-2688,Joan Baydoun,Chipman Design Architecture,"1350 East Touhy Avenue, First Floor East, Des Plaines, Illinois 60018",847 298 6900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009260
SIMPLY SOUTH MCKINNEY,TABS2025009237,MARKETPLACE AT CRAIG RANCH,"4781 S CUSTER RD, MCKINNEY TX 75070, Mckinney, TX 75070",Collin,2/1/2025,7/30/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RESTAURANT TENANT FINISH OUT,"2,500 ft 2","ERMCR,LLC","6900 DALLAS PARKWAY, 3RD FLOOR, PLANO, Texas 75024",(214) 674-5781,KALYAN VATTIKONDA,CORINTHIAN DESIGN ASSOCIATES,"10420 AMBERGATE LANE, FRISCO, Texas 75035",(214) 223-4501,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009237
KinderCare,TABS2025009220,KinderCare,"7400 Kings Ridge Rd, Frisco, TX 75035",Collin,1/17/2025,4/23/2025,"$422,850",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior renovations,"16,000 ft 2",Virtus KC Frisco,"835 W 6th St Suite 1500, Austin, Texas 7870",(512) 891-1200,KinderCare,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009220
Taco Casa,TABS2025009215,Taco Casa,"2027 N State Highway 78, Wylie, TX 75098",Collin,2/24/2025,2/20/2026,"$950,000",New Construction,"This project is privately funded, on private land for private use.",New freestanding Restaurant,"2,873 ft 2","Wylie Prime Realty, LLC","2691 Plainview Road, Midlothian, Texas 76065",(469) 569-9329,,Prizm Architects,"580 Decker Drive #170, Irving, Texas 75062",(972) 714-0420,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009215
PROSPER EYECARE,TABS2025009188,PROSPER TRAILS OFFICE CENTER,"2350 E PROSPER TRAIL, Prosper, TX 75078",Collin,2/3/2025,6/2/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT FINISH-OUT OF AN EYE CLINIC IN A NEW OFFICE BUILDING.,"2,678 ft 2","2350 PROSPER TRAIL, LLC","2350 E PROSPER TRAIL, PROSPER, TEXAS 75078",(214) 957-2764,,ZSTUDIO DESIGN,"2225 S 1ST ST, GARLAND, Texas 75041",(972) 897-3966,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009188
Beans and Bubbles,TABS2025009180,Farmhouse,"LOT 1R, BLOCK A FARMHOUSE  121 ADDITION, Melissa, TX 75454",Collin,1/20/2025,6/20/2025,"$320,000",New Construction,"This project is privately funded, on private land for private use.",Interior Finish out ,"2,000 ft 2",Keeson Martin (Standridge Companies),"15640 Quorum Dr., Addison, Texas 75001",(214) 363-1998,Suman Tamang (4 KEYS ENTERPRISE LLC),A&B Design Studio,"1800 Bachman Ct, Plano, TX, USA, Plano, Texas 75075",(972) 987-9656,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009180
ANIFOWOSE,TABS2025009171,OLYMPIC CROSSING DENTAL,"1030 OLYMPIC CROSSING SUITE 200, Mckinney, TX 75071",Collin,5/26/2025,10/20/2025,"$303,190",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR DENTAL OFFICE ,"2,150 ft 2","SHOPS AT TRINITY FALLS, LLC","3773 RICHMOND AVE #800, HOUSTON, Texas 77046",713 623-6944,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009171
FISHWITHYOU,TABS2025009158,-,"2313 N CENTRAL EXPRESSWAY, Plano, TX 75075",Collin,3/1/2025,8/30/2025,"$98,690",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"3,860 ft 2",JIA LIN,"5509 SAN SABA CT, MIDLAND, Texas 79707",(347) 273-7888,MENG YANG,BC STRUCTURAL ENGINEERS,"450 CENTURY PKWY #STE. 250, ALLEN, Texas 75013",(214) 991-5117,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009158
Dera on Panther Creek,TABS2025009136,Dera Coffee,"11030 Panther Creek Pkwy, Frisco, TX 75035",Collin,1/20/2025,4/20/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish out, existing shell to be converted into a coffee shop. ","3,450 ft 2",GreenRoad Development Construction LLC,"222 Municipal Dr. Suite 150, Frisco, Texas 75080",972-342-1089,Mohammed Saleh,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009136
