project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
The Cipher Lounge,TABS2026008962,101 S Chestnut St.,"101 S Chestnut St., Mckinney, TX 75069",Collin,3/11/2026,8/1/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel,"3,900 ft 2",Ben Kuehne Holdings 2 LLC & Alycia Kuehne Holdings 2 LLC,"171 Horseshoe Bend, Fairview, Texas 75069",(469) 885-8001,Stephanie Roman,Coeval Studio,"2005 Farrington St., Dallas, Texas 75207",214-931-4097,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008962
WIA Performance Center,TABS2026008943,Heritage Park B-3,"3500 N Louisiana, Celina, TX 75009",Collin,1/15/2026,6/15/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish out. Offices, bathrooms, Air conditioning","14,320 ft 2",Celina 58,"1061 N Coleman, Suite 90, Prosper, Texas 75078",(972) 347-9900,Mark Golden,Lincoln D Kaska,"1701 Emilie Ln Ste B, Austin, Texas 78731",914-485-8752,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008943
The Henry Restaurant - Tenant Improvement,TABS2026008928,Legacy West,"7700 Windrose Avenue, Suite G200, Plano, TX 75024",Collin,2/22/2025,8/20/2026,"$4,780,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THIS PROJECT IS A TENANT IMPROVEMENT TO THE SHELL BUILDING LOCATED AT 7700 WINDROSE AVE., SUITE G200, PLANO TX 75024.  THE HENRY IS A SINGLE LEVEL RESTAURANT TYPE A-2 CONSTRUCTION WITH 10,787 SQ FT OF INTERIOR SPACE AND 1,737 SQ FT OF OUTDOOR PATIO D","12,524 ft 2","LW Owner 1, a Delaware Limited Liability Company","30 S. Meridian Street Suite 1100, Indianapolis, Indiana 46204",317-577-5600,Crystal Boymistruk,Nelsen Partners,"15210 North Scottsdale Rd, Suite 300, Scottsdale, Arizona 85254",480-949-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008928
Youth Soccer Association,TABS2026008917,R & D at Legacy,"6700 Pinecrest Drive Suite 200, Plano, TX 75024",Collin,1/9/2026,3/30/2026,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish out in an existing single floor suite, including HVAC, electrical, and plumbing.","10,754 ft 2","B.H. 6400-6700 PINECREST DRIVE, LLC","C/O B.H. PROPERTIES 11111 SANTA MONICA BLVD SUITE 600, LOS ANGELES, California 90025",972-472-4340,Tom Condone,idGroup,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008917
Cafe Olivia,TABS2026008909,2400 Dallas Parkway,"2400 Dallas Parkway, Plano, TX 75093",Collin,2/1/2026,6/30/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Existing walls and finishes to be demo’ed.  Some plumbing to be demo’ed.  New walls, finishes, electrical and lighting, plumbing, restaurant kitchen equipment, millwork to be built and installed.","4,436 ft 2",PC 2400 LL LLC,"777 3RD AVE FL 25, New York, Nevada 10017",214-615-6060,Adrian Verdin,Wallace Johnson Studio,"6500 Greenville Ave., Ste. 650, Dallas, Texas 75206",214-631-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008909
"Best Buy #180 Frisco, TX - Reflow",TABS2026008901,Best Buy,"3333 Preston Road, Suite 200, Frisco, TX 75034",Collin,3/20/2026,4/24/2026,"$513,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Alteration scope including reflow of existing sales floor fixtures, new display fixtures, new flooring, and electrical/LV as required to support new fixtures. Scope is limited to existing sales floor only. No change of use or occupancy type.","16,813 ft 2",Best Buy Stores LP,"7601 Penn Ave S., Richfield, Minnesota 55423",(757) 419-9250,,MJM Architects,"2948 Sidco Dr, Nashville, Tennessee 37204",(615) 244-8170,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008901
I.R. Lab,TABS2026008890,Medical City Plano,"3901 W 15th ST, Plano, TX 75075",Collin,3/2/2026,9/1/2026,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","RENOVATION OF AN EXISTING SPR SUITE, BREAK ROOM, RADIOLOGY READING ROOM, THYROID PROBE ROOM AND DECAY ROOM. ","3,453 ft 2",HSP OF TEXAS INC,"1600 COIT RD STE 309, Plano, Texas 75075",469-381-5149,,Imagine Unlimited,"9155 Sterling St 120, Irving, Texas 75063",817-808-2617,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008890
PetSmart,TABS2026008884,Village at Ownsby Farms,"3454 S. Preston Rd, Celina, TX 75009",Collin,3/23/2026,7/13/2026,"$900,000",New Construction,"This project is privately funded, on private land for private use.","Tenant improvement of 16,369 sq.ft. shell space","16,369 ft 2",Trinity Celina West II LLC,"1505 Lakes Parkway, Suite 190, Lawrenceville, Georgia 30043",(714) 943-6072,"Bob Bricker, PetSmart",Architectural Design Guild,"2710 Sutton Boulevard, St. Louis, Missouri 63143",(314) 644-1234,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008884
QuikTrip # 1906 Fryer,TABS2026008835,QuikTrip # 1906,"1421 N Central Expressway, Plano, TX 75075",Collin,3/15/2026,3/30/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008835
OR Renovation  PACU Expansion,TABS2026008786,Baylor Scott and White Medical Center Centennial,"12505 Lebanon Rd., Frisco, TX 75035",Collin,1/5/2026,9/30/2026,"$4,847,093",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATION OF EXISTING HOSPITAL FACILITY TO EXPAND PACU AND PROVIDE AN ADDITIONAL OR,"6,513 ft 2",BAYLOR SCOTT & WHITE MEDICAL CENTER-CENTENNIAL,"301 N. Washington Ave., Dallas, Texas 72546",214-820-6629,,Stantec Architecture Inc.,"1800 Main Street, Suite 123, Dallas, Texas 75201",(214) 522-3900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008786
