project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
HARVYS ICE CREAM,TABS2024026204,HARVYS ICE CREAM,"15901 ROLATER RD #STE. 403, Frisco, TX 75035",Collin,12/1/2024,6/28/2025,"$130,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"1,379 ft 2",AMEYA VENTURES & INVESTMENTS LLC,"9901 VALLEY RANCH PKWY E #STE. 1030, IRVING, Texas 75063",(972) 832-0465,GOPAL BAGRI,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026204
Residential Concrete Pavement Repair Zone G4 Southwest PW-S-00062,TABS2024026125,CITY OF PLANO,"MULTIPLE LOCATIONS, Plano, TX 75086",Collin,11/1/2024,1/29/2027,"$320,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",1800 SQFT SIDEWALK AND 56 BFR ,"18,000 ft 2",CITY OF PLANO,"PO BOX 860358, PLANO, Texas 75086",(972) 469-4140,,CITY OF PLANO,"PO BOX 860358, PLANO, Texas 75086",(972) 769-4140,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026125
"2nd Floor Restrooms, Corridor & Elevator Lobby",TABS2024026104,One Legacy Circle,"7500 Dallas Parkway 2nd Floor, Plano, TX 75024",Collin,9/1/2024,1/1/2025,"$355,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvement,"2,120 ft 2","Land Legacy LP & Manas Legacy, LP","12222 Merit Drive Suite 280, Dallas, Texas 75251",(972) 770-4400,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026104
McKinney Office Carport Expansion,TABS2024026074,McKinney Office at Craig Ranch,"7460 Van Tuyl, Mckinney, TX 75070",Collin,8/26/2024,10/18/2024,"$116,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Expand existing carport  810SF ,810 ft 2,Bar 4 Wood Ranch,"7460 Van Tuyl, McKinney, Texas 76226",(214) 763-1068,,SPB Consulting Engineers PLLC,"3309 Elm St, Dallas, Texas 75226",210-391-4995,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026074
Pure Green @Allen,TABS2024026069,Pure Green @Allen,"941 Garden Park Dr, Allen, TX 75013",Collin,9/15/2024,11/15/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR RENOVATION OF EXISTING VACANT UNIT TO A COUNTER SERVICE, SERVING JUICE & BOWL. NO FOOD  WILL BE COOKED INSIDE THE SUITE.",975 ft 2,Mykyung Kang,"941 Garden Park Dr, Allen, Texas 75013",224-209-0818,,Q ARCHITECTURE+ DESIGN,"10440 NW HWY, DALLAS, Texas 75238",(214) 738-5440,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026069
Burger King - Renovation,TABS2024026067,Burger King,"8720 Ohio Dr., Plano, TX 75024",Collin,9/30/2024,10/20/2024,"$197,761",Renovation/Alteration,"This project is privately funded, on private land for private use.","Exterior and Interior Finishes Renovation, Re layout of seating, servery counter and service area (4123.08 SF)","4,123 ft 2",Armaan Dossani,"520 E Northwest Highway #100, Grapevine, Texas 76051",(817) 442-1159,,RA Lumbao Architects,"121 Lebovic Ave. #C-04, Toronto, Ontario M1L0J2",4-162-88--8831,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026067
Dallas Tissue,TABS2024026064,Spring Valley Tech Center,"4254 Spring Valley, Farmers Branch, TX 75244",Collin,8/26/2024,10/15/2024,"$11,050,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Current tenant expanding into adjacent suite.,"8,500 ft 2",Fort Management Capital,"PO Box 470972 Fort Worth, TX, 76147, Fort Worth, Texas 76147",(817) 887-9370,Alex Van Engelenburg,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026064
All Fleet,TABS2024026051,Bethany,"500 Bethany Suite 300, Allen, TX 75002",Collin,9/18/2024,12/18/2024,"$420,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior 2nd Generation renovation for new tenant ,"13,651 ft 2","Spur Ridge Real Estate Company, LLC","65 Annie St, San Fransisco, California 94105",(510) 390-1405,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026051
CCAR,TABS2024026046,CCAR,"Coit Rd., Plano, TX 75024",Collin,11/1/2024,11/1/2025,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.","New construction of office/banquet hall, including interior finish out","12,647 ft 2",Collin County Association of Realtors,"6821 Coit Rd., Plano, Texas 75024",(972) 618-3800,,Heights Venture Architecture + Design,"5741 Legacy Dr., Ste. 320, Plano, Texas 75024",(281) 854-6138,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026046
BAGGALEY,TABS2024025972,ELEVATE PEDIATRIC &  ORTHODONTIC DENTISTRY,"38539 PARKER RD. #104, Wylie, TX 75098",Collin,9/2/2024,11/18/2024,"$245,593",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR DENTAL OFFICE,"1,922 ft 2","ST. PAUL RETAIL, LLC","4210 RIDGE RD #201, HEATH, Texas 75032",469-583-5976,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025972
