project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Beans and Brews,TABS2026001356,Beans and Brews,"7530 E. Grand Ave, Dallas, TX 75214",Dallas,10/1/2025,1/1/2026,"$450,000",New Construction,"This project is privately funded, on private land for private use.","1,100 SQF","1,100 ft 2",MCREF IV Trailhead Apartment Owner LP,"5910 N. Central Expwy, Suite 1100, Dallas, Texas 75206",214.432.3462,Mason Fennelly,"Excel Engineering, Inc.","1000 Camelot Drive, Fond du Lac, Wisconsin 54935",920-926-9800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001356
Pecan Ridge Office Warehouse,TABS2026001311,Pecan Ridge Office Warehouse,"606 US-80, Sunnyvale, TX 75182",Dallas,11/3/2025,11/30/2026,"$6,000,000",New Construction,"This project is privately funded, on private land for private use.",Four one-story office / warehouse buildings.,"57,000 ft 2","Pecan Ridge Holdings, LLC","606 US-80 East Building 9, Sunnyvale, Texas 75182",(972) 971-7442,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001311
"Walmart 5147-1015 Dallas, TX",TABS2026001263,Walmart 5147,"1521 N Cockrell Hill Rd, Dallas, TX 75211",Dallas,5/3/2026,9/6/2026,"$975,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Insall secondary co2 skids, install battery for new co2 skids. Install secondary glycol skid, Replace following equipment with secondary c02 skid: DT Bunkers, grocery freezer evaps, replace following equipment with secondary glycol equipment: MD beer","21,250 ft 2",WALMART REAL ESTATE,"PO BOX 8050, BENTONVILLE, Arkansas 72712",479-273-4000,,Benchmark Group,"1805 N. 2nd St, Rogers, Arkansas 72756",479-636-5004,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001263
Behavioral Innovations- Cedar Hill,TABS2026001240,723 Belt Line Rd.,"723 Belt Line Rd. Suite B, Cedar Hill, TX 75104",Dallas,10/1/2025,4/1/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The scope of this project is a non-structural first generation interior finish-out in an existing single floor suite for the above named tenant. Scope includes HVAC, electrical, and plumbing.","6,337 ft 2","Monaco Investment Group, LLC","121 Chapel Hill Dr., Prosper, Texas 75078",214-934-6251,Laura Furr,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",214-638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001240
Miller Park Industrial,TABS2026001227,Miller Park Industrial,"3857 Miller Park Dr, Garland, TX 75042",Dallas,12/15/2025,8/31/2026,"$13,000,000",New Construction,"This project is privately funded, on private land for private use.","76,710 SF speculative single-story shell warehouse building","76,710 ft 2",FRGXTX2,"5 Marine View Plz Ste. 402, Hoboken, New Jersey 07030",(469) 371-7427,,GMA Architects,"7930 Clayton Road 3rd Floor, Richmond Heights, Missouri 63117",(314) 402-4145,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001227
Park Six-35 Business Center,TABS2026001165,Building C,"11800 Ford Road, Farmers Branch, TX 75234",Dallas,11/10/2025,9/30/2026,"$7,900,000",New Construction,"This project is privately funded, on private land for private use.",New Ground Up Core and Shell Warehouse Distribution Facility,"120,000 ft 2",CRP/AI Woodhaven Industrial Owner,"820 Gessner Road, Suite 1000, Houston, Texas 77024",(713) 800-1774,,Park McCullah,"18383 Preston Rd., Suite 235, Dallas, Texas 75252",(305) 561-8110,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001165
Cedar Hill Dog Park,TABS2026001164,Cedar Hill Dog Park,"1215 E Pleasant Run Rd Trinity Church property, Cedar Hill, TX 75104",Dallas,1/5/2026,12/31/2026,"$1,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","A new dog park on church property leased by the city of Cedar Hill, Tx.  Project consists of fenced areas for dog exercise.","110,000 ft 2",Trinity Church,"1231 E PLEASANT RUN RD, Cedar Hill, Texas 75104",(972) 291-2501,Josh McLerran,BMA Architects,"4545 Fuller Dr., Suite 414, Irving, Texas 75038",(214) 213-1200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001164
Park Six-35 Business Center,TABS2026001145,Building D,"2645 LBJ FWY, Farmers Branch, TX 75234",Dallas,11/10/2025,9/30/2026,"$6,300,000",New Construction,"This project is privately funded, on private land for private use.",New Ground Up Core and Shell Warehouse Distribution Center,"95,059 ft 2",CRP/AI Woodhaven Industrial Owner,"820 Gessner Road, Suite 1000, Houston, Texas 77024",(713) 800-1774,,Park McCullah,"Park McCullah LLC 18383 Preston Rd, Suite 235, Dallas, Texas 75248",(305) 561-8110,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001145
WALMART #2649 LONESTAR,TABS2026001115,WALMART,"1635 MARKET PLACE BLVD, Irving, TX 75063",Dallas,10/2/2025,10/6/2025,"$400,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Breakroom: clean, prep and paint. Install new Ice Maker and Water Dispenser  Grocery: install new Tortilla equipment and Heated Merchandiser ",100 ft 2,WALMART REAL ESTATE,"PO BOX 8050 MS 0555, BENTONVILLE, Arkansas 72716",(479) 877-6963,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001115
102 N. Cliff,TABS2026001107,102 N. Cliff,"102 N. Cliff St, Dallas, TX 75203",Dallas,2/1/2026,6/30/2027,"$550,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Full historic rehabilitation of the existing building, including new MEP and some structural remediation to floor/roof.","2,900 ft 2",Southern Dallas Progress CDC,"102 N. Cliff St, Dallas, Texas 75203",469-371-5487,,buildingcommunityWORKSHOP,"1414 Belleview St. Suite #150, Dallas, Texas 75215",214-252-2900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001107
