project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Carniceria Prime,TABS2026006575,Northwest Park Center,"2904 W Northwest Hwy, Dallas, TX 75220",Dallas,12/1/2025,2/6/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of two existing suites into a Meat market. Building is not sprinklered. New single occupancy toilet will be created and multiple handwash stations.,"2,254 ft 2","Northwest Park Center, LLC","2627 Tillar Street Suite 111, Fort Worth, Texas 76107",(214) 762-4528,Branco Ramierz,SHM Architects,"5646 milton st ste. 900, Dallas, Texas 75206",(469) 965-3982,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006575
Shermco Headquarters,TABS2026006569,511 EJC,"511 E. John Carpenter Fwy, Suite 700, Irving, TX 75039",Dallas,11/1/2025,3/1/2026,"$1,046,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","23,865 SF of interior remodel of the 7th floor within existing 7 story building.","23,865 ft 2",CP 511 Building LLC,"2020 Salzedo St. 5th Floor, Coral Gables, Florida 33134",469-759-8600,Kim Drake-Loy,O'Brien Architects,"1722 Routh Street, Suite 122, Dallas, Texas 75201",972-788-1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006569
Medical Offices,TABS2026006568,PRX Research Offices,"1908 N Galloway Ave, Mesquite, TX 75149",Dallas,1/5/2026,5/1/2026,"$500,000",New Construction,"This project is privately funded, on private land for private use.",3375 SF office building and site work,"3,375 ft 2",Muhammad Saeed,"1908 N Galloway Ave, Mesquite, Texas 75149",(972) 922-0555,,Legacy ADPR,"1245 Southridge Ct. Suite 102, Hurst, Texas 76053",(817) 914-2409,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006568
DA12-2,TABS2026006556,DA12,"1550 West Mockingbird Lane, Dallas, TX 75235",Dallas,9/29/2027,3/30/2028,"$293,692,007",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior fit-out on the first and second floors within a four-story, 372,517 sf data center, including interior partitions, doors, ceilings, lighting fixtures, mechanical and electrical equipment.","158,293 ft 2",DA12,"1 Lagoon Dr, Redwood City, California 94065",(650) 598-6628,,Margulies Hoelzli Architecture,"545 Eighth Ave 19th Floor, New York, New York 10018",(914) 220-2645,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006556
Spec Suite 1125,TABS2026006541,Park Place on Turtle Creek,"2911 Turtle Creek Blvd, Suite 1125, Dallas, TX 75219",Dallas,12/1/2025,4/30/2026,"$315,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Second generation buildout of a speculative suite within a multi-story office building. The Building Owner is constructing this ""speculative space"" with anticipation of leasing to a prospective Tenant at a future date.","2,450 ft 2","Piedmont Park Place, LP","PO Box 20197, Atlanta, Georgia 30325",(214) 939-7139,,Murphy Meyers,"2897 N Druid Hills Rd NE, Suite 120, Atlanta, Georgia 30329",(404) 861-9246,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006541
Humanaut Health Dallas Preston Sherry Plaza,TABS2026006533,Preston Sherry Plaza,"8201 Preston Road Suite 120, Dallas, TX 75225",Dallas,1/26/2026,5/1/2026,"$920,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","3,342 gross SF tenant build-out for ambulatory outpatient facility in demised tenant space, ground floor. New interior non-load bearing partitions, doors, ceilings, millwork, mech, elec, and plumbing.","3,342 ft 2","Preston Sherry Plaza Property Owner, LP","500 W 5th Street Suite 700, Austin, Texas 78701",512.682.5500,Ben Beverly,"Heitler Houstoun Architects, P.C.","15 West 36th Street 16th Floor, New York, New York 10018",(212) 533-4250,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006533
Soza Dermatology,TABS2026006529,5944 Luther,"5944 Luther Lane, Suite 975, Dallas, TX 75225",Dallas,12/19/2025,3/21/2026,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,802 ft 2","Luther Preston Center, LLC","5944 Luther Lane, Suite 1000, Dallas, Texas 75225",(214) 369-6192,,ENTOS Design,"5400 Lyndon B Johnson Fwy, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006529
384 - MRTI - Freeport Corporate Center 20,TABS2026006523,Freeport Corporate Center 20,"800 West Bethel road, Coppell, TX 75019",Dallas,1/1/2026,4/1/2026,"$650,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",New T.I ,"7,787 ft 2",DUKE REALTY CORPORATION,"14241 Dallas Pkwy, Dallas, Texas 75254",(972) 361-6700,,"Meinhardt & Associates Architects, P.L.L.C.","14643 Dallas Parkway, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006523
QuikTrip # 987 Fryer Project,TABS2026006521,QuikTrip # 987,"5500 S Buckner Blvd., Mesquite, TX 75149",Dallas,1/18/2026,2/2/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006521
QuikTrip # 962 Fryer Project,TABS2026006518,QuikTrip # 962,"4054 Bobtown Rd, Garland, TX 75043",Dallas,3/1/2026,3/16/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006518
