project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
FLUID LIFE,TABS2026024457,PARC ROYAL,"3710 W. ROYAL LANE, SUITE 145, Irving, TX 75063",Dallas,7/8/2026,8/19/2026,"$128,960",Renovation/Alteration,"This project is privately funded, on private land for private use.",Construct (2) new deck high walls in warehouse to create a new open office space. ,"4,430 ft 2",ULF Parc Royal LP,"14241 Dallas Parkway, Suite 1050, DALLAS, Texas 75254",(469) 369-6307,Craig Winterfield,"P Sahde Design, LLC","3839 McKinney Ave.  #155-220, DALLAS, Texas 75204",214.443.7880,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024457
HENDMU - F103 ALBERTA BOOT CO,TABS2026024447,HENDERSON MIXED USE DEVELOPMENT BLDG F,"2110 N HENDERSON AVE #STE 103, Dallas, TX 75206",Dallas,8/1/2026,10/31/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT IMPROVEMENT ,"5,000 ft 2",HENDERSON AVE DEV 2 OWNER LLC,"411 THEODORE FREMD AVE #STE. 300, RYE, New York 10580",(914) 288-8196,,PLANNING AGENCY LLC,"1623 MAIN ST. #STE. 811, DALLAS, Texas 75201",423-605-4835,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024447
UNTD STEM 4th Floor Finish Out,TABS2026024421,UNTD STEM,"7420 University Hills Blvd., Dallas, TX 75241",Dallas,8/12/2026,4/12/2027,"$13,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Fourth floor finish out of shell space that was never finished out. Classrooms, offices, simulated lab spaces, restrooms. ","33,747 ft 2",The University of North Texas at Dallas,"1901 Main Street, Dallas, Texas 75021",(214) 752-5551,,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",(214) 473-2569,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024421
Naterra World Headquarters,TABS2026024417,Naterra World Headquarters,"1525 Point West Boulevard, Coppell, TX 75019",Dallas,10/1/2026,12/1/2027,"$34,000,000",New Construction,"This project is privately funded, on private land for private use.","construction of one (1) Office / Warehouse building, being fully sprinklered with an ESFR System, having tilt-up concrete exterior walls and steel roof structure; being approximately 442,010 SF","442,010 ft 2","Song Point, LLC","1250 S. Freeport Parkway, Coppell, Texas 75019",(214) 422-2549,,"Pross Design Group, Inc.","5310 Harvest Hill Road Suite 180, Dallas, Texas 75230",(972) 759-1400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024417
Spec Suite 350E,TABS2026024411,Spectrum Center,"5080 Spectrum Drive 350E, Addison, TX 75001",Dallas,7/6/2026,10/6/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvement,"7,995 ft 2",Spectrum Drive Owner LLC,"411 West Putnam Avenue, Greenwich, Connecticut 06830",972-490-6200,,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024411
Dallas Zoo Safari Trail Zip Line,TABS2026024406,Dallas Zoo,"650 R.L. Thornton FWY, Dallas, TX 75203",Dallas,9/1/2026,11/30/2026,"$410,000",New Construction,"This project is privately funded, on private land for private use.","New 710 SF queue line for a new zip line at the Dallas Zoo. Civil, structural and electrical under this scope of work.",710 ft 2,Dallas Zoo,"650 S R.L. Thornton FWY, Dallas, Texas 75203",(909) 524-2932,,Quorum Architects,"825 W Vickery Blvd, Ste 100, Forth Worth, Texas 76104",(817) 546-6311,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024406
"Suite 300W Whitebox, Corridor & Restrooms",TABS2026024401,Spectrum Center,"5080 Spectrum Drive, Suite 300W, Addison, TX 75001",Dallas,7/6/2026,10/5/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","19,505 SF of whitebox of floor and renovation of multi-tenant corridor and restroom.","19,505 ft 2",Spectrum Drive Owner LLC,"411 West Putnam Avenue, Greenwich, Connecticut 06830",(972) 490-6200,,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024401
CHEP Phase 1,TABS2026024378,Shady Grove Building A,"317E Shady Grove Road, Grand Prairie, TX 75050",Dallas,7/21/2026,1/30/2027,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.","New Demising walls and remote restrooms in an existing 499,950 sf warehouse.","499,950 ft 2","CH DOF I_SP Dallas Shady Grove, LP","8801 River Crossing Blvd., Suite 300, Indianopolis, Indiana 46240",(317) 843-5959,,"Azimuth Architecture, Inc.","501 S. 2nd Avenue, Suite A500, Dallas, Texas 75226",(214) 261-9060,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024378
Smoothie King #2527,TABS2026024373,Frontara Plaza,"625 Dallas Drive #200, Mesquite, TX 75149",Dallas,7/20/2026,1/22/2027,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish out,"1,545 ft 2",NEC Buckner and Samuel LP,"2227 Vantage Street, Dallas, Texas 75207",(214) 234-2570,Skyler Blacknall,Richmond Group,"625 Dallas Drive #200, Denton, Texas 76205",(214) 244-8555,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024373
City of Garland Hinton Landfill - Administration Expansion & Remodel,TABS2026024366,C.M. Hinton Landfill,"3175 Elm Grove Rd, Rowlett, TX 75089",Dallas,8/14/2026,8/17/2027,"$4,400,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","A facilities improvement project including 7,475 SF interior renovations and a 5,600 SF Building Addition. The new facility footprint will total 13,075 SF.","13,075 ft 2",City of Garland,"200 N. Fifth St, Garland, Texas 75040",(972) 205-2354,,GSR Andrade Architects,"2001 North Lamar Street Suite 400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024366
MCD Pediatric ED Resuscitation Room,TABS2026024357,Medical City Dallas,"7777 Forest Ln., Dallas, TX 75230",Dallas,8/7/2026,11/5/2026,"$563,729",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of two existing emergency department exam rooms located on the 3rd level of the Medical City Dallas Hospital at 7777 Forest Lane, Dallas, TX 75230 to create a new pediatric resuscitation procedure room.",280 ft 2,HCP DR MCD LLC,"PO Box 1504, Nashville, Tennessee 37202",(214) 404-9298,,Guide Architecture,"1108 Quaker St, Dallas, Texas 75207",(214) 960-9773,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024357
"Your Room, LLC",TABS2026024352,4201 Spring Valley,"4201 Spring Valley Suite 460, Farmers Branch, TX 75244",Dallas,8/3/2026,9/7/2026,"$88,725",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvements,"2,274 ft 2","JP-4201 Spring Valley, LP","4201 Spring Valley Suite 150, Farmers Branch, Texas 75244",(214) 630-7058,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024352
