project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
State Farm Office - Interior Renovation,TABS2026008968,Lake Highlands Town Center,"7170 Skillman St. #160, Dallas, TX 75231",Dallas,1/19/2026,5/1/2026,"$58,890",Renovation/Alteration,"This project is privately funded, on private land for private use.","An appox. 1,285 sf interior finish-out within an existing 1-story retail building. The renovated space will be used for office use.","1,285 ft 2","GRI Lake Highlands, LLC a Delaware Limited Liability Company","7200 WISCONSIN AVE STE 600, Bethesda, Maryland 20814",(301) 961-3271,Jennifer Wilcox,"Joseph A. Ross, Architect Inc.","900 8th Street, Wichita Falls, Texas 76301, Wichita Falls, Texas 76301",(940) 781-0479,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008968
Maron Marvel Expansion,TABS2026008939,Santander Tower,"1601 Elm Street Suite 4035, Dallas, TX 75201",Dallas,1/1/2026,3/1/2026,"$55,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,576 ft 2","1601 Elm Holdings, L.P.","1601 Elm Street Suite 3110, Dallas, Texas 75201",(469) 236-6070,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972.770.2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008939
"Baylor Scott & White, BUMC - RoboEatz",TABS2026008925,"Baylor University Medical Center (BUMC), a part of Baylor Scott & White Health (BSWH)","3500 Gaston Avenue, Dallas, TX 75246",Dallas,1/5/2026,5/1/2026,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",670sf renovation of former sandwich shop into robotic cooking console and associated equipment; updates to finishes as required for robotic cooking console.,670 ft 2,Baylor University Medical Center,"2001 BRYAN ST STE 2200, Dallas, Texas 75201",214-820-8521,"Peter Kao, Aramark",Multistudio,"1501 Religious Street Suite A, New Orleans, Louisiana 70130",504-553-3379,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008925
RENOVATION OF SIGNATURE POINTE ASSISTED LIVING AND REHABILITATION,TABS2026008920,SIGNATURE POINTE,"14655 PRESTON ROAD, Dallas, TX 75254",Dallas,1/13/2026,10/1/2026,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",THIS PROJECT CONSISTS OF ALTERATIONS/ REPAIRS TO THE EXISTING SECOND LEVEL SKILLED NURSING / ASSISTED LIVING FACILITY.,"4,323 ft 2","SIGNATURE POINTE PROPCO LP, C/O LAPIS-GP LLC","811, 17TH AVE Suite 102, DENVER, Colorado 80218",(214) 215-8989,,"DFD ARCHITECTS, INC.","305 WEST WILLIS STREET, SUITE 101, LEANDER, Texas 78641",(512) 259-4175,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008920
SHOYO,TABS2026008919,-,"2114 GREENVILLE AVE, Dallas, TX 75206",Dallas,1/15/2026,4/15/2026,"$280,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,800 ft 2",GREENVILLE 2100,"2622 COMMERCE ST, DALLAS, Texas 75226",(214) 217-4300,DONNA LEE,AA DESIGN & DRAFTING LLC,"1541 E WRIGHT CIRC #STE. 202, ANAHEIM, California 92806",(201) 846-1574,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008919
Mac Haik Desoto Ford Service Building Addition,TABS2026008907,Mac Haik Desoto Ford Service Building Addition,"515 S. Interstate 35 E, Desoto, TX 75115",Dallas,5/1/2026,3/1/2027,"$1,500,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Addition of an automotive service building. ,"9,016 ft 2",MH Desoto Realty Ltd,"11750 Katy Freeway Suite 1300, Houston, Texas 77079",(281) 596-6486,,"Ryden Architecture, LLC","909 Wakefield Dr, Houston, Texas 77018",(713) 993-6690,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008907
CCC Expansion,TABS2026008892,Park District,"2121 N. Pearl St., Suite 1200, Dallas, TX 76501",Dallas,1/26/2026,5/4/2026,"$637,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",expansion of existing office space,"4,800 ft 2",Caldwell Cassady Curry P.C.,"2121 N. Pearl St., Suite 1200, Dallas, Texas 75201",214-888-4848,,"Page Southerland Page, Inc.","1800 Main Street, Suite 123, Dallas, Texas 75201",(214) 522-3900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008892
Velocity Dallas,TABS2026008879,Velocity Dallas,"9830 N Central Expressway, Dallas, TX 75231",Dallas,1/29/2026,7/15/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant finish out of an existing leased space ,"10,035 ft 2",AP The Hill Owner LLC,"2151 Hawkins Street, Suite 1100, Charlotte, North Carolina 28203",(704) 851-5360,,ID Studio4,"6201 Campus Circle Dr E, Austin, Texas 78758",(972) 870-1288,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008879
Infusion Center / Satellite Pharmacy,TABS2026008874,Scottish Rite for Children,"2222 Welborn St., Dallas, TX 75219",Dallas,1/28/2026,11/15/2026,"$6,933,217",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of Infusion space, Satellite Pharmacy and Elevator Lobby and restrooms.","5,624 ft 2",Texas Scottish Rite Hospital,"2222 Welborn Street, Dallas, Texas 75219",(817) 578-7050,,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(214) 649-2167,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008874
MONSTER MINI GOLF - SEAGOVILLE TX,TABS2026008873,MONSTER MINI GOLF,"950 MALLOY BRIDGE RD, Seagoville, TX 75159",Dallas,3/1/2026,6/1/2026,"$450,000",New Construction,"This project is privately funded, on private land for private use.","NEW TENANT FIT OUT INCLUDING NEW MINI GOLF, ARCADE, PARTY ROOMS AND RESTROOMS. FINISHES/ FIXTURES AND LIGHTINGS","9,984 ft 2",KT CENTERS INC,"950 E MALLOY BRIDGE RD, SEAGOVILLE, Texas 75159",(469) 644-7027,,SARGENTI ARCHITECTS,"461 FROM RD, PARAMUS, New Jersey 07652",(551) 579-7883,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008873
