project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Joey Maple Ave.,TABS2024020388,Joey Maple Ave.,"2508 Maple Ave., Dallas, TX 75201",Dallas,1/6/2025,12/8/2025,"$12,400,000",New Construction,"This project is privately funded, on private land for private use.",The project consists of demolishing an existing building and all associated existing exterior site amenities. We will construct a new one-story steel frame / steel stud structure that will serve as a full service restaurant with a commercial kitchen.,"7,700 ft 2",Pasha and Sina Inc.,"PO Box 25167, Dallas, Texas 75225",(214) 598-2191,Jordan Nielsen (Joey Restaurant Group),TRM Architect,"448 Delaware Avenue, Buffalo, New York 14202",(716) 883-3516,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020388
Skybox - LAN01,TABS2024020371,Building 1,"2401 South Dallas Ave., Lancaster, TX 75146",Dallas,6/1/2024,7/1/2025,"$85,000,000",New Construction,"This project is privately funded, on private land for private use.","Site improvements & construction of a new Core & Shell building with a future use as a Data Center. The proposed project has a one story office & a one story Data Center shell scope, 270,900 sf. in total.","270,900 ft 2","Lancaster Data Center Campus, LP","5820 W. Northwest Highway, Suite 200, Dallas, Texas 75225",213-334-2862,,Corgan Associates,"401 N Houston, Dallas, Texas 75202",214.748.2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020371
SRS Distribution,TABS2024020362,8111 Douglas,"8111 Douglas Avenue 1300, Dallas, TX 75225",Dallas,5/6/2024,9/30/2024,"$850,000",New Construction,"This project is privately funded, on private land for private use.",Build out of first generation space.,"4,005 ft 2",Lincoln Property Company,"8111 Douglas, Dallas, Texas 75225",(214) 740-3377,,Corgan,"401 North Houston Street, Dallas, Texas 75202",(214) 757-1616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020362
JPMC Dallas Mailroom,TABS2024020361,Hunt Building,"1900 N. Akard Street, Dallas, TX 75201",Dallas,8/7/2024,3/7/2025,"$375,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","JPMC DALLAS LEVEL 2 IS A 2ND GENERATION TENANT IMPROVEMENT WITHIN THE EXISTING 1900 N AKARD HUNT  BUILDING IN DALLAS, TX. THE PROJECT INCLUDES A MAIL ROOM, STORAGE RMS, MOTHERS AND PRAYER RMS.","2,500 ft 2",Hunt Realty,"1900 N Akard, Dallas, Texas 75201",(214) 978-8528,,Corgan,"401 S. 1st St Suite 650, Austin, Texas 78704",(512) 640-6012,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020361
Alterations to Bank of the West - Irving Branch,TABS2024020357,Alterations to Bank of the West - Irving Branch,"2400 West Irving Blvd., Irving, TX 75061",Dallas,6/7/2024,9/30/2024,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",New tellers & alterations of floor plan for better functioning,"11,202 ft 2",Bank of the West,"108 W. Northwest Hwy, Grapevine, Texas 76051",(817) 310-3555,,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020357
Texas Health Dallas - IR 1 Equipment Replacement,TABS2024020344,Texas Health Dallas - Main Building,"8200 Walnut Hill Lane, Dallas, TX 75231",Dallas,7/1/2024,11/29/2024,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",to replace the medical equipment in the IR1 procedure room.,"1,000 ft 2",Texas Health Resources,"9330 Amberton Pkwy, Suite 1000, Dallas, Texas 75243",(214) 345-6210,,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(214) 969-5599,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020344
Texas Health Dallas - Cafeteria Renovation,TABS2024020340,Texas Health Dallas - Main Building,"8200 Walnut Hill Lane, Dallas, TX 75231",Dallas,8/1/2024,3/31/2025,"$1,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",To replace six existing servery counters and two registration stations and new finishes in the cafeteria. To relocate and reupholster existing banquettes in the dining room as well as new finishes.,"11,200 ft 2",Texas Health Resources,"9330 Amberton Pkwy, Suite 1000, Dallas, Texas 75243",(214) 345-6210,,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(214) 969-5599,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020340
Caregiver,TABS2024020324,Canal Centre,"400 E. Las Colinas Blvd. Suite 700, Irving, TX 75039",Dallas,7/1/2024,10/1/2024,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to suite for new tenant,"9,055 ft 2","Canal Centre Investors, LLC","400 E. Las Colinas Blvd, Irving, Texas 75039",(972) 284-1000,,Entos,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020324
Aborder Products,TABS2024020314,Canal Centre,"400 E. Las Colinas Blvd. Suite 920, Irving, TX 75039",Dallas,7/1/2024,10/1/2024,"$240,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of suite for new tenant,"6,536 ft 2","Canal Centre Investors, LLC","400 E. Las Colinas Blvd, Dallas, Texas 75039",(972) 284-1000,,Entos,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020314
"The Mondello - Dallas, TX",TABS2024020306,The Mondello,"2000 Highland Rd, Dallas, TX 75228",Dallas,7/28/2024,1/31/2025,"$7,224,531",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Interior tenant remodel, including THE REMOVAL AND REPLACEMENT OF THE COVERING OF EXISTING MATERIALS, ELEMENTS, EQUIPMENT, OR FIXTURES USING NEW MATERIALS, ELEMENTS, EQUIPMENT, OR FIXTURES THAT SERVE THE SAME PURPOSE.","139,587 ft 2","Mondello Apartments, LLC","10900 NE 8th Street Suite 1200, Bellevue, Washington 98009",(310) 782-4629,Jaysen Fredriksen,Hooker DeJong,"316 Morris Ave Suite 410, Muskegon, Michigan 49440",(231) 220-2380,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020306
Red Sky,TABS2024020287,Tollway Place,"15110 DALLAS PKWY. SUITE 440, Dallas, TX 75248",Dallas,6/6/2024,10/31/2024,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",NON-STRUCTURAL INTERIOR FINISH OUT IN AN EXISTING SINGLE FLOOR SUITE. INCLUDED HVAC AND ELECTRICAL.,"3,962 ft 2",TRITEN REAL ESTATE PARTNERS,"5485 BELT LINE RD. SUITE 360, DALLAS, Texas 75254",(832) 615-1417,,idGROUP,"2641 IRVING BLVD., DALLAS, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020287
Great hearts Texas,TABS2024020277,Great Hearts- Story Road West,"3481 Story Road West, Irving, TX 75228",Dallas,8/5/2024,7/1/2025,"$18,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","new construction of a 60,000 sq ft charter school.  the charter school will be pre-K through 5th grade and contains a storm shelter.  ","60,245 ft 2",GREAT HEARTS TEXAS,"12500 SAN PEDRO AVENUE SUITE 500, SAN ANTONIO, Texas 78216",(210) 888-9475,,HKS Inc.,"6500 NORTH ST PAUL STE 100, Dallas, Texas 75201",(972) 918-5374,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020277
Bubble tea-Chicha San Chen,TABS2024020257,Chicha San Chen,"2225 Old Denton Rd, STE 130, Carrollton, TX 75006",Dallas,7/1/2024,8/15/2024,"$400,000",New Construction,"This project is privately funded, on private land for private use.","New build out design for bubble milk tea store (coffee shop concept), No food items will be produced. ","2,600 ft 2",William Lee,"2225 Old Denton Rd, Carrollton, Texas 75006",(940) 435-2241,Chloe Weng,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020257
TCC-Mesquite,TABS2024020254,TCC-Mesquite,"901 E US Highway 80, Mesquite, TX 75150",Dallas,9/2/2024,4/15/2025,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a new auto collision center and associated site work.,"19,964 ft 2",Stanford Real Estate,"3809 Stanford Ave, Dallas, Texas 75225",(281) 615-6479,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020254
Nothing Bundt Cakes Test Kitchen,TABS2024020251,Pinnacle Tower,"5005 LBJ Freeway Suite 155, Farmers Branch, TX 75244",Dallas,7/1/2024,9/30/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing space for new tenant with 2 offices and a test kitchen for internal testing only. no customers.,"1,748 ft 2","5005 LBJ Tower, LLC","5005 LBJ Freeway, Farmers Branch, Texas 75244",(972) 450-4992,,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020251
4525 Lemmon Avenue Building Improvements,TABS2024020243,4525 Lemmon Avenue,"4525 Lemmon Avenue, Dallas, TX 75219",Dallas,6/20/2024,9/20/2024,"$376,444",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out of Suite 300, expansion of tenant finish out of Suite 210, and adding an egress stair on the exterior of the building.","2,662 ft 2","Windward Partners VII, LP","4525 Lemmon Avenue, Dallas, Texas 75219",1-214-906-1180,,Richard Smith Architect Inc.,"9523 Hill View Drive, Dallas, Texas 75231",214-587-0331,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020243
Westin Galleria Public Spaces L1-L2,TABS2024020236,Westin Galleria Dallas,"13340 Dallas Parkway, Dallas, TX 75240",Dallas,8/31/2024,8/31/2025,"$8,714,600",Renovation/Alteration,"This project is privately funded, on private land for private use.",Level 1 Lobby renovation and finish replacement on Level 2,"19,700 ft 2",GVH Owner LLC,"125 S. Wacker Drive Suite 110, Chicago, Illinois 60606",312 529-2163,,Omniplan,"1845 Woodall Rodgers Freeway, Suite 1600, Dallas, Texas 75201",(214) 755-6144,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020236
Ryan Law Partners,TABS2024020235,3811 Turtle Creek,"3811 Turtle Creek Blvd., Suite 1450, Dallas, TX 75219",Dallas,6/1/2024,9/15/2024,"$209,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"3,180 ft 2",EOS Properties at Turtle Creek,"PO Box 28270, Santa Ana, California 92799",(949) 471-6545,,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020235
Smoothie King #2234,TABS2024020226,Wynnewood Village,"655 W. Illinois Av #1075, Dallas, TX 75225",Dallas,8/2/2024,12/6/2024,"$160,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish-out,"1,485 ft 2","Brixmor Holdings 12 SPE, LLC","655 West Illinois, Dallas, Texas 75244",(214) 618-6503,Skyler Blacknall,Richmond Group,"625 Dallas Drive #200, Denton, Texas 76205",(214) 244-8555,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020226
Smurfit Kappa North America Office Remodel,TABS2024020194,125 EJC Freeway,"125 EJC Freeway 15th Floor, Irving, TX 75062",Dallas,7/1/2024,10/1/2024,"$191,200",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior office remodel to convert a storage room into 3 private offices,"1,300 ft 2","KORE 125 John Carpenter, LLC","3200 Park Center Drive Suite 800, Costa Mesa, California 92626",(949) 630-0752,,SJE ARCHITECTS LLC,"3400 Oak Grove Avenue Suite 207, Dallas, Texas 75204",(817) 312-1518,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020194
Airfield Operations Offices Relocation,TABS2024020192,Airfield Operations Center (AOC),"2902 E. 28th Street, Dallas, TX 75261",Dallas,6/5/2024,12/30/2024,"$3,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of space. Primarily office and conference function. One exterior 2000sf metal building is being demolished. Main entry accessibility elements are being improved. ,"14,000 ft 2",Dallas Fort Worth International Airport,"P.O. Box 612008, Dfw Airport, Texas 25261",(214) 701-2107,,Muller & Muller Ltd.,"700 N. Sangamon, Chicago, Illinois 60642",(312) 313-7709,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020192
