project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Winston & Strawn LLP,TABS2024015030,Park District,"2121 N Pearl St, Suite 900, Dallas, TX 75201",Dallas,5/1/2024,7/31/2024,"$253,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Partial interior buildout on the 6th floor. Project is 1,330 sf.","1,330 ft 2",MCPP Park District,"2121 N Pearl Ave, Dallas, Texas 75201",972-404-4354,Mark Stull,zpd+a LLC,"67 E Madison St, Suite 1814, Chicago, Illinois 60603",(312) 322-3622,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015030
Albertsons Parking Lot - Richardson,TABS2024015020,Albertsons #4260,"2165 E Buckingham Rd., Richardson, TX 75081",Dallas,6/10/2024,6/28/2024,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Barrier removal in the Albertsons parking lot to bring existing non-compliant conditions into conformance with ADAS 2010 and 2012 TAS.  Affects approx. 3500 sf.,"3,500 ft 2",Albertsons LLC,"250 E Parkcenter Blvd, Boise, Idaho 83706",(480) 617-9873,,GBD Architects Incorporated,"1120 NW Couch St Suite 300, Portland, Oregon 97209",(503) 224-9656,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015020
New Suites 240 and 260,TABS2024014983,4525 Lemmon Avenue,"4525 Lemmon Avenue, Dallas, TX 75219",Dallas,4/15/2024,8/15/2024,"$994,560",Renovation/Alteration,"This project is privately funded, on private land for private use.",Creating two new suites to existing commercial building.,"5,949 ft 2","Windward Partners VII, LP","4525 Lemmon Avenue, Dallas, Texas 75219",1-214-906-1180,Jacob Hotze,Richard Smith Architect Inc.,"9523 Hill View Drive, Dallas, Texas 75231",1-214-587-0331,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014983
Rutt Capital,TABS2024014982,4575 Westgrove Road,"4575 Westgrove Road, Suite 200/505/515, Addison, TX 75001",Dallas,3/11/2024,5/27/2024,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel,"4,093 ft 2",Rutt Capital LLC,"4575 Westgrove Rd, Suite 500, Addison, Texas 75001",(972) 248-1909,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014982
Las Colinas Pharmacy Compounding & Wellness,TABS2024014968,Las Colinas Pharmacy Compounding & Wellness,"4255 N. Macarthur Blvd., Irving, TX 75038",Dallas,4/15/2024,7/31/2024,"$1,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior office renovation, new rest rooms & break room, compounding lab areas","12,475 ft 2",JJTRX Medical LLC,"6420 N Macarthur Blvd Ste 100, Irving, Texas 75039",(972) 993-9700,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 759-3847,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014968
Gameday Men's Health,TABS2024014965,Lakewood Tower,"6301 Gaston Ave, Dallas, TX 75214",Dallas,4/15/2024,8/22/2024,"$250,350",Renovation/Alteration,"This project is privately funded, on private land for private use.","NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC, ELECTRICAL, PLUMBING","1,348 ft 2",August Real Estate,"4121 Commerce St., Dallas, Texas 75226",(440) 539-0632,Sam Bates,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 808-1759,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014965
Leasing Office,TABS2024014953,The Wren at Mercer Crossing,"11900 Commerce Street, Farmers Branch, TX 75234",Dallas,12/3/2020,3/31/2024,"$500,000",New Construction,"This project is privately funded, on private land for private use.",Leasing office,"2,617 ft 2","DD Mercer PKWY, LLC","403 Corporate Center Drive, Ste 201, Stockbridge, Georgia 30281",(318) 294-8031,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014953
Kelly & Miki,TABS2024014935,The Landmark,"14800 Landmark Blvd Suite 260, Dallas, TX 75254",Dallas,4/15/2024,6/17/2024,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,870 ft 2","Pensa Nuwind, LLC","400 E. Las Colinas Suite 220, Irving, Texas 75254",(972) 284-1000,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014935
Interior Renovations for Standards Supply-Carrollton,TABS2024014921,Standard Supply and Distributing,"2140 Hutton Drive, Carrollton, TX 75006",Dallas,4/15/2024,7/19/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation, adding office and showroom including restrooms' and an ADA Ramp","53,266 ft 2",Standard Supply,"1431 Regal Row, Dallas, Texas 75247",(469) 853-1126,,Winchester Architects,"201A North Main Street, Bryan, Texas 77803",(979) 823-4039,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014921
Lover's Lane Beauty Salon,TABS2024014906,Lover's Lane Beauty Salon,"5730 W Lover's Lane, Dallas, TX 75209",Dallas,4/15/2024,9/15/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Demo existing interior partition w/ exception of existing ADA bathroom. New interior partitions finishes. New paint on exterior. install fabric canopy to front facade. 2250,"2,250 ft 2",NTTA LLC,"5950 Berkshire Lane #800, Dallas, Texas 75225",(214) 220-3421,Elizabeth Henning,JW Architectural Design,"1901 Cedar Ridge Circle, Ennis, Texas 75119",(469) 510-7672,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014906
