project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
PRAGATHI TIFFINS,TABS2026029166,PRAGATHI TIFFINS,"660 WALNUT RIDGE DR #STE. 120, Irving, TX 76210",Dallas,12/1/2026,12/1/2027,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT INTERIOR FINISH OUT ,"1,215 ft 2",PINKY PROPERTIES LP,"1005 THORNCLIFF TRAIL, IRVING, Texas 75063",(214) 649-9322,UDAYRAJU KUKATLA,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029166
The Conservatory Tenant Finish Out,TABS2026029162,Knox Street,"3333 Knox St, Dallas, TX 75205, Dallas, TX 75205",Dallas,9/15/2026,11/30/2026,"$100,000",New Construction,"This project is privately funded, on private land for private use.",New construction limited to tenant finish out.,"10,007 ft 2","KD TRAVIS BLOCK HOLDCO, LLC, A DELEWARE LIMITED LIABILITY COMPANY","2100 McKinney Ave. Suite 800, DALLAS, Texas 75201",214-244-9951,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029162
Target Grand Prarie TX T1116,TABS2026029118,Target,"554 W. Interstate 20, Grand Prairie, TX 75052",Dallas,3/1/2027,8/20/2027,"$2,838,810",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel including the restrooms and sales floor,"105,400 ft 2",Target,"1000 Nicollet Mall, Minneapolis, Minnesota 55403",612-220-1710,,Sargenti,"461 From Road, Paramus, New Jersey 07652",201-364-1227,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029118
Target Rowlett TX T2234,TABS2026029117,Target,"4701 Lakeview Pkwy, Rowlett, TX 75080",Dallas,3/1/2027,8/20/2027,"$5,881,365",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel including restrooms and the sales floor,"40,690 ft 2",Target,"1000 Nicollet Mall, Minneapolis, Minnesota 55403",612-220-1710,,Sargenti,"461 From Road, Paramus, New Jersey 07652",201-364-1227,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029117
PATEK PHILIPPE -  TENANT FINISH OUT,TABS2026029108,DE BOULLE DIAMOND AND JEWELRY CO,"6821 PRESTON ROAD, University Park, TX 75205",Dallas,9/15/2026,11/30/2026,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant finish-out of a retail project consisting of 2 -stories in an existing building. The scope consists of new wall partitions, finishes, casework, furniture, lighting, and MEP systems","1,900 ft 2",deBoulle Diamond and Jewelry Co,"6821 Preston Road, University Park, Texas 75205",(214) 522-2400,,OMNIPLAN Architects,"1845 Woodall Rodgers Fwy Suite 1600, Dallas, Texas 75201",(213) 663-8385,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029108
HRT BSWI MOB INTERIOR RENOVATION,TABS2026029104,Baylor Scott & White Medical Center,"2021 NORTH MACARTHUR BLVD., Irving, TX 75061",Dallas,9/28/2026,3/31/2027,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE SCOPE OF WORK INCLUDES UPGRADING THE FINISHES FOR THE RESTOOMS, ELEVATOR LOBBIES AND ELEVATOR CAB FINISHES OF THE BAYLOR SCOTT  & WHITE MEDICAL OFFICE BUILDING AT 2021 NORTH MACARTHUR BLVD. IRVING, TX.","10,527 ft 2",HRT PROPERTIES OF TX LTD,"STE 700 3310 WEST END AVE, Nashville, Tennessee 75203",(205) 292-7024,,Guide Architecture,"1108 Quaker St Suite 130, Dallas, Texas 75207",(214) 960-9773,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029104
Desert Rose,TABS2026029099,The Sound of Cypress Waters,"3001 Olympus Blvd. Suite 150, Coppell, TX 75019",Dallas,11/1/2026,6/1/2027,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish Out,"6,650 ft 2","CWR5, LP","1722 Routh Street Suite 770, Dallas, Texas 75201",(214) 270-0927,Marion Tapanes,Coeval Studio,"2005 Farrington Street, Dallas, Texas 75207",214-931-4097,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029099
Nuovo Dallas,TABS2026029088,International on Turtle Creek,"150 Turtle Creek Blvd STE 107, Dallas, TX 75207",Dallas,11/1/2026,5/1/2027,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of existing suite into a photography studio,"5,109 ft 2","150 Turtle Creek, LP","2151 Hawkins Street, Suite 1100, Charlotte, North Carolina 28203",(704) 327-0869,Kate Conti,Ascent RE Services Partners,"11217 Foutch Rd, Pilot Point, Texas 76258",(214) 762-8285,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029088
THE CRESCENT - DISRUPTIVE PRIVATE OFFICE,TABS2026029087,The Crescent,"200 CRESCENT COURT, Dallas, TX 75201",Dallas,8/26/2026,1/1/2027,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use."," THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN  EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC, ELECTRICAL, PLUMBING. 2,812 sf.","2,812 ft 2",CRESCENT TC OWNER LLC,"3230 CAMP BOWIE BLVD SUITE 500, FORT WORTH, Texas 76107",817-321-2100,DISRUPTIVE,idGROUP,"2641 IRVING BLVD, DALLAS, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029087
Valli Kane & Vagnini,TABS2026029080,1825 Market Center,"1825 Market Center Boulevard Suite 510, Dallas, TX 75207",Dallas,8/7/2026,11/9/2026,"$58,970",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement,934 ft 2,1825 Market Center LP,"1825 Market Center Boulevard Suite 388, Dallas, Texas 75207",(917) 690-4361,,ENTOS Design,"5400 LBJ Parkway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029080
"A Renovation for Vibe Car Wash, Garland, , Garland, TX 75044",TABS2026029066,"Vibe Car Wash, Garland","3401 W. Buckingham Road, Garland, TX 75044",Dallas,9/14/2026,12/14/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 5,938 square-foot Car Wash renovation of an existing one-story car wash consisting of building office and employee areas and new canopy structures.","5,938 ft 2",VIBE 3401 Buckingham LLC,"5605 FM 423 Ste 500 PMB 126, Frisco, Texas 75036",469-831-2106,,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029066
Kiehl's,TABS2026029064,North Park Center,"8687 North Central Expressway Suite 746, Dallas, TX 75225",Dallas,9/7/2026,11/13/2026,"$515,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Build-out of an existing retail space on the ground floor of a -story interior mall approximately 610sf. Scope of work includes new finishes and millwork in front of house area. New ceiling, light fixtures throughout. New HVAC equipment, new storefro",610 ft 2,NorthPark Land Partners,"8080 N. Central Expressway Suite 1100, Dallas, Texas 75206",214-369-1234,Amy Snider,Tricarico Architecture and Design PC,"502 Valley Road, Wayne, New Jersey 07470",973-692-0222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029064
North Highland,TABS2026029060,5950 Sherry Lane,"5950 Sherry Lane Suite 200, Dallas, TX 75225",Dallas,8/24/2026,11/30/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"6,256 ft 2","5950 Sherry Property, LLC","5950 Sherry Lane Suite 110, Dallas, Texas 75225",(214) 530-0253,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029060
Disability Services of the Southwest,TABS2026029059,1255 Corporate,"1255 Corporate Dr. Suite 250, Houston, TX 75038",Dallas,9/7/2026,11/1/2026,"$160,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION OF SUITE 250 ON LEVEL 2 OF 1255 CORPORATE DR. THERE WILL BE MINOR DEMOLITION OF EXISTING WALLS AND BUILD BACK. LIGHTING AND FINISHES WILL BE PATCHED TO MATCH EXISTING.,"4,083 ft 2",BPRE WESTPOINT HOLDINGS LP,"16400 DALLAS PKWY STE 150, Dallas, Texas 75248",(972) 759-7700,,Inventure,"3118 Richmond Ave. Suite 200, Houston, Texas 77098",(713) 524-5555,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029059
Trulucks - Uptown Dallas,TABS2026029055,One Uptown Master Condo,"2613 MCKINNEY, Dallas, TX  7520",Dallas,10/15/2026,3/15/2027,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",2nd Generation Restaurant - Tenant finish out,"9,267 ft 2",One Dallas Uptown Venture LLC,"760 W. Main St, Suite 140, Barrington, Illinois 60010",(224) 770-4601,,B. Russo Designs,"15914 Midway Road, Addison, Texas 75001",(214) 957-2946,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029055
"Weil, Gotshal & Manges LLP",TABS2026029053,The Crescent,"200 Crescent Court, Dallas, TX 75201",Dallas,9/1/2026,6/30/2027,"$15,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out of commercial office building for business occupancy and assembly spaces of approximately 70,780 SF of Level 3.","70,780 ft 2",GPIF TC Owner,"3230 Camp Bowie Blvd. Suite 500, Fort Worth, Texas 76107",(214) 880-4500,Susan Shores,Gensler,"5005 Greenville Ave., Dallas, Texas 75206",(214) 866-3181,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029053
Spec Suite 270,TABS2026029036,"Atriums at Midway, Building 1","14275 Midway Road Suite 270, Addison, TX 75001",Dallas,9/4/2026,10/16/2026,"$69,200",Renovation/Alteration,"This project is privately funded, on private land for private use.",The scope of this project is a non-structural interior finish-out in an existing single floor suite.,"1,904 ft 2",REC Midway LLC,"14801 Quorum Drive Suite 300, Dallas, Texas 75254",(214) 642-3769,,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",214-638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029036
R.L. Turner High School Renovations,TABS2026029019,R.L. Turner High School,"1600 South Josey Lane, Carrollton, TX 75006",Dallas,6/2/2025,12/15/2026,"$54,400,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovations to an existing 2-story 396,585 sf classroom building.  Spaces affected include classrooms, media center, courtyards, cafeteria, and restrooms","396,585 ft 2",Carrollton - Farmers Branch ISD,"1505 Randolph Street, Carrollton, Texas 75006",(972) 968-6319,,Glenn Partners,"5645 Milton Street, Suite 426, Dallas, Texas 75206",(469) 930-7655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029019
THE BAR METHOD,TABS2026029006,HILLCREST VILLAGE,"6959 Arapaho Rd., Suite 125, Dallas, TX 75248",Dallas,11/10/2026,3/15/2027,"$214,500",Renovation/Alteration,"This project is privately funded, on private land for private use.","EXISTING SPACE, INTERIOR ALTERATION TO INCLUDE NEW WALLS FINISHES FIXTURES AND PAINT","2,100 ft 2",HV DEVELOPMENT PARTNERS LP,"4809 Cole Av.e, #330, DALLAS, Texas 75205",(972) 824-6382,JESSIE SANDERS,ARCVISION,"1950 CRAIG RD STE 300, ST LOUIS, Missouri 63146",(336) 830-1111,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029006
Chase Hillside Dallas - Relo,TABS2026028996,Chase Hillside Dallas - Relo,"6465 E Mockingbird Lane, Dallas, TX 75214",Dallas,8/23/2027,4/14/2028,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.","New Construction of a 1-Story Retail Banking Center w/ (1) Drive-Up ATM and (1) Drive-Up Night Drop (AHD) - (4,077 sq ft)","4,077 ft 2","TREA Hillside Village Owner, LLC","4675 MacArthur Ct, Suite 1100, Newport Beach, California 92660",(786) 514-4242,Joe Hernandez,"Rouch Architects, LLC","1201 Main Street, Suite 1750, Dallas, Texas 75202",(214) 997-6029,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028996
38151 7-Eleven Rev1,TABS2026028941,Exxon Synergy,"8235 Esters Blvd, Irving, TX 75063",Dallas,12/13/2026,1/3/2027,"$425,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel with some new equipment, repaired restrooms, some new décor, upgraded building elevation, clean exterior, repair parking lot, enhance landscaping","3,062 ft 2",Tiburzio Peter JR,"1266 Round Hill Rd, Bryn Mawr, Pennsylvania 19010",972-828-7528,7-Eleven - Kimberly Parenzan,"Sevan Multi-Site Solutions, Inc.","3025 Highland Parkway Suite 850, Downers Grove, Illinois 60515",312-756-7778,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028941
OneSource Virtual,TABS2026028925,9001 Cypress,"9001 Cypress Waters Blvd Suite 100, Dallas, TX 75019",Dallas,8/26/2026,3/26/2027,"$1,659,060",Renovation/Alteration,"This project is privately funded, on private land for private use.",A non-structural interior finish out in a single floor suite.,"21,903 ft 2","CWOP 9001 CWB, LTD.","1722 Routh Street Suite # 770, Dallas, Texas 75201",(214) 270-0922,,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028925
DDP Advanced Aesthetics,TABS2026028923,Methodist Pavilion,"17051 Dallas Pkwy Suite 300, Addison, TX 75001",Dallas,9/11/2026,11/12/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of an out-patient medical office suite,"3,228 ft 2",MHSS-ADDISON LP,"4936 Collinwood Ave. Ste. 113, Fort Worth, Texas 76107",(214) 635-4751,,ANPH Architects,"5499 Glen Lakes Dr Suite 110, Dallas, Texas 75231",(214) 369-9066,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028923
LaserAway Dallas Irving,TABS2026028919,MacArthur Park Shopping Center,"7707 N MacArthur Blvd Suite 130, Irving, TX 75063",Dallas,10/5/2026,12/16/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant fit out to an existing retail store  work to include the construction of interior partitions, ceilings, and finishes. Associated work includes mechanical, electrical, and plumbing systems.","1,604 ft 2","MacArthur Park Property Owner, LLC","11000 Richmond Ave 350, Houston, Texas 77042",(972) 850-2886,,Little Diversified Architecture,"615 S College St, Suite 1600, Charlotte, North Carolina 28202",704 561 3213,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028919
Fusion Interior Refresh - Dallas TX,TABS2026028911,The Shops at Park Lane,"8128 Park Lane, Suite 125, Dallas, TX 75231",Dallas,5/7/2026,8/28/2026,"$480,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","8,400 sf interior refresh project includes new flooring, select painting, lighting replacement, casework replacement and furniture replacement.  No exterior improvements.","8,400 ft 2",NORTHWOOD PL HOLDINGS LLC,"8080 Park Lane  ste.770, Dallas, Texas 75231",(469) 501-2298,Michael Van Dinther,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028911
