project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
EOS Fitness Duncanville,TABS2026017369,EOS Fitness,"114 E. Hwy 67, Duncanville, TX 75137",Dallas,6/4/2026,6/4/2027,"$3,387,525",Renovation/Alteration,"This project is privately funded, on private land for private use.","A tenant renovation project of a 45,167 SF project, including a 2,955 SF mezzanine, to be used as a health and fitness club.","48,122 ft 2",Cole LA Duncanville TX LLC,"11995 El Camino Real, San Diego, New York 92130",(619) 335-9216,Brittany Arquette,"James E. Stroh, Architect, Inc.","2190 E. Pebble Road STE 250,, Las Vegas, Nevada 89123",702-433-1400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017369
Vecino Bakery,TABS2026017366,6090 Campbell,"6090 Campbell Rd, Dallas, TX 75248",Dallas,11/1/2026,11/1/2027,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",COMMERCIAL REMODEL OF AN EXISTING TENANT SPACE IN AN EXISTING BUILDING FOR A RESTAURANT CONCEPT,"3,000 ft 2",DALLAS PC PARTNERS LP,"4809 Cole Ave, Suite 330, Dallas, Texas 75205",(214) 256-7183,David Madrid,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017366
THR Dallas Hamon Level 05 Fit Out,TABS2026017351,Texas Health Dallas - Hamon Tower,"8200 Walnut Hill Lane, Dallas, TX 75231",Dallas,8/1/2026,4/30/2027,"$25,964,841",Renovation/Alteration,"This project is privately funded, on private land for private use.","Fit-out of shell space on level five to include 30 Med Surg Bed, 30 Intermediate Beds and associated spaces.","46,061 ft 2",Texas Health Resources,"612 E Lamar Blvd Fl 6, Arlington, Texas 76011",(214) 345-6010,,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(214) 969-3221,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017351
Bath & Body Works,TABS2026017326,Whiterock Marketplace,"11255 Garland Road, Space 900, Dallas, TX 75218",Dallas,6/1/2026,7/31/2026,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Build out of a 2763 square foot tenant space for a new Bath & Body Works store.,"2,763 ft 2","Whiterock Improvements, L.P.","565 Taxter Road, Suite 400, Elmsford, New York 10523",914-304-5681,Adam Duffy - BBW,GPD Group Professional Corporation,"520 South Main Street, Suite 2531, Akron, Ohio 44311",234-231-7967,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017326
Foundry,TABS2026017316,Old Parkland East Campus,"4030 Maple Avenue Suite 450, Dallas, TX 75219",Dallas,5/26/2026,8/31/2026,"$280,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,169 ft 2",Old Parkland East LP,"3819 Maple Avenue, Dallas, Texas 75219",(214) 661-8000,,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017316
Baylor Scott and White Primary Care,TABS2026017303,Point West Shopping Center,"120 W LBJ Fwy, Lot 5, Coppell, TX 75063",Dallas,5/18/2026,10/15/2026,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TI finish out of shell space - an outpatient clinic.,"6,648 ft 2","Extra Property Holdings, LLC, c/o Sun Holdings, Inc","4515 LYNDON B JOHNSON FWY, Dallas, Texas 75244",(972) 620-2287,Christina Hykel,"REES Associates, Inc","2777 N Stemmons Fwy Suite 1140, Dallas, Texas 75207",(214) 522-7337,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017303
ATI Physical Therapy - Sachse,TABS2026017268,Slate Shops at Sachse,"3301 Miles Rd Suite 100, Sachse, TX 75048",Dallas,8/31/2026,11/2/2026,"$390,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR TENANT IMPROVEMENT OF A 3,000 SQFT. SUITE WITHIN A NEWLY CONSTRUCTED RETAIL SHELL BUILDING. WORK INCLUDES INTERIOR PARTITIONS, LIGHTING/ ELECTRICAL WORK, PLUMBING INCLUDING NEW RESTROOMS, HVAC/ MECHANICAL WORK AND FINISHES. NO EXTERIOR SCOPE","3,000 ft 2",SV Sachse LLC,"5729 Lebanon Road Suite 144589, Frisco, Texas 75034",(214) 718-2626,Louis Morello,MBH Architects,"1708 Wynkoop Street, Denver, Colorado 80202",(805) 551-2963,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017268
26036 - Grand Prairie Event Center,TABS2026017253,26036 - Grand Prairie Event Center,"1825 Galveston Street, Grand Prairie, TX 75051",Dallas,4/10/2026,8/31/2026,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing building ,"13,315 ft 2",CPC Enterprises LLC,"1513 W. Jefferson Street, Grand Prairie, Texas 75051",(214) 808-1095,,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017253
DRS Cleanroom,TABS2026017216,TI NORTH CAMPUS,"13292 N Central Expy, Dallas, TX 75243, Dallas, TX 75243",Dallas,5/1/2026,11/30/2026,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of existing commercial space and exterior revisions to add one overhead door, one man door, and improvements to the mechanical yard.","8,351 ft 2",Texas Instruments inc,"13500 N Central Expy, Dallas, TX 75243, Dallas, Texas 75243",(214) 996-2432,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017216
Gray Reed Dallas - Level 12 Expansion,TABS2026017213,First United Tower,"1854 Woodall Rodgers, Dallas, TX 75201",Dallas,6/30/2026,11/15/2026,"$1,100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This project consists of primarily private office build out with a coffee area and storage areas. The project is considered ""mid"" to ""High"" level with some upgraded finish spec, throughout.","8,557 ft 2","WDC-FUB Office Owner, LLC","1845 Woodall Rodgers Freeway Suite 1700, Dallas, Texas 75201",(214) 855-6012,Jason Rodriguez,Abel Design Group,"777 Post Oak Blvd. Suite 350, Houston, Texas 77056",(713) 622-8899,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017213
