project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
INDIA TODAY,TABS2025010348,INDIA TODAY,"8701 CYPRESS WATERS BLVD #STE. 160, Irving, TX 75063",Dallas,4/2/2025,12/31/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,563 ft 2",BILLINGSLEY COMPANY,"9111 CYPRESS WATER BLVD #STE. 110, DALLAS, Texas 75019",(972) 684-5440,VINOD BABU,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010348
UTEX III Dallas Park Forest LLC,TABS2025010342,Public Storage,"3520 Forest Lane, Dallas, TX 75234",Dallas,2/24/2025,11/3/2025,"$3,500,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Expansion to existing self-storage facility,"42,750 ft 2",UTEX III Dallas Park Forest LLC,"65 E Wadsworth Park Drive #220, DRAPER, Utah 84020",(801) 692-1474,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010342
ChiroMassage Wellness Center,TABS2025010323,Brookriver,"8150 Brookriver Drive suite 110S, Dallas, TX 75247",Dallas,2/3/2025,2/28/2025,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of existing suite for tenant use,"1,352 ft 2","Asheville Holdings, LLC","15 Walker Ave. suite 200, Baltimore, Maryland 21208",(443) 940-0793,Dr. Rene Blaha,Interprise,"14241 Dallas Parkway suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010323
Cedar Hill - Building 2 - KTX TI,TABS2025010287,Cedar Hill - Building 2,"1300 S J Elmer Weaver FWY, Cedar Hill, TX 75104",Dallas,1/27/2025,2/18/2025,"$153,135",New Construction,"This project is privately funded, on private land for private use.","A 154,167 SF finish out consisting of modification of an existing 3,512 SF office space within in an existing 303,833 SF building. ","157,167 ft 2",LIT SRP Lebanon Cedar Hill,"2323 Victory Ave Ste 1500, Dallas, Texas 75219",(817) 360-3756,,GSR Andrade Architects,"2001 North Lamar Street, Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010287
Oakdale Logistics Center - Building 2 - McMahan's Flooring,TABS2025010285,Oakdale Logistics Center - Building 2,"2520 Weir Street, Dallas, TX 75212",Dallas,1/27/2025,3/27/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.","And addition of a demising wall as part of a 226,141 finish out within an existing 318,260. Existing office are to remain. ","226,141 ft 2",BCIF Oakdale Logistics Center LLC,"2601 Olive Street, Suite 2150, Dallas, Texas 75201",(469) 578-9953,,GSR Andrade Architects,"2001 North Lamar Street, Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010285
Office and Warehouse at Carrollton,TABS2025010237,Netsync Network Solutions,"2050 Chenault dr, Carrollton, TX 75006",Dallas,4/10/2025,10/10/2025,"$7,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Site work to accommodate a new loading dock and an interior build-out. Remodel will include changes to the building's occupancy classification from business to a combination of business and warehouse use. ,"66,000 ft 2",Khalid Abunaja,"2500 Westloop South, St 410, houston, Texas 77027",(281) 660-9717,,"CIVE,Inc.","5916 Winsome Ln, houston, Texas 77057",(281) 870-8727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010237
Shorecrest Denton Pickleball Club,TABS2025010222,9203 Denton Drive,"9203 Denton Drive, Dallas, TX 75230",Dallas,3/15/2025,8/15/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of an existing building for pickle ball courts, restrooms and lockers","12,800 ft 2",Ralston Outdoor LLC,"2220 Shorecrest Drive, Dallas, Texas 75235",(214) 543-8627,,"Dean Dekker, Architect","6722 Northport Drive, Dallas, Texas 75230",(214) 549-4747,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010222
PCB Turtle Creek - 13th Floor,TABS2025010213,Park Place on Turtle Creek,"2911 Turtle Creek Boulevard, Suite 1300, Dallas, TX 75219",Dallas,2/3/2025,4/4/2025,"$75,000",New Construction,"This project is privately funded, on private land for private use.","Partial renovation of a second generation interior office space (2,327SF). Work includes general construction and modifications to existing MEP systems.","2,327 ft 2",Piedmont Office Realty Trust,"2911 Turtle Creek Boulevard Suite 125, Suite 125, Texas 75219",(972) 739-7402,Robbie Hawkins,GFF,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010213
Vaquero Private Wealth,TABS2025010212,8111 Douglas,"8111 Douglas Avenue, Suite 1350, Dallas, TX 75225",Dallas,2/3/2025,5/7/2025,"$800,000",New Construction,"This project is privately funded, on private land for private use.","Interior finish-out of a first generation shell space (3,246SF). Work includes general construction and modifications to existing MEP systems.","3,246 ft 2",8111 Douglas Ave. LLC,"8111 Douglas Ave Suite 600, Dallas, Texas 75225",(214) 740-3377,Ryan Maynard,GFF,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010212
Vibe Restaurants,TABS2025010211,Heritage Two,"5001 LBJ Freeway Suite 900, Farmers Branch, TX 75244",Dallas,2/1/2025,6/1/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to tenant suite,"8,722 ft 2",Menashe Properties,"5001 LBJ Freeway Suite 120, Farmers Branch, Texas 75244",(972) 387-3031,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010211
ADOLFSON & PETERSON,TABS2025010172,5950 SHERRY LANE,"5950 SHERRY LANE, SUITE 350, Dallas, TX 75225",Dallas,3/1/2025,5/31/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",ALTERATION OF EXISTING INTERIOR OFFICE SPACE,"16,243 ft 2","5950 SHERRY PROPERTY, LLC, A DELAWARE LIMITED LIABILITY COMPANY","5950 SHERRY LANE, D, Texas 75225",(404) 407-2006,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010172
ABA Center of America,TABS2025010169,Cedar Hill,"950 E Beltline Rd. Suite 100, Cedar Hill, TX 75104",Dallas,2/3/2025,4/28/2025,"$608,400",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 5,891 sq. ft. tenant finish out in Cedar Hill, Texas. ","5,891 ft 2",Healthcare Realty Services LLC,"3900 Junius Street Suite 640, Dallas, Texas 75246",(214) 747-1600,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010169
Benefits Texas,TABS2025010123,Lincoln Centre Two,"5420 LBJ Freeway Suite 1930, Dallas, TX 75240",Dallas,1/27/2025,3/31/2025,"$191,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out, remodel","4,424 ft 2",Nuveen,"4675 MacArthur Court 115th Floor,, Newport Beach, California 92660",949.826.3953,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010123
