project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
MELT & DIP,TABS2025004693,BELTLINE & MAIN,"210 W MAIN ST #STE. 800, Richardson, TX 75216",Dallas,12/1/2024,4/30/2025,"$240,000",New Construction,"This project is privately funded, on private land for private use.",TENANT FINISH OUT ,"1,300 ft 2",PARIS RUTHERFORD,"7001 PRESTON RD, DALLAS, Texas 75225",(214) 446-3915,FAHAD DANISH,MOOSE CONSTRUCTION LLC,"339 JOE FIELD RD, IRVING, Texas 75225",(972) 365-8127,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004693
Chuy's,TABS2025004691,Chuy's,"1520 Greenville Ave., Dallas, TX 75206",Dallas,1/6/2025,5/30/2025,"$1,750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior and exterior remodel of an existing building to accommodate a Chuy's Mexican Food restaurant.,"11,943 ft 2",Chuy's OPCO,"1623 Toomey Road, Austin, Texas 78704",(972) 505-0494,,The Dimension Group,"10755 Sandhill Road, Dallas, Texas 75238",(214) 343-9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004691
4th Floor Corridor,TABS2025004663,Old Parkland,"3819 Maple Avenue 4th Floor, Dallas, TX 75219",Dallas,10/25/2024,2/28/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvement,"1,060 ft 2",Crow Holdings,"3819 Maple Avenue, Dallas, Texas 75219",(214) 922-8484,,ENTOS,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004663
Kroger #209 WIW Remodel 2025,TABS2025004648,Kroger 209,"525 N Galloway Ave, Mesquite, TX 75149",Dallas,12/2/2024,12/31/2024,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Minor interior decor remodel, new fruit cut area.","54,153 ft 2",The Kroger Company,"751 Freeport Parkway, Coppell, Texas 75019",(469) 645-7955,,Heights Venture Architecture + Design,"5741 Legacy Drive Suite 320, Plano, Texas 75024",(281) 854-6148,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004648
Kroger #559 Remodel 2025,TABS2025004644,Kroger 559,"1406 W Walnut St, Garland, TX 75042",Dallas,12/2/2024,12/31/2024,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Minor Interior Decor Updates. adding Fruit Cutting Area within store.,"62,448 ft 2",The Kroger Company,"751 Freeport Parkway, Coppell, Texas 75019",(469) 645-7955,,Heights Venture Architecture + Design,"5741 Legacy Drive Suite 320, Plano, Texas 75024",(281) 854-6148,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004644
BNY Mellon,TABS2025004641,Old Parkland,"3819 Maple Avenue Suite 650, Dallas, TX 75219",Dallas,10/30/2024,3/30/2025,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"5,229 ft 2",Crow Holdings,"3819 Maple Avenue, Dallas, Texas 75219",(214) 922-8484,,ENTOS,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004641
DCOR,TABS2025004625,Tollway Plaza North,"16000 Dallas Parkway Suite 240, Dallas, TX 75248",Dallas,11/8/2024,2/28/2025,"$116,936",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement ,"3,133 ft 2",BSP Tollway PropCo LLC,"3501 Jamboree Road Suite 4200, Newport Beach, California 92660",(312) 596-6803,,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004625
N. Joe Wilson Rd and Calvert Dr.,TABS2025004616,N. Joe Wilson Rd and Calvert Dr.,"N. Joe Wilson Rd and Calvert Dr. Intersection, Cedar Hill, TX 75104",Dallas,1/30/2025,11/18/2025,"$528,129",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",signalization improvements of interaction,"7,000 ft 2",City of Cedar Hill,"285 Uptown Blvd., Cedar Hill, Texas 75104",(972) 291-5126,,"Freese and Nichols, Inc.","12770 Merit Drive Suite 900, Dallas, Texas 75251",(214) 217-2200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004616
Spec Suite 100,TABS2025004610,Central Park Business Center,"1900 Firman Suite 100, Richardson, TX 75081",Dallas,11/15/2024,1/15/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Tenant Finish Out - White Box,"5,518 ft 2",Avistone,"400 Inverness Pkwy. Suite 160, Englewood, Colorado 80112",(858) 480-7131,,DRAWbridge,"2650 FM 407E Suite 145, #149, Bartonville, Texas 76226",(214) 395-2375,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004610
CEC Valley View Warehouse,TABS2025004598,Valley View Industrial,"2450 Valley View Lane, Irving, TX 75061",Dallas,12/1/2024,4/30/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation and finish out of existing shell building to create office and warehouse for a single company.,"123,902 ft 2",Stag TX Holdings LP,"2001 Ross Avenue Suite 400, Dallas, Texas 75201",(214) 560-2372,Richard Swift,"FJ Collaborative, LLC","2829 Willing Avenue, Fort Worth, Texas 76110",(214) 952-3758,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004598
