project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
407 International Parkway - Suite A and B,TABS2024018831,ICP II- Building 4,"407 International Parkway,, Richardson, TX 75081",Dallas,5/20/2024,9/1/2024,"$490,480",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel of existing building and warehouse space for a new tenant. Existing Restrooms to be renovated.,"6,181 ft 2","Cambridge EPA, LLC","11075 Santa Monica Blvd, Suite 250,, Los Angeles, California 90025",(210) 394-8466,Akash,McGregor Murphy Architecture,"310 Whitewing Lane, Murphy, Texas 75094",(817) 454-2384,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018831
"Martin, Disiere, Jefferson, & Wisdom L.L.P.",TABS2024018821,9111 Cypress Waters,"9111 Cypress Waters Blvd Suite 250, Dallas, TX 75019",Dallas,5/17/2024,11/17/2024,"$155,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The scope of this project is a non-structural interior finish-out in an existing single floor suite. Scope includes HVAC and electrical. ,"2,546 ft 2",Billinglsley Company,"1722 Routh Street, Dallas, Texas 75201",(214) 270-0942,,idgroup,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018821
THD Garage 1 Restoration,TABS2024018818,Texas Health Dallas,"8200 Walnut Hill Lane, Dallas, TX 75231",Dallas,1/29/2024,8/30/2024,"$6,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition and reconstruction of upper deck (one raised level) of an existing parking garage. Approximate area = 83,342 sf.","83,342 ft 2",Texas Health Resources,"8200 Walnut Hill Lane, Dallas, Texas 75231",214-345-6210,,Thornton Tomasetti,"8750 N. Central Expy., Suite 700, Dallas, Texas 75231",817.343.9049,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018818
Redbull,TABS2024018813,2200 Main,"2200 Main Street- Floor 5, Dallas, TX 75201",Dallas,6/1/2024,6/15/2024,"$114,675",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation- Affected area 498sf. Total for suite 5,190sf",498 ft 2,Todd Interests,"400 N. Ervay, Suite 150, Dallas, Texas 75201",(214) 468-0707,,Jones Commercial Interiors,"3900 Willow St., Suite 150, Dallas, Texas 75226",(972) 690-3400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018813
Tanium,TABS2024018809,5080 Spectrum Drive,"Suite 400W, Addison, TX 75001",Dallas,5/29/2024,10/1/2024,"$1,572,884",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation/ Alteration,"20,392 ft 2",Acram Group,"5080 Spectrum Drive Suite 530E, Addison, Texas 75001",972-490-6200,,Interprise Design,"14241 Dallas Parkway Suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018809
Chick-fil-A #0529 - I-635 & MacArthur,TABS2024018806,"Chick-fil-A, Inc.","7850 N MacArthur Blvd, Irving, TX 75063-7517, Irving, TX 75063",Dallas,4/18/2025,6/18/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Drive-through modifications to accommodate a 2-2-1 lane drive-through. Re-striping, re-curbing, and repaving to occur throughout the drive-through ","4,995 ft 2","Chick-fil-A, Inc.","5200 Buffington Road, Atlanta, Georgia 30349",(407) 645-5008,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018806
21 Harwood,TABS2024018805,21 Harwood,"2104 S HARWOOD, Dallas, TX 75215",Dallas,8/22/2024,5/13/2026,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.",21 Harwood is duplex project with 10 units. ,"2,000,000 ft 2",Harwood Cedar LLC,"811 S Central Expy, Richardson, TX 75080 #200, Richardson, Texas 75080",(405) 338-5655,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018805
InComm,TABS2024018798,7920 Belt Line,"7920 Belt Line Suite 980, Dallas, TX 75254",Dallas,6/27/2024,12/31/2024,"$330,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing interior office space.,"5,589 ft 2","Dallas HU1, LLC","7920 Belt Line Road, Dallas, Texas 75254",(504) 606-7712,Micki Genung,Interprise Design,"14241 Dallas Parkway Suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018798
CyrusOne DFW6 - Phase 1,TABS2024018795,DFW6,"1510 E Lookout Dr., Richardson, TX 75082",Dallas,6/15/2024,4/15/2025,"$79,800,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Data Center up-fit of an existing facility. There will be no added SF, the existing building is single story with a mezzanine in front of house area for office (125,115 SF). ","125,115 ft 2",CyrusOne LLC,"2850 N. Harwood St., Dallas, Texas 75201",(469) 289-2036,,JHET Architects,"3540 E Broad St., Suite 120-333, Mansfield, Texas 76063",(817) 929-6997,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018795
GuideStone Level 19 Renovation,TABS2024018794,Pinnacle Tower,"5005 LYNDON B JOHNSON FWY Suite 1900, Farmers Branch, TX 75244",Dallas,6/22/2024,12/21/2024,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The scope consists of a a build out of an exsting 19th floor that has already been demoed. New Finishes and partition layout for a financial institution end user. Core stairs and and MEP and RRs are existing. Restrooms will receive new finishes,"23,800 ft 2",5005 LBJ Tower LLC,"5005 LBJ Freeway, Farmers Branch, Texas 75224",972-450-4992,Mark Borchgardt,Corgan,"401 N Houston St, Dallas, TX 75202, Dallas, Texas 75202",214-757-1616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018794
