project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Snarf's Abrams Rd,TABS2025023353,Lakewood Shopping Center,"1908 Abrams Pkwy, Dallas, TX 75214",Dallas,9/1/2025,12/1/2025,"$336,300",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant interior renovations of 2,331 SF to create a sandwich shop","2,331 ft 2","GRI Lakewood, LLC","7200 Wisconsin Avenue, Bathesda, Maryland 20814",301-907-7800,Kristine Punzalan,Chord Design Studio,"1425 Market St, Suite 220, Denver, Colorado 80202",(303) 694-2445,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023353
Pandora Jewelry - Town East Mall,TABS2025023343,Town East Mall,"2063 Town East Mall, Suite 1138, Mesquite, TX 75150",Dallas,8/1/2025,10/1/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing tenant retail space of 648 sf. Work to be located in 488 sf of sales area only. No work in back of house.,648 ft 2,Brookfield Properties,"350 N. Orleans Street, Suite 300, Chicago, Illinois 60654",(312) 960-2688,Nasr Bros Jewelers,Aiello Architecture Design,"1800 Glenview Road, Glenview, Illinois 60025",847-767-0779,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023343
DFW Park 161 Phase III - Logistics Center 14,TABS2025023340,Logistics Center 14,"4215 Mobility Street, Dfw Airport, TX 75261",Dallas,10/1/2025,10/1/2026,"$16,006,659",New Construction,"This project is privately funded, on private land for private use.","Construction of a new shell warehouse building, with a small speculative tenant improvement","407,110 ft 2",Perot Development,"8750 N. Central Expressway Suite 905, Dallas, Texas 75231",(972) 863-9322,,"Downs Design Solutions, LLC","801 East Campbell Rd. Campbell Forum 1 STE 600, Richardson, Texas 75081",(281) 401-9497,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023340
DFW Park 161 Phase III - Logistics Center 13,TABS2025023329,Logistics Center 13,"4175 Mobility Street, Dallas, TX 75261",Dallas,10/1/2025,10/1/2026,"$11,368,011",New Construction,"This project is privately funded, on private land for private use.","Construction of a new shell warehouse building, with a small speculative tenant improvement","243,625 ft 2",Perot Development,"8750 N. Central Expressway Suite 905, Dallas, Texas 75231",972.863.9322,,"Downs Design Solutions, LLC","801 East Campbell Rd. Campbell Forum 1 STE 600, Richardson, Texas 75081",(281) 401-9497,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023329
RWC Texas,TABS2025023321,Mesquite Airport Logistics Center,"1525 Airport Blvd Ste 100, Mesquite, TX 75181",Dallas,8/1/2025,10/31/2025,"$1,600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation,"119,747 ft 2",DG Mesquite III Property Owner LLC,"17301 Preston Rd Ste 550, Dallas, Texas 75252",(972) 560-2820,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023321
MCD ACCU C9 Office Renovation,TABS2025023318,Children's Medical Center Dallas,"1935 Medical District Dr, Dallas, TX 75235",Dallas,9/1/2025,12/12/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Scope of Work includes renovations to two areas of Level 9 of Children's Medical Center Dallas. Renovations include demolition of sinks, cabinets, countertops in existing consultation and sensory gym to transition the spaces into offices. ","1,048 ft 2",Children's Health System of Texas,"1935 Medical District Drive, Dallas, Texas 75235",(214) 456-1932,,GUIDE Architecture,"1108 Quaker Street Suite 130, Dallas, Texas 75207",(214) 960-9773,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023318
T-Mobile Remodel:  #8706- Webb Chapel & Lombardy,TABS2025023296,Fiesta Plaza - Web Chapel Shopping Center,"9751 Webb Chapel Rd., suite 300, Dallas, TX 75220",Dallas,9/14/2025,11/14/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of an existing/open T-Mobile Retail Store, to update to the current design concept.  Includes fixtures, finishes and lighting, as well as operational upgrades to the back of house for employees","2,781 ft 2","United Equities, Inc","4545 Bissonnet, Suite 100, Bellaire, Texas 77401",(214) 435-7125,Jeff Lau,"JLL Architecture, LLC","4300 E Camelback Road, Suite 100, Phoenix, Arizona 85018",480-401-3660,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023296
Vusion Group Expansion,TABS2025023294,Cypress Waters,"3300 OLYMPUS BLVD. Suite 200, Dallas, TX 75019",Dallas,7/14/2025,12/31/2025,"$2,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish-out in an existing single floor suite.,"37,809 ft 2",Billingsley Company,"1722 Routh Street Suite # 770, Dallas, Texas 75201",(214) 270-0942,,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023294
Bank of Texas,TABS2025023292,Bank of Texas,"7600 W Northwest Hwy, Dallas, TX 74103",Dallas,9/1/2025,11/14/2025,"$1,100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel of existing space,"14,537 ft 2","BOKF, NA","PO Box 2300, Tulsa, Oklahoma 74192",(918) 403-9385,,Inventure,"508 S Boston, Tulsa, Oklahoma 74103",(281) 851-6511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023292
Peyton Hall Ramp,TABS2025023277,Southern Methodist University,"6200 Hillcrest Ave, University Park, TX 75205",Dallas,8/1/2025,9/1/2025,"$75,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",ADA Ramp with railing to be added to the existing Peyton Hall building at the South Entry. Approx 500sf work area.,500 ft 2,Southern Methodist University,"6116 N. Central Expressway Str 808, Dallas, Texas 75206",(972) 514-2085,,FBT Architects,"3500 Maple Ave, Ste 1020, Dallas, Texas 75219",(469) 998-5542,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023277
