project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
WDG Office Rennovation,TABS2026003671,Santander Tower,"1601 ELM ST 17th Floor, Dallas, TX 75201",Dallas,11/1/2025,3/31/2026,"$775,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office renovation of a portion of the 17th floor of an existing office high-rise,"7,309 ft 2",1601 Elm Holdings LP,"1601 Elm Street Suite 3110, Dallas, Texas 75201",(214) 922-4021,Jaime Fernandez-Duran,"WDG Architecture Dallas, PLLC","2001 Bryan Street Suite 3100, Dallas, Texas 75201",(214) 969-6820,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003671
COWORKWARE,TABS2026003650,PROPOSED OFFICE / WAREHOUSE,"2431 CAMP AVENUE, Carrollton, TX 75006",Dallas,1/5/2026,8/3/2026,"$7,500,000",New Construction,"This project is privately funded, on private land for private use.",PROPOSED OFFICE WAREHOUSE,"65,664 ft 2",OURPOOL TECHNOLOGIES INC,"5301 ALPHA RD #80, DALLAS, Texas 75240",(214) 924-7818,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003650
ARS,TABS2026003644,SIGNATURE EXCHANGE,"14785 PRESTON RD. SUITE 1030N, Dallas, TX 75254",Dallas,10/17/2025,2/28/2026,"$192,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",NON-STRUCTURAL INTERIOR FINISH OUT IN AN EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC AND ELECTRICAL.,"5,616 ft 2","SIGNATURE EXCHANGE PROPERTY OWNER, LLC","277 PARK AVENUE, NEW YORK, New York 10172",(972) 383-8720,,idGROUP,"2641 IRVING BLVD., DALLAS, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003644
Site One - Hutchins,TABS2026003637,"1200 W Wintergreen Rd, Suite 200, Hutchins, TX 75141","1200 W Wintergreen Rd Suite 200, Hutchins, TX 75141",Dallas,11/10/2025,11/17/2025,"$118,866",Renovation/Alteration,"This project is privately funded, on private land for private use.",The installation of commercial storage racking only.  No other work is associated with this work (5080 sqft),"5,080 ft 2","CIVF VI TX 1B01, LLC","5005 LBJ Freeway Suite 860, Dallas, Texas 75244",(469) 912-7464,Tom Barnable,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003637
NYSE - TEXAS,TABS2026003632,"Old Parkland, Resolute Tower","4020 Maple Ave, Dallas, TX 75219",Dallas,11/3/2025,6/30/2026,"$9,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant Improvement of the 8th floor of Resolute Tower.  14,856, square feet","14,856 ft 2","Old Parkland East, L.P.","3819 Maple Ave, Dallas, Texas 75219",214-661-8000,Ryan Hunt,Hoefer Welker,"500 N Akard St. Suite 2450, Dallas, Texas 75201",214.445.4400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003632
Progressive,TABS2026003610,The Gild North,"8350 North Central Expressway, Suite 800, Dallas, TX 75206",Dallas,10/20/2025,1/31/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of interior office space within high rise commercial office building,"10,751 ft 2","FACW CC PropCo, LLC","312 S Cedros Ave, Suite 301, Solana Beach, California 92075",858-436-3600,,Go Studio,"1201 Main Street, Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003610
Karat Homes,TABS2026003602,1212 Corporate,"1212 Corporate Drive Suite 450, Irving, TX 75038",Dallas,10/17/2025,12/15/2025,"$107,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvements,"3,452 ft 2","1212 Irving, LLC","1475 Powell Street Suite 201, Emeryville, California 94608",(972) 284-1000,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003602
La La Market facade renovation,TABS2026003596,"La La Market, LLC","600,610 S Sherman St, Richardson, TX 75081",Dallas,11/1/2025,8/1/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Exterior Facade renovation.,"45,921 ft 2","La La Market, LLC","4143 MAPLE AVE STE 210, Dallas, Texas 75219",(214) 718-0707,,"Amara Architects, LLC","600 S Sherman ST, Suite 108b, Richardson, Texas 75081",469 246 1276,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003596
GM Financial Las Colinas 5th Floor,TABS2026003590,GM Financial Las Colinas 5th Floor,"220 E Las Colinas Blvd, Irving, TX 75039",Dallas,11/17/2025,1/30/2026,"$1,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of level five including the elevator lobby, office space, and restrooms.","19,965 ft 2",GM Financial,"801 Cherry St #3500, Fort Worth, Texas 76102",(800) 284-2771,,VLK,"1320 Hemphill St, Suite 400, Fort Worth, Texas 76104",(817) 633-1600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003590
Rejuvenation Inwood Village,TABS2026003561,Rejuvenation Inwood Village,"5370 W LOVERS LANE, SUITE 322, Dallas, TX 75209",Dallas,1/1/2026,6/1/2026,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","DEMOLITION, NEW PARTITIONS, NEW CEILINGS, NEW FINISHES, STRUCTURAL, PLUMBING, MECHANICAL, ELECTRICAL. BUILDING ENVELOPE INCLUDES STOREFRONT AND ASSOCIATED STRUCTURAL ","7,013 ft 2","L&B REALTY ADVISORS, LLP","5910 N. CENTRAL EXPRESSWAY, SUITE 120, Dallas, Texas 75206",214.989.0800,Jimmy Castellucci,"INTERIOR ARCHITECTS, INC","711 LOUISIANA STREET, SUITE 1950, HOUSTON, Texas 77002",214.935.6925,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003561
Sphere Rocket,TABS2026003557,Two Colinas Crossing,"11511 Luna Road, Farmers Branch, TX 75234",Dallas,10/20/2025,1/31/2026,"$449,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement ,"7,735 ft 2",Reserved Capital Partners,"12404 Park Central Drive, Dallas, Texas 75251",(972) 897-7913,,ENTOS Design,"5400 Lyndon B Johnson Fwy, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003557
Divine Pasta Dallas,TABS2026003555,Divine Pasta,"3061 W Saner Ave., Dallas, TX 75233",Dallas,11/26/2025,3/27/2026,"$7,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of Existing Building Shell Space for food processing and storage facility for packaged goods,"145,000 ft 2",MAXGARDEN PROPERTIES LLC,"9436 RUSH ST, South El Monte, California 91733",(214) 854-0338,James Meadows - Divine Pasta,Elements of Architecture,"1201 6th Ave., Fort Worth, Texas 76104",817-333-2880,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003555
17Seventeen Conference Center,TABS2026003518,17Seventeen,"1717 Mckinney Ave Suite 725, Dallas, TX 75201",Dallas,10/30/2025,12/17/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC AND ELECTRICAL.,"3,080 ft 2",GAEDEKE HOLDINGS XIV LTD,"3710 RAWLINS ST Suite 1100, Dallas, Texas 75219",(214) 273-3312,,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003518
