project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Chase Irving - Relo,TABS2026025569,Chase Irving - Relo,"NWQ 183 and N Belt Line Road, Irving, TX 75062",Dallas,11/16/2026,7/5/2027,"$3,704,377",New Construction,"This project is privately funded, on private land for private use.","New Construction of a 1-Story Retail Banking Center w/ (1) Walk-Up ATM, (3) Drive-Up ATM's and (1) Drive-Up Night Drop (AHD) - (4,592 sq ft)","4,592 ft 2","RTS & M, LLC","5956 Sherry Lane, Suite 2000, Dallas, Texas 75225",(214) 244-0040,Joe Hernandez  - Chase,"Rouch Architects, LLC","1201 Main Street, Suite 1750, Dallas, Texas 75202",(214) 997-6029,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025569
25158 - Box Addison Office,TABS2026025550,25158 - Box Addison Office,"1 Commercial Drive, Addison, TX 75001",Dallas,9/1/2026,4/1/2027,"$2,025,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a two-story office building ,"5,751 ft 2",BIG Addison Office,"741 Timber Ridge Lake Rd, Graham, Texas 76450",(214) 538-1886,,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025550
Fifth Third Sunnyvale,TABS2026025543,Fifth Third Bank,"3350 N. Beltline Rd., Sunnyvale, TX 75182",Dallas,12/2/2026,7/1/2027,"$3,250,000",New Construction,"This project is privately funded, on private land for private use.","New ground up retail bank: one level building, approx. 2400 SF, including a two lane drive-thru and trash enclosure. ","2,400 ft 2","Hope Development Partners 2, LLC","129 N. Collins Rd. Suite 2216, Sunnyvale, Texas 75182",(214) 457-6493,Tammala Brooks,"BDG Architects, LLP","2308 1st Avenue South, Birmingham, Alabama 35233",(813) 954-2211,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025543
2846 Storey,TABS2026025537,2846 Storey,"2846 Storey Lane, Dallas, TX 75220",Dallas,7/24/2026,9/18/2026,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Fire restoration,"4,000 ft 2",2846 Storey LLC,"5742 Darling Street, Houston, Texas 77007",(940) 595-5599,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025537
Barnes & Noble,TABS2026025535,Epic West Towne Crossing,"3166 State Highway 161, Grand Prairie, TX 75052",Dallas,1/4/2027,3/20/2027,"$526,800",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Tenant fit-out within an existing space in an existing building with no change in occupancy or use. Total gross square footage of 16,284 sf.","16,284 ft 2","Epic West USA, LLC","201 Alhambra Circle Suite 702, Coral Gables, Florida 33134",305-546-7144,B&N Mike Henry,HBC Architects,"122 West 27th Street 4th Floor, New York, New York 10001",347-821-3005,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025535
Sherwin Williams Foam House,TABS2026025530,Property On Shiloh Road,"701 S Shiloh Road, Garland, TX 75042",Dallas,8/31/2026,12/31/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Finish-Out,"5,000 ft 2",VALSPAR CORPORATION,"PO BOX 6027, CLEVELAND, Ohio 44101",1-877-825-7727,Quy Nugyen,Sector 3 Design,"7301 State Hwy 161 Ste 148, Irving, Texas 75039",214-995-2299,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025530
Cummings TI,TABS2026025511,GSW 86,"2615 Gifford St, Grand Prairie, TX 75050",Dallas,8/14/2026,12/1/2026,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Existing shell building remodel to expand existing NE office area.,"322,215 ft 2",LIBERTY PROPERTY LP,"650 E SWEDESFORD RD STE 400, Wayne, Pennsylvania 19087",(832) 547-7765,,Meinhardt & Associates Architects PLLC,"14643 Dallas Parkway Suite 636, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025511
Triumph Bank - 16th Floor Renovation,TABS2026025503,Park Central 3,"12700 Park Central Dr. Suite 1600, Dallas, TX 75207",Dallas,11/9/2026,12/11/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Non-structural interior finish-out in an existing single floor suite for Triumph Bank. Scope includes new finishes, minor wall construction, HVAC adjustments, plumbing for new coffee/break area, and some new electrical/lighting.","24,952 ft 2","McKnight Park Central, LLC","317 East Carson Street Suite 146, Pittsburgh, Pennsylvania 15219",(412) 281-9000,Gail Lehmann,The idGROUP,"2641 Irving Boulevard, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025503
MealSuite Suite 525,TABS2026025499,Heritage Two,"5001 LBJ Freeway, Suite 525, Farmers Branch, TX 75244",Dallas,8/1/2026,12/31/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of approximately 2,800 SF of existing office space on the first level in an existing office building.","2,800 ft 2",Menashe Properties Management Office,"5001 LBJ Freeway, Suite 120, Farmers Branch, Texas 75244",972-639-8477,Julie Cavaliere,GENSLER,"5005 Greenville Avenue, Dallas, Texas 75206",214-273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025499
Balfour Beatty,TABS2026025498,One Victory Park,"2323 Victory Ave, Dallas, TX 75202",Dallas,8/3/2026,2/28/2027,"$6,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Proposed scope of work includes demolition of previous tenant interiors, for new construction of interior non-structural partitions for open office, meeting rooms, break room, IDF/server. ","28,466 ft 2",CLPF One Victory LP c/o Clarion Partners LLC,"One Madison Avenue, New York, New York 10010",212-883-2500,Shawna Lucker,GENSLER,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025498
