project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Shell Shack,TABS2025024417,Arlington Highlands,"4000 Five Points Blvd Suite 101, Arlington, TX 76018",Tarrant,8/28/2025,2/27/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out of an existing shell building space for a restaurant.,"3,727 ft 2",Fairbourne Properties LLC,"200 South Michigan Ave. Suite 400, Chicago, Illinois 60604",(817) 466-4747,Jim Mazany,Civitarese Morgan Architecture,"3341 Regent Blvd Suite 130-321, Irving, Texas 75063",(214) 613-0680,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024417
Slate Salon,TABS2025024389,Slate Salon,"3901 West Freeway Suite 125, Fort Worth, TX 76107",Tarrant,9/1/2025,12/22/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Light aesthetic remodel to an existing vacant tenant space for a new hair salon,"1,456 ft 2","JCO Properties LP, a texas limited partnership","2732 Shamrock Ave Suite 150, Fort Worth, Texas 76107",(817) 291-2704,Will Arnold,Lightly Interiors,"459S Jennings Ave, Fort Worth, Texas 76104",(817) 897-4398,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024389
"THHEB POB 3 RR RENO, FLOORS 1-3",TABS2025024378,"TEXAS HEALTH HEB, POB3","251 WESTPARK WAY, Euless, TX 76040",Tarrant,9/29/2025,12/22/2025,"$360,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION,"1,207 ft 2",TEXAS HEALTH RESOURCES,"612 E. LAMAR BLVD, SUITE 190, ARLINGTON, Texas 76011",817.848.4586,,"THIEL & THIEL, INC.","700 N. CARROLL AVE., SUITE 100, SOUTHLAKE, Texas 76092",817.581.3838,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024378
Albert Enterprises - Debbie Lane Southwest,TABS2025024359,Debbie Lane Southwest,"Corner of Debbie Lane and Matlock Rd, Mansfield, TX 76063",Tarrant,8/25/2025,2/2/2026,"$3,800,000",New Construction,"This project is privately funded, on private land for private use.","Two ground up, cold, wet, dark, wood framed retail shell buildings","18,842 ft 2",Albert Enterprises,"14114 Dallas Parkway, Dallas, Texas 75254",(214) 483-0040,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024359
EVTOL FBO Remodel,TABS2025024344,Arlington FBO Arlington Air Center,"5070 South Collins St., Arlington, TX 76018",Tarrant,9/1/2025,2/1/2026,"$100,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The scope of this project includes, an interior remodel for an FBO located at Arlington Municipal Airport along with new heliport parking positions, and ground vehicle parking improvements. ","62,700 ft 2",Arlington Municipal Airport,"5000 S Collins Street, Arlington, Texas 76018",(817) 459-5990,,Kimley Horn,"13455 Noel Road Two Galleria Office Tower, Dallas, Texas 75240",(214) 256-4911,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024344
Arlington Highlands MOB 2,TABS2025024332,Arlington Highlands MOB 2,"461 Highlander Blvd., Arlington, TX 76014",Tarrant,9/1/2025,6/30/2026,"$1,700,000",New Construction,"This project is privately funded, on private land for private use.",New shell space with adjacent parking,"16,580 ft 2",Highlander MOB Partners LLC,"251 E Southlake Blvd Suite 100, Southlake, Texas 76092",817.337.3433,,Covenant Architecture,"106 E Church St., Weatherford, Texas 76086",(817) 565-9826,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024332
Unitedhealth Group North Richland Hills (1118230),TABS2025024331,Unitedhealth Group (TX491),"9151 Boulevard 26, North Richland Hills, TX 76180",Tarrant,9/1/2025,12/15/2025,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant improvement/remodel of an existing unoccupied suite. Work will include demolition, construction of new walls, doors, millwork, ceilings, finishes, and MEP systems. ","5,000 ft 2","CCI - Richland Hills I, LP","500 N Capital of Texas Hwy Bldg. 1, Ste 200, Austin, Texas 78746",(218) 745-1278,Jaden Stone,RSP Architects,"600 W 6th Street, Ste 100, Fort Worth, Texas 76102",(682) 200-0340,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024331
Hampton Inn & Home2 Suites By Hilton,TABS2025024324,Hampton Inn & Home2 Suites By Hilton,"1031 West State Hwy 114, Grapevine, TX 76051",Tarrant,10/1/2025,2/1/2027,"$14,000,000",New Construction,"This project is privately funded, on private land for private use.","5 STORY HOTEL LOCATED IN GRAPEVINE, TEXAS AT THE CORNER OF STATE  HIGHWAY 121 AND STATE HIGHWAY 114 PARENT BRAND: HILTON HOTEL - DUAL BRAND HOTEL BRAND: HAMPTON INN & HOME2 OVERALL HEIGHT:  75' - 6"" HIGH,  GENERAL SPACES: MEETING SPACES, WARMING KITC","117,604 ft 2",Hitesh Jariwala,"8601 Lindenwood Lane, Irving, Texas 75063",(469) 233-3078,,Type-Six Design and Development,"920 South Main Street Suite 150, Grapevine, Texas 76051",817.690.2195,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024324
Hussmann,TABS2025024319,Blazing Trail Building 5,"2900 Mark IV Parkway, Suite 400, Fort Worth, TX 76106",Tarrant,8/25/2025,12/31/2025,"$850,000",New Construction,"This project is privately funded, on private land for private use.",First time finish out of industrial building ,"24,000 ft 2",Lincoln Property Company,"8111 Douglas Ave suite 600, Dallas, Texas 75225",(214) 740-3300,,Alliance Architects,"1600 N. Collins Blvd, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024319
Cantey Hanger Law Expansion,TABS2025024309,Cantey Hanger Plaza,"600 West 7th Street, Suite 250, Fort Worth, TX 76102",Tarrant,8/7/2025,12/4/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish out of existing office space,"2,960 ft 2",First on 6th LP,"500 w 7th street, suite 400, fort worth, Texas 76102",(817) 877-3300,,interprise design,"14241 dallas parkway, suite 260, dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024309
