project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Chipotle MG - Debbie & Matlock #6399,TABS2026021103,Chipotle MG - Mansfield TX (Debbie & Matlock),"1590 E Debbie Ln Suite 100, Mansfield, TX 76063",Tarrant,10/19/2026,3/9/2027,"$400,000",New Construction,"This project is privately funded, on private land for private use.",First generation fast casual restaurant Interior finish out inside new shell building space,"2,400 ft 2",Deblock Retail Partners LLC,"14114 Dallas Parkway Suite 670, Dallas, Texas 75254",(214) 882-1414,Deanna Raithel,Apogee,"16775 Addison Rd Suite 500, Addison, Texas 75001",(972) 977-8387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021103
Carey St Warehouse,TABS2026021084,Carey St Warehouse,"4908 Carey St, Fort Worth, TX 76119",Tarrant,6/15/2026,2/15/2027,"$750,000",New Construction,"This project is privately funded, on private land for private use.",GROUND UP NEW CONSTRUCTION OF AN OFFICE & WAREHOUSE SPACE.,"10,555 ft 2",4900 CAREY LLC,"8350 N CENTRAL EXPW AUITE 1900, Dallas, Texas 75206",(972) 890-6799,,Agent Architecture,"1414 Belleview St, Dallas, Texas 75215",214-775-0823,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021084
Floor Barn,TABS2026021062,Floor Barn,"12200 South Freeway, Fort Worth, TX 75201",Tarrant,6/1/2026,6/30/2026,"$97,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Rebuild of front elevation from vehicle impact including repairing CMU block wall.,"1,400 ft 2",TFG BURLESON LP,"2121 N AKARD ST STE 250, Dallas, Texas 75201",(817) 426-3900,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021062
AFW1 Renovation,TABS2026021022,AFW1 Fulfillment Center,"1851 NE Loop 820, Fort Worth, TX 76131",Tarrant,6/1/2026,1/1/2027,"$7,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The project at AFW1 is intended to address structural deficiencies within the product storage and packaging areas.  The work will include installing structural reinforcement at key locations on the office and AR mezzanines.  ,"213,000 ft 2","Realty Income U.S. Core Plus TX 1, LP","11995 El Camino Real, San Diego, California 92130",858-284-5277,Jeff Garza,Thornton Tomasetti,"235 Montgomery Street, San Francisco, California 94104",917-359-1562,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021022
Take 5 Oil Change - FW Blue Mound,TABS2026021013,Take 5 oil Change,"6732 Blue Mound, Fort Worth, TX 76131",Tarrant,3/2/2026,10/29/2027,"$850,000",New Construction,"This project is privately funded, on private land for private use.",New oil change facility,"1,648 ft 2",Blue Mound Stone Partners,"4143 Maple Ave Suite 325, Dallas, Texas 75219",(760) 638-1399,,Cor3 Design Firm,"125 Rhett St Unit 101, Greenville, South Carolina 29601",(864) 990-3079,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021013
FWISD WORTH HEIGHTS ELEMENTARY SCHOOL,TABS2026021004,FWISD WORTH HEIGHTS ELEMENTARY SCHOOL,"519 E Butler St, Fort Worth, TX 76110, Fort Worth, TX 76110",Tarrant,9/1/2026,5/29/2029,"$51,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project."," 98,627 SF replacement campus construction and demolition of existing","98,627 ft 2",Fort Worth ISD,"7060 Camp Bowie Blvd., Fort Worth, Texas 76116, Fort Worth, Texas 76116",817-814-2000,,Perkins&Will,"2218 Bryan St #200, Dallas, TX 75201, Dallas, Texas 75201",214-283-8700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026021004
121 & 183 Commerce Center,TABS2026020984,121 & 183 Commerce Center,"2050 Forum Pkwy, Bedford, TX 76021",Tarrant,5/22/2026,3/22/2027,"$8,000,000",New Construction,"This project is privately funded, on private land for private use.","B1 - 62,000 SQ FT / B2 - 42,000 SQ FT  (SHELL BUILDINGS) CIVIL/SITE WORK, PARKING LOTS AND TRUCK COURTS FOR EACH BUILDING","62,000 ft 2",FREEDOM CENTER DFW,"2000 FORUM PKWY, BEDFORD, Texas 76080",(413) 636-3493,,ALLIANCE ARCHITECTS,"1600 N. Collins Blvd. Suite 1000, Richardson, Texas 75080",214-755-6736,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020984
5657 Watauga Metal Building,TABS2026020968,Zion Warehousing Metal Building,"5657 Watauga Road, Watauga, TX 76148",Tarrant,5/30/2026,12/31/2026,"$500,000",New Construction,"This project is privately funded, on private land for private use.","Build a 5000sf metal building Kit, divided in three suites  ","5,000 ft 2",Zion Warehousing LLC,"1201 Riverside Road, Roanoke, Texas 76262",(817) 832-1243,,BAGHI STRUCTURAL ENGINEERING LLC,"5900 Balcones Drive, Austin, Texas 78731",(318) 243-6360,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020968
McAlister's Deli,TABS2026020964,1241 Keller Parkway,"1241 Keller Parkway, Suite#100,, Keller, TX 76248",Tarrant,3/16/2026,6/14/2026,"$550,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant build-out of a McAlister's Deli restaurant - 2353 sf,"2,353 ft 2",BOMAC KELLER 1709 LLC,"508 Wagonwheel Ct., Colleyville, Texas 76034",817-778-4711,The Saxton Group,Angela Marie Odom,"4877 Pecan Ridge E, Mobile, Alabama 36619",251-454-4407,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020964
ARLINGTON NORTH - PET-CT,TABS2026020959,ARLINGTON CANCER CENTER / 06769985,"906 W RANDOL MILL ROAD, Arlington, TX 76012",Tarrant,11/1/2026,3/31/2027,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","3,732 S.F. (GROSS)","3,732 ft 2",Arlington Memorial Hospital,"612 E. Lamar Blvd Suite 660, Arlington, Texas 76011",(682) 236-6201,Meredith Whitley,"RS&H, Inc.","4835 LBJ Freeway Suite 700A, Dallas, Texas 75244",469 314 3424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020959
Smokehouse Republic,TABS2026020950,"6815 Rendon Bloodworth, LLC","6879 Rendon Bloodworth Road Suite 612, Fort Worth, TX 76140",Tarrant,5/23/2026,11/1/2026,"$1,770,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Fast casual restaurant finish out, 2061 square feet","2,061 ft 2","6815 Rendon Bloodworth, LLC","PO Box 170155, Arlington, Texas 76003",(817) 657-8607,Brandon Anderson,No. 10 Design Group,"219 N. Walnut Creek Dr., Mansfield, Texas 76063",(817) 477-1329,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020950
Hertz DFW - Garage Reallocation,TABS2026020948,Rental Car Center,"2424 E 38th St.,, Dfw Airport, TX 75261",Tarrant,6/1/2026,6/30/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvements for Hertz/Dollar/Thrifty at Rental Car Center Customer Service Building.,"3,900 ft 2",DFW Airport,"2400 Aviation Drive, DFW Airport, Texas 75261",(972) 973-6276,,PGAL,"1425 Ellsworth Industrial Blvd, Suite 15, Atlanta, Georgia 30318",281-850-0955,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020948
Wells Fargo - South Hulen - Refurb 2026,TABS2026020942,Wells Fargo,"7300 S Hulen St, Fort Worth, TX 76133",Tarrant,2/15/2027,3/29/2027,"$180,820",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation to include non-structural partitions, doors, furniture, finishes, millwork, and equipment. Exterior improvements to path of travel to main accessible entrance. ","3,725 ft 2",Wells Fargo Bank NA,"333 Market Street, San Francisco, California 94105",(210) 426-0544,,"Interior Architects, Inc.","711 Louisiana St, Suite 1950, Houston, Texas 77002",214-935-6925,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020942
