project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Puppy Dreams,TABS2024012293,The Crossing,"9147 TX-26 #485, North Richland Hills, TX 76180",Tarrant,4/15/2024,7/15/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Finish for a Retail Puppy Store and Grooming in prior strip mall space of similar use.,"2,691 ft 2",UG2 Crossing TX LP,"1000 Fourth Street Suite #290, San Rafael, California 94901",972-521-3099,Chet Bhakta,Design Parameters LLC,"6373 Silver Stream Ln, Frisco, Texas 75036",(214) 784-5014,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012293
"Reece - Fort Worth, TX",TABS2024012264,Reece,"2322 Franklin Dr, Fort Worth, TX 76106",Tarrant,4/8/2024,10/8/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Partial interior improvement of existing building for a 3000 sqft space,"3,000 ft 2",Fund Vii Franklin Drive Investors LLC c/o High Street Logistics,"5728 Lyndon B Johnson Fwy #225, Dallas, Texas 75240",(469) 328-8645,Soy Thomas,Abbot Studios,"471 East Broad Street #1700, Columbus, Ohio 43215",614-484-5188,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012264
Trentman Street Bridge Replacement and Pavement Reconstruction,TABS2024012205,N/A,"Trentman Streeet, Fort Worth, TX 76119",Tarrant,4/15/2024,5/1/2025,"$6,685,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Reconstruction of existing roadway with 26,500 SF of concrete pavement, 4,000 SF of asphalt pavement, 6,880 SF of sidewalks, ramps, and driveways.  Replacement of approx 100 LF bridge structure across Prairie Dog Creek.","26,500 ft 2",City of Fort Worth,"200 Texas Street, Fort Worth, Texas 76102",(817) 392-5536,,"VRX, Inc.","2500 N Dallas Pkwy Suite 450, Plano, Texas 75093",469-371-3237,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012205
Trinity Metro Bus Pad Improvement Project - Phase 2A,TABS2024012201,VariouCa,"Various Locations, Fort Worth, TX 76102",Tarrant,2/1/2024,3/30/2024,"$358,603",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",New sidewalk and concrete bus pads at various locations around City of Fort Worth.,"10,000 ft 2",City of Fort Worth,"200 Texas Street, Fort Worth, Texas 76102",(682) 329-3215,,"Dunaway Associates, LLC","550 Bailey Avenue, Suite 400, Fort Worth, Texas 76107",(682) 347-6744,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012201
Whitley Penn - Ft. Worth Renovation  (39241166),TABS2024012175,Frost Tower Fort Worth,"640 Taylor Street Ste 2200, Fort Worth, TX 76102",Tarrant,3/15/2024,5/15/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","1440 USF, creating new offices from previous rooms.","1,440 ft 2",ANTHRACITE REALTY PARTNERS LLC,"640 Taylor Street Ste 2400, Fort Worth, Texas 76102",(817) 6392263,Mike Herman,DLR Group,"2500 Pacific Avenue Suite 1600, Dallas, Texas 75226",(214) 747-2511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012175
A New Medical Office Bldg. for Pediatric Eye Specialists,TABS2024012166,A New Medical Office Bldg. for Pediatric Eye Specialists,"129 Chandler Rd., Keller, TX 76248",Tarrant,3/1/2024,10/31/2024,"$1,350,000",New Construction,"This project is privately funded, on private land for private use.",A new 5885 sf medical building for a pediatric eye care group.,"5,885 ft 2",PES Management,"321 S. Henderson St., Fort Worth, Texas 76104",(817) 529-9949,,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012166
Fort Worth Toyota,TABS2024012163,Fort Worth Toyota,"449 West Loop 820 South, Fort Worth, TX 76108",Tarrant,4/1/2024,10/31/2025,"$19,000,000",New Construction,"This project is privately funded, on private land for private use.",new facility for Fort Worth Toyota,"82,136 ft 2","Doherty Holdings Eleventh, LLC","2925 Mall Hill Drive, Lakeland, Florida 33810",(817) 988-7906,,"VLK Architects, Inc.","1320 Hemphill St, Suite 400, Fort Worth, Texas 76104",(817) 633-1600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012163
Melt Ice Cream LLC,TABS2024012154,Melt Ice Cream LLC,"685 John B Sias #985, Fort Worth, TX 76134",Tarrant,3/1/2024,6/30/2024,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish-out of office and production area,"9,900 ft 2",Conti Edgecliff-Sias LLC,"6913 Camp Bowie Blvd., Fort Worth, Texas 76116",817-926-2067,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012154
Marcos Pizza,TABS2024012146,La Marina Plaza,"4504 Boat Club Rd., Fort Worth, TX 76135",Tarrant,3/18/2024,6/28/2024,"$165,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out of existing lease space.,"1,157 ft 2",Cardarelli Properties,"4504 Boat Club Rd., Fort worth, Texas 76135",(408) 857-4950,,S-Cubed Architects,"124 Donald Dr., Hurst, Texas 76053",(817) 431-0741,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012146
Trinity Valley School Upper School Library Renovation,TABS2024012122,Trinity Valley School,"7500 Dutch Branch Road, Fort Worth, TX 76132",Tarrant,5/23/2023,8/9/2024,"$548,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to the existing Upper School Library,"5,600 ft 2",Trinity Valley School,"6700 Dutch Branch Road, Fort Worth, Texas 76132",(817) 321-0158,,GFF Design,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012122
Hyundai Alliance,TABS2024012077,TT of Alliance,"11001 North FWY, Fort Worth, TX 76117",Tarrant,5/1/2024,8/1/2024,"$738,990",New Construction,"This project is privately funded, on private land for private use.",Shade canopies for parking lot,"76,000 ft 2","TT of Alliance, Inc","11001 North FWY, Fort Worth, Montana 76117",561-613-1183,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012077
Action Behavior Center Saginaw,TABS2024012038,Action Behavior Center Saginaw,"6761 Old Decatur Road, Fort Worth, TX 76179",Tarrant,3/1/2024,12/31/2024,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 5,923 square-foot tenant finish-out project in an existing shell for Action Behavior Centers office and therapy clinic.","5,923 ft 2",Morning Dreams Real Estate LLC,"4812 Rabbit Trl, Plano, Texas 75074",972-741-7903,Connor Coleman,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012038
TCU Athletics Human Performance Center,TABS2024012028,TCU Athletics Human Performance Center,"3000 Stadium Drive, Fort Worth, TX 76109",Tarrant,1/31/2024,8/31/2025,"$38,500,000",New Construction,"This project is privately funded, on private land for private use.","Football Performance Center consisting of weightroom space at level 1, studios and warm up track at level 2, Restoration and Wellness  Center with equip drop and car wah with plunge pool.","26,915 ft 2",TCU,"2800 S. University Drive, Fort Worth, Texas 76109",(817) 257-6467,,Populous,"1722 Routh Street, Suite 112, Dallas, Texas 75201",(469) 862-0908,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012028
Sunroom,TABS2024012022,Sunroom,"761 Lonesome Dove Trail, Hurst, TX 76054",Tarrant,3/15/2024,3/22/2024,"$60,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","We are going to install quantity of 1 sliding door, quantity of 4 fixed panel windows, aluminum panels in between and the roof glass to build a sunroom.",264 ft 2,Bikram Khanal,"761 Lonesome Dove Trail, Hurst, Texas 76054",(469) 497-7171,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012022
Mercantile 820 Logistics Center - Building 4,TABS2024011963,Building 4,"4201 Northern Cross, Haltom City, TX 76137",Tarrant,4/26/2024,1/15/2025,"$14,434,268",New Construction,"This project is privately funded, on private land for private use.","NEW 220,640 SF GROUND UP COLD DARK SHELL WAREHOUSE BUILDING. ","220,640 ft 2","Velocis Mercantile 820 JV, LP","300 Crescent Court, Suite 850, Dallas, Texas 75201",214-447-7669,,Ware Malcomb,"3090 Nowitzki Way, Suite 300, Dallas, Texas 75219",281-954-2514,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011963
Mercantile 820 Logistics Center - Building 3,TABS2024011961,Building 3,"4000 N.E. Loop 820, Haltom City, TX 76137",Tarrant,4/16/2024,12/17/2024,"$10,477,667",New Construction,"This project is privately funded, on private land for private use.","NEW 160,513 SF GROUND UP COLD DARK SHELL WAREHOUSE BUILDING. ","160,513 ft 2","Velocis Mercantile 820 JV, LP","300 Crescent Court, Suite 850, Dallas, Texas 75201",214-447-7669,,Ware Malcomb,"3090 Nowitzki Way, Suite 300, Dallas, Texas 75219",281-954-2514,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011961
Mercantile 820 Logistics Center - Building 2,TABS2024011960,Building 2,"4151 Northern Cross, Haltom City, TX 76137",Tarrant,5/6/2024,1/17/2025,"$8,872,416",New Construction,"This project is privately funded, on private land for private use.","NEW 136,406 SF GROUND UP COLD DARK SHELL WAREHOUSE BUILDING. ","136,406 ft 2","Velocis Mercantile 820 JV, LP","300 Crescent Court, Suite 850, Dallas, Texas 75201",214-447-7669,,Ware Malcomb,"3090 Nowitzki Way, Suite 300, Dallas, Texas 75219",281-954-2514,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011960
Mercantile 820 Logistics Center - Building 1,TABS2024011957,Building 1,"4101 Northern Cross, Haltom City, TX 76137",Tarrant,5/16/2024,2/28/2025,"$8,872,416",New Construction,"This project is privately funded, on private land for private use.","NEW 136,406 SF GROUND UP COLD DARK SHELL WAREHOUSE BUILDING. ","136,406 ft 2","Velocis Mercantile 820 JV, LP","300 Crescent Court, Suite 850, Dallas, Texas 75201",214-447-7669,,Ware Malcomb,"3090 Nowitzki Way, Suite 300, Dallas, Texas 75219",281-954-2514,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011957
Grandbury Station,TABS2024011956,7044 Grandbury,"7044 Grandbury Rd, Fort Worth, TX 76133",Tarrant,3/1/2024,8/1/2024,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Convert Existing Retail Space into Burger Shop - rennovation,"1,629 ft 2",Grandbury Station,"82 W Armstrong Dr, Mustang, Oklahoma 73064",(469) 685-4546,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011956
Scott's Landing Marina - 600/700 Dock Slip Addition (8 - 14' x 34' slips),TABS2024011946,Scott's Landing Marina,"2500 Oak Grove Loop, Grapevine, TX 76051",Tarrant,2/28/2024,3/15/2024,"$175,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Add 8 new covered slips at 600/700 dock ( 8 - 14' x 34' slips),"5,440 ft 2",Scott's Marinas At Lake Grapevine - Marshall Funk,"100 N. Central Expwy., Suite 400, Richardson, Texas 75080",(972) 740-7901,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011946
Goosehead Insurance,TABS2024011906,Westpark Center,"150 Westpark Way, Suite 120, Euless, TX 76040",Tarrant,3/4/2024,10/1/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","TI renovation, construct private office, breakroom and conference room","2,450 ft 2",RP CBP Euless LLC,"445 Bishop Street NW Suite 200, ATLANTA, Georgia 30318",(980) 216-9236,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011906
Marc Robinson Jewelers,TABS2024011903,Marc Robinson Jewelers,"3000 grapevine mills, Grapevine, TX 76051",Tarrant,3/19/2024,6/20/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of jewelry store,"1,000 ft 2",Simon Group,"225 West Washington st,, Indianapolis, Indiana 46204",(317) 636-1600,Marc Robinson,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011903
22nd FLOOR RESTROOMS,TABS2024011879,777 MAIN,"777 MAIN STREET, Fort Worth, TX 76102",Tarrant,3/11/2024,6/10/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATE EXISTING RESTROOMS TO ALIGN WITH BUILDING STANDARD FINISHES,476 ft 2,F7 SSSM,"3455 PEACHTREE RD, ATLANT, Georgia 30326",(817) 321-1100,,JACOBS ENGINEERING,"777 MAIN STREET SUITE B101, FORT WORTH, Texas 76102",(417) 770-4458,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011879
Fort Worth - University Park,TABS2024011868,University Park,"1694 S University Dr., Fort Worth, TX 76107",Tarrant,4/21/2024,6/15/2024,"$128,000",New Construction,"This project is privately funded, on private land for private use.","Install Pad Mounted Utility Transformer,  (4) Tesla Superchargers, (16) Charge Posts, 2000A Switchgear",515 ft 2,Tesla Inc,"3500 Deer Creek Rd., Palo Alto, California 94304",(512) 539-7722,,Dewberry Engineers Inc,"4835 LBJ Freeway #475, Dallas, Texas 75244",(469) 232-5200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011868
