project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
OKINAWA ASIAN CUISINE,TABS2024013954,OKINAWA ASIAN CUISINE,"1325 W I-20 #STE. 121, Arlington, TX 76015",Tarrant,6/1/2024,3/1/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"4,500 ft 2",BETA PLAZA AT THE PARKS LP,"301 S SHERMAN ST #STE. 100, RICHARDSON, Texas 75081",(972) 849-9703,LONG CHEN,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013954
"7-Eleven 42374 Mansfield, TX",TABS2024013946,"7-Eleven 42374 Mansfield, TX","1195 WEST DEBBIE LN, Mansfield, TX 76063",Tarrant,8/15/2024,1/15/2025,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.","CONSTRUCTION OF A ONE STORY, CONVENIENCE STORE BUILDING, GRADING & SITEWORK","4,957 ft 2",PICKLE FARM SEI LLC,"5700 GRANITE PARKWAY, 940, PLANO, Texas 75204",(214) 529-7567,CANDACE BUONO,Dimension Group,"10755 Sandhill Rd, Dallas, Texas 75238",(214) 343-9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013946
Tenant Finish Out,TABS2024013929,Goodyear Automotive and Tire (dba Bedford Tire and Service),"3120 Harwood Road, Bedford, TX 76021",Tarrant,4/15/2024,8/12/2024,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Commercial uplift of an existing commercial building (Goodyear Automotive and Tire) to a motor vehicle repair facility under new service provider. 4,905 sf","4,905 ft 2","Quine & Associates, Inc.","301 South Sherman Street, Suite 100, Richardson, Texas 75081",972-669-8440,,RDC,"11921 Freedom Drive, Suite 1120, Reston, Virginia 20190",703-668-0086,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013929
Sixt Fort Worth Downtown Fitout,TABS2024013900,814 Taylor Street,"814 Taylor Street, Fort Worth, TX 76102",Tarrant,5/1/2024,10/1/2024,"$360,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant fit-out within an 1135 sq ft existing retail office space. New walls will be added and all finishes will be replaced within lease space.,"1,135 ft 2",MVP Fort Worth Taylor LLC,"9130 W Post Rd Ste 200, Las Vegas, Nevada 89148",(513) 834-5110,Javier Sanchez,Fishbeck,"1515 Arboretum Drive SE, Grand Rapids, Michigan 49546",616-464-3882,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013900
Einstein Bros Bagels-North Richland Hills,TABS2024013895,Einstein Bros Bagels,"8633 Davis Blvd, North Richland Hills, TX 76248",Tarrant,5/1/2024,11/1/2024,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant finish out ,"1,410 ft 2","BOMAC IREG INVESTMENTS, LLC","508 Wagonwheel Court, Colleyville, Texas 76034",(214) 693-7424,Erik Smith -Einstein Bros Bagels,"ID Studio4, LLC","6201 Campus Circle Dr E, Irving, Texas 75063, Texas 75063",(469) 579-2227,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013895
Birchman Office Development,TABS2024013877,Birchman Core & Shell Office Building,"5401 Birchman Avenue, Fort Worth, TX 76107",Tarrant,5/6/2024,5/30/2025,"$8,000,000",New Construction,"This project is privately funded, on private land for private use.","CONSTRUCTION OF A NEW, 29,822 SF, 3-STORY OFFICE BUILDING. LEVELS 01, 02 & 03 ARE CORE AND SHELL CONSTRUCTION FOR FUTURE OFFICE TENANTS WITH ELEVATOR.","29,822 ft 2","Muse Capital, LLC","3808 Kemp Blvd. STE B#155, Wichita Falls, Texas 76308",(940) 228-3131,,"Joseph A. Ross, Architect Inc.","900 8th Street, STE 915, Wichita Falls, Texas 76301",940 781 0479,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013877
Bucees 37 Fort Worth Retrofit,TABS2024013876,Bucees 37 Travel Center,"15901 North Freeway, Fort Worth, TX 76177",Tarrant,5/15/2024,7/1/2024,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodel,"1,700 ft 2",Buc-ee's LTD,"327 FM 2004, Lake Jackson, Texas 77566",(346) 774-2248,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013876
Peak Physical Therapy - Fort Worth,TABS2024013872,Peak Physical Therapy,"5250 N Tarrant Parkway, Suite132, Fort Worth, TX 76137",Tarrant,3/25/2024,5/13/2024,"$112,141",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant build-out of a 1592 usf ground floor suite in an existing tenant building. Intended use is for outpatient physical therapy. No change in egress, occupancy, or structure are anticipated in this scope of work.","1,592 ft 2","USC Properties II, LLC ","11701 Bee Caves Rd., Suite 262, Austin, Texas 78738",(512) 452-8633,Sarah Ward-Lewis,Jason Hutcherson,"6397 Lee Hwy, Suite 300, Chattanooga, Tennessee 37421",(423) 238-8941,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013872
Round 5 CD9 Street Repair Program and Near South Side Med. Dist. W&SS Main Improv,TABS2024013843,City of Fort Worth,"City of Fort Worth (Public Right of Way),, Fort Worth, TX 76102",Tarrant,9/24/2024,9/24/2025,"$595,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","32,500 sf of sidewalk installation ","32,500 ft 2",City of Fort Worth (Right of Way ),"200 Texas Street ,, Fort Worth, Texas 76102",(817) 392-8785,,"ANA Consultants, LLC","6709 Hughes Ct,, Watauga,, Texas 76148",(817) 527-5396,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013843
Dodson Sleep Center,TABS2024013829,Cook Children's Medical Center,"801 7th Ave., Fort Worth, TX 76104",Tarrant,3/20/2024,6/30/2024,"$170,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Adding power/data/FA strove in (2) offices, adding (4) Nurse Calls, add (1) Nurse Call Master Station, add (1) door release button to reception desk.","1,640 ft 2",Cook Children's Healthcare System,"801 7th Ave., Fort Worth, Texas 76104",(682) 885-4021,,"Smith Seckman Reid, Inc.","1300 Summit Avenue, Suite 225, Fort Worth, Texas 76102",(214) 790-3282,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013829
HEB Trinity High School - Early Package 1,TABS2024013828,Trinity High School,"500 N Industrial Blvd, Euless, TX 76039",Tarrant,5/1/2024,8/30/2024,"$3,609,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Relocation of Portables,"20,000 ft 2",Hurst Euless Bedford Independent School District,"1350 W. Euless Blvd., Euless, Texas 76040",817.399.2120,,Corgan Architects Inc,"401 N Houston Street, Dallas, Texas 75202",214-757-1626,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013828
Frog Street Tenant Improvement,TABS2024013818,Building 3,"423 Bank Street Suite 100, Southlake, TX 76092",Tarrant,3/25/2024,7/30/2024,"$385,416",Renovation/Alteration,"This project is privately funded, on private land for private use.",Existing tenant in existing lease limits to remodel to expand office and provide production area. ,"28,296 ft 2",CBRE,"2100 McKinney Ave Suite 700, Dallas, Texas 75201",(214) 979-6139,,Meinhardt & Associates Architects P.L.L.C.,"14643 Dallas Parkway Suite 636, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013818
32 LCRR,TABS2024013816,777 MAIN,"777 MAIN STREET, Fort Worth, TX 76102",Tarrant,4/15/2024,7/15/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","RENOVATE EXISTING ELEVATOR LOBBY, PUBLIC CORRIDOR AND RESTROOMS TO ACCOMMODATE BUILDING STANDARD FIXTURES AND FINISHES","2,515 ft 2","F7 SSSM, LLC","3455 PEACHTREE ROAD, ATLANTA, Georgia 30326",(817) 321-1100,,JACOBS ENGINEERING GROUP,"777 MAIN STREET SUITE B101, FORT WORTH, Texas 76102",(417) 770-4458,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013816
HEB L.D. Bell High School - Early Package 1,TABS2024013806,L.D. Bell High School,"1601 BROWN TRAIL, Hurst, TX 76054",Tarrant,4/1/2024,8/31/2024,"$7,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New Tennis Courts. Portable Building Relocations. Temporary Parking Lot. ,"70,000 ft 2",Hurst Euless Bedford Independent School District,"1350 W. Euless Blvd., Euless, Texas 76040",817.399.2120,,Corgan Architects Inc,"401 N Houston Street, Dallas, Texas 75202",214-757-1626,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013806
640 Keller Parkway,TABS2024013803,640 Keller Parkway,"TBD Keller Parkway, Keller, TX 76248",Tarrant,4/1/2024,1/30/2025,"$1,850,000",New Construction,"This project is privately funded, on private land for private use.",New ground up shell building.,"10,243 ft 2",Office Equity Solutions,"365 Miron, Suite A, Southlake, Texas 76092",(817) 416-3981,,Kline Hardin Architects,"701 Canyon Drive, Suite 110, Coppell, Texas 75019",(972) 707-3514,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013803
Snooze an A.M. Eatery - Alliance,TABS2024013801,North City - Retail D,"2828 N Tarrant Pkwy, Suite 100, Fort Worth, TX 76131",Tarrant,6/3/2024,10/7/2024,"$1,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT IMPROVEMENT IN A FIRST GENERATION VACANT SHELL BUILDING. SCOPE OF WORK IS LIMITED TO AN EXISTING 3,800 SF SUITE. MODIFCATIONS WILL INCLUDE A   BUILD OUT OF A NEW BREAKFAST EATERY WITH AN OUTDOOR PATIO. ASSOCIATED MECHANICAL, PLUMBING, AND ELEC","3,800 ft 2",NTP35 LP,"PO BOX 628, Fort Worth, Texas 76101",(817) 236-6100,Casandra Evens for Snooze an A.M. Eatery,"Zebra Projects, Inc","14614 N Kierland Blvd Suite N300, Scottsdale, Arizona 85254",480-912-1169,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013801
Texas TMJ sleep + facial pain,TABS2024013796,Texas TMJ sleep + facial pain,"3116 Capital Way, Fort Worth, TX 76244",Tarrant,4/1/2024,8/1/2024,"$82,300",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finishout,"1,955 ft 2",Amrittej Virk,"3116 Capital Way, Fort Worth, Texas 76244",(817) 251-9985,,Compass design inc.,"2639 BRENNER DR, DALLAS, Texas 75220",(972) 978-5664,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013796
A New Lease Space for Basin Funds - Sixth Floor,TABS2024013788,University Center I,"1300 S. University Dr., Ste. 600, Fort Worth, TX 76107",Tarrant,4/1/2024,10/31/2024,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A 8700 sf office finish-out in a former office space on the sixth floor of a six-story building.,"8,720 ft 2",UCI Partners LLC,"1635 Rogers Road, Fort Worth, Texas 76107",(210) 393-6734,,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013788
