project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Stella To-Go Cafe,TABS2025024982,603 S Main Street,"603 S Main Street, Grapevine, TX 76051",Tarrant,10/6/2025,4/6/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New service counter installation, remodel of bar, installation of new food service equipment, and demo of one existing wall and construction of new half-height wall in dining area.","2,090 ft 2",Grape Office LLC,"4314 Medical Pkwy Suite 200, Austin, Texas 78756",(281) 728-7167,Paola Pedrignani,Type Six Design and Development,"920 S Main Street Suite 150, Grapevine, Texas 76051",(214) 862-2640,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024982
2026 Ride Project,TABS2025024973,Six Flags Over Texas,"2201 E. Road to Six Flag, Suite 205, Arlington, TX 76011",Tarrant,8/29/2025,4/30/2026,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.","New ride, queue lines, and site work. 3,480 SF","3,480 ft 2",Six Flags Over Texas - Dave Evans,"2201 E. Road to Six Flags Arlington Texas, Arlington, Texas 76011",(440) 334-4622,,Quorum Architects,"825 W. Vickery Blvd Suite 100, Fort  Worth, Texas 76104",(817) 546-6311,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024973
Goodwill Edgar's Expansion,TABS2025024949,Goodwill STARS,"880 Mustang Drive, Grapevine, TX 76051",Tarrant,7/28/2025,9/19/2025,"$145,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Construct an enclosed work room within existing warehouse facility, totaling approximately 806 sq.ft. with 10' drop ceilings.",806 ft 2,Goodwill North Central Texas,"4200 Airport Freeway, Fort Worth, Texas 76119",(817) 327-7866,,RWK Architecture,"201 South Calhoun Street Suite 125, Fort Worth, Texas 76104",(817) 727-0761,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024949
Dental Offices of Dr. Kim,TABS2025024943,H - Mart Plaza,"3900 NE Loop 820, Suite 100, Haltom City, TX 76117",Tarrant,9/4/2025,12/26/2025,"$375,000",New Construction,"This project is privately funded, on private land for private use.",Interior Finish out to existing shell space for the use of a Dental Office. All work to be ADA compliant.,"1,679 ft 2","Haltom City Forest Properties, LLC","3044 Old Denton Rd. Suite 310, Carrollton, Texas 75007",469-895-6643,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024943
Weight Room & Locker Room,TABS2025024941,Covenant Classical School,"1701 Wind Star Way, Fort Worth, TX 76108",Tarrant,9/1/2025,3/31/2026,"$800,000",New Construction,"This project is privately funded, on private land for private use.",Weight room and locker room and associated spaces for private school.,"10,377 ft 2",Covenant Christian School,"1701 Wind Star Way, Fort Worth, Texas 76108",8-175-405-6904,,Grace Design Studio,"200 Bailey Avenue, Fort Worth, Texas 76107",(817) 921-5928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024941
Life.Church-Burleson,TABS2025024928,Life.Church-Burleson,"Rendon Crowley Road & Hemphill Street, Fort Worth, TX 76028",Tarrant,11/3/2025,12/31/2026,"$15,000,000",New Construction,"This project is privately funded, on private land for private use.","New Construction of 39,081 sq. ft. religious facility along with associated site improvements.","39,081 ft 2","BRL Realty, LLC","8th Floor, Two Leadership Square 211 N Robinson Ave., Oklahoma City, Oklahoma 73102",(918) 378-3073,,Ryan Walker,"4600 E 2nds St., Edmond, Oklahoma 73034",(918) 378-3073,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024928
CRISPY CONES TI FINISH,TABS2025024909,CRISPY CONES,"111 SOUTH VILLAGE CENTER DR, Southlake, TX 76092",Tarrant,8/15/2025,10/15/2025,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"15,184 ft 2",SOUTHLAKE COMMONS HOLDINGS LLC,"6808 HORNWOOD DR, HOUSTON, Texas 77074",(713) 751-9793,AMAN TAMANA,JRW & ASSOCIATES,"1152 BOND AVE SUITE A, REXBURD, Idaho 83440",(208) 359-2309,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024909
Clark Office Expansion,TABS2025024898,Clark Contractors,"2875 Exchange Blvd, Southlake, TX 76092",Tarrant,11/3/2025,2/27/2026,"$350,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Office expansion in existing building.,"1,850 ft 2","Clark Contractors, LLC","2875 Exchange Blvd, Southlake, Texas 76092",(817) 329-5019,,Mayse & Associates,"14881 Quorum Dr, Suite 800, Dallas, Texas 75254",(972) 386-0338,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024898
Renovation of Oncor Electric Company - HEB Business Office,TABS2025024885,Oncor Electric Company HEB Business Office,"200 North Ector Drive, Euless, TX 76039",Tarrant,8/25/2025,2/20/2026,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Completion interior remodel including new partitions, new finishes, new HVAC and electrical systems.  Exterior work will include new roofing system, new site paving, and new security fencing & gates.","7,985 ft 2",Oncor Electric Company LLC,"777 Main Street, Fort Worth, Texas 76102",(817) 320-3174,,Merriman-Anderson Architects,"300 N. Field Street, Dallas, Texas 75202",(214) 347-7075,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024885
QuikTrip # 952 Fryer Project,TABS2025024831,QuikTrip # 952,"1590 E Broad Street, Mansfield, TX 76063",Tarrant,10/19/2025,11/3/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. The existing type 1 hood and wrapped ducts will be replaced with type 1 new equipment. Rooftop will remain existing. Project 300 sf.,300 ft 2,QuikTrip Corporation,"1120 N. Industrial Blvd., Euless, Texas 76039",(817) 786-3191,,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024831
CyrusOne DFW7 | Tenant Fit Out,TABS2025024830,DFW7,"Asphalt Dr, Fort Worth, TX 76179",Tarrant,9/17/2026,2/4/2027,"$75,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Fit Out of 5060SF of second floor offices and server rack set up in Data Halls. Interior work only with no impact to exterior elevations.,"5,060 ft 2",CyrusOne,"2850 N. Harwood St., Ste 2200,, Dallas, Texas 75201",(214) 507-9557,,JHET Architects,"2554 Elm Street, Suite 230, Dallas, Texas 75226",817-929-6997,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024830
524 Lamar Suite 300,TABS2025024812,524 Lamar,"524 Lamar Boulevard Suite 300, Arlington, TX 76011",Tarrant,8/1/2025,12/1/2025,"$261,995",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant remodel,"14,616 ft 2",FN Lamar LLC.,"199 Figueroa St. 3rd Floor, Ventura, California 93001",(805) 643-9358,"Northstar Energy services, Inc.","GSO Architects, Inc.","5310 Harvest Hill Rd. Suite 226, LB. 156, Dallas, Texas 75230",(972) 385-9651,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024812
Auntie Anne's Pretzels,TABS2025024767,DFW International Airport,"2330 North International Parkway Terminal A Gate 21, Dfw Airport, TX 75261",Tarrant,11/10/2025,2/10/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New finishes, new millwork, new equipment.",517 ft 2,DFW Airport,"2400 Aviation Dr., DFW International Airport, Texas 75261",(972) 973-5696,Randy Labosco,Carrell Partners & Yost Architecture,"10830 North Central Expressway Suite 450, Dallas, Texas 75231",(214) 953-0042,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024767
Tradition - Phase 5B,TABS2025024731,Tradition - Phase 5B,"ETJ of City of Fort Worth corner of Hwy 114W & Winding Meadows, Fort Worth, TX 76247",Tarrant,8/4/2025,8/4/2026,"$5,304,468",New Construction,"This project is privately funded, on private land for private use.","969 LF of Sidewalks, 12 Curb Ramps",969 ft 2,"Spur Wildflower Development, L.P.","8433 Enterprise Circle #100, Lakewood Ranch, Florida 34202",941-388-0707,,GM Civil,"2559 SW Grapevine Parkway, Grapevine, Texas 76051",817-329-4373,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024731
Tradition - Phase 5A,TABS2025024729,Tradition - Phase 5A,"ETJ of City of Fort Worth corner of Hwy 114W & Winding Meadows, Fort Worth, TX 76247",Tarrant,8/4/2025,8/4/2026,"$8,110,449",New Construction,"This project is privately funded, on private land for private use.","30 Curb Ramps, 4,565 LF of Sidewalks","4,565 ft 2","Spur Wildflower Development, L.P.","8433 Enterprise Circle #100, Lakewood Ranch, Florida 34202",941-388-0707,,GM Civil,"2559 SW Grapevine Parkway, Grapevine, Texas 76051",817-329-4373,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024729
The Novus Academy,TABS2025024724,The Novus Academy,"2250 E Continental Blvd, Suite 100, Southlake, TX 76092",Tarrant,7/30/2025,8/31/2025,"$235,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel of existing office space for Novus Academy, a non-profit private school for children with learning difficulties. ","14,339 ft 2",Gateway Church,"500 S Nolen Dr, Southlake, Texas 76092",(214) 687-2581,The Novus Academy,Waal Architecture,"14902 Preston Road #404, Dallas, Texas 75254",(214) 316-9600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024724
Tradition - Phase 3D,TABS2025024723,Tradition - Phase 3D,"ETJ of City of Fort Worth corner of Hwy 114W & Winding Meadows, Fort Worth, TX 76247",Tarrant,8/4/2025,8/4/2026,"$4,257,096",New Construction,"This project is privately funded, on private land for private use.","1309 LF Sidewalk, 12 curb ramps","1,309 ft 2","Spur Wildflower Development, L.P.","8433 Enterprise Circle #100, Lakewood Ranch, Florida 34202",941-388-0707,,GM Civil,"2559 SW Grapevine Parkway, Grapevine, Texas 76051",817-329-4373,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024723
DFW Materials Testing Lab,TABS2025024700,DFW Airport,"1990 Sustainability Dr., Dfw Airport, TX 75261",Tarrant,10/1/2025,10/1/2026,"$4,800,000",New Construction,"This project is privately funded, on private land for private use.","New 3D printed building for material testing lab. 4,200 SQ FT. ","4,200 ft 2",DFW Airport,"2400 Aviation Drive, DFW Airport, Texas 75261",(715) 570 1276,,Gensler,"5005 Greenville Ave., Dallas, Texas 75206",(214) 273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024700
Blazing Trail Building 5 Central Spec Office,TABS2025024697,Blazing Trail,"2900 Mark IV Parkway, Suite 300, Fort Worth, TX 76106",Tarrant,8/15/2025,12/1/2025,"$340,000",New Construction,"This project is privately funded, on private land for private use.",build out of existing white box,"2,144 ft 2",Lincoln Property Company,"8111 Douglas Ave, Suite 600, Dallas, Texas 75225",(214) 740-3498,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024697
24024 Dermatology Solutions,TABS2025024691,Dermatology Solutions,"2540 E State HWY., Southlake, TX 76092",Tarrant,9/1/2025,2/1/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant finish out, Dermatology Clinic.","8,285 ft 2",Dr. Sanober Amin,"1600 West College St., Grapevine, Texas 76051",(312) 451-5962,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024691
BISD - Birdville HS Athletic Renovations,TABS2025024687,Birdville High School,"9100 Mid Cities Blvd., North Richland Hills, TX 76180",Tarrant,7/1/2025,8/4/2025,"$200,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Approx. 4,000 sqft. of new epoxy flooring and replacement of new shower heads in two athletic shower rooms.","4,000 ft 2",Birdville ISD,"6119 Belknap Blvd., North Richland Hills, Texas 76117",(817) 614-1049,,"RWM & Associates, LLC","3303 Hunnington Drive, Colleyville, Texas 76034",(817) 247-7685,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024687
Intl Plaza Ste 450 - Remote Finance Group,TABS2025024685,Intl Plaza Ste 450 - Remote Finance Group,"4055 INTERNATIONAL PLAZA, SUITE #450, Fort Worth, TX 76109",Tarrant,8/11/2025,10/6/2025,"$375,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish-out of an existing commercial suite. Work includes new space plan layout, interior finishes, millwork, doors and hardware, ceiling, lighting, and MEP adjustments to accommodate the new layout.","4,500 ft 2","Bill Arias / Bobby Cox Companies, Inc","5000 Overton Plaza, Suite 100, Fort Worth, Texas 76109",817-377-6230,,VLK,"1320 Hemphill St, Suite 400, Fort Worth, Texas 76104",(817) 633-1600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024685
Arwa Coffee,TABS2025024673,Arwa Coffee,"200 E .Abram Street Suite 150, Arlington, TX 76010",Tarrant,8/1/2025,12/31/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",3270 sq. ft. of space to be converted into a new coffee shop,"3,270 ft 2","CD/Park 7 Arlington Owner, LP","461 Park Avenue S, New York, New York 10016",(212) 481-1820,Shadi Natour,BA Design Studio,"1110 E Collins Blvd. #122, Richardton, Texas 75081",817-989-6967,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024673
PWST22002 2022 Residential Rebuild Phase 1,TABS2025024657,City of Arlington,"101 W Abram Street, Arlington, TX 76010",Tarrant,8/5/2024,8/29/2025,"$122,065",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Rebuild of Marcellus Court, Slaughter St and Sunnyvale Dr, all which are in deteriorated condition. Improvements include concrete pavement, water and sewer renewals, sidewalk, storm drain improvements, pavement marking, etc.","20,250 ft 2",City of Arlington,"101 W Abram Street, Arlington, Texas 76010",(817) 459-6552,,Lochmueller Group,"2821 W 7th, Suite 400, Fort Worth, Texas 76107",(817) 289-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024657
Flossophy Dental Studio,TABS2025024650,Flossophy Dental Studio,"3910 NE Loop 820 BLDG. #2 SUITE 100, Haltom City, TX 76117",Tarrant,8/29/2024,11/28/2025,"$428,695",New Construction,"This project is privately funded, on private land for private use.",dental office ,"3,183 ft 2",Texas Legacy Samyan Holding LLC,"3044 Old Denton Rd. # 310, Carrollton, Texas 75007",(469) 895-6643,Dr. Matthew Le,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024650
Interior Remodel/Expansion for Remington College,TABS2025024640,Remington College,"5555 Rufe Snow Drive Suite 150, North Richland Hills, TX 76180",Tarrant,8/15/2025,10/15/2025,"$190,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Selective demolition of existing 4108 sf interior tenant spacem Suite 120. New white box construction to create a 4108 sf interior expansion of existing 18,625 sf Remington College Suite 150.","4,108 ft 2","Aberfeldy Properties, Inc.","14643 Dallas Parkway Suite 950 LB#58, Dallas, Texas 75254",(214) 238-8007,,SJE ARCHitects,"8350 N Central Expressway Suite 1900, Dallas, Texas 75206",(817) 312-1518,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024640
BEDFORD ANIMAL SHELTER,TABS2025024609,BEDFORD ANIMAL SHELTER,"1809 Reliance Pkwy, Bedford, TX 76021",Tarrant,10/6/2025,4/24/2026,"$3,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Interior renovation and a new addition to the existing building. Includes adoption area, administration area, employee work area, façade refresh, and a new lobby.","7,200 ft 2",City of Bedford,"1805 L Don Dodson Dr, Bedford, Texas 76021",817-952-2252,,Bennett Partners Architecture and Interiors,"640 Taylor Street, Suite 2323, Fort Worth, Texas 76102",817-333-2873,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024609
Blazing Trails Phase 2-Building 6 and Building 7,TABS2025024591,Blazing Trails Phase 2-Building 6 and Building 7,"Deen Road at North Freeway, Fort Worth, TX 76106",Tarrant,8/1/2025,8/31/2026,"$31,334,800",New Construction,"This project is privately funded, on private land for private use.","New construction of two shell building along with associated site improvements. (Building 6-188,160 sq. ft.)( Building 7-279,440 sq. ft.)","467,600 ft 2","RLP III Blazing, Phase II, LLC","8111 Douglas Avenue Suite 600, Dallas, Texas 75225",(214) 740-3300,,Alliance Architects,"1600 N. Collins #1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024591
Blazing Trails Phase 2-Building 1,TABS2025024588,Blazing Trails Phase 2-Building 1,"Deen Road, Fort Worth, TX 76106",Tarrant,8/1/2025,8/31/2026,"$12,867,600",New Construction,"This project is privately funded, on private land for private use.","New construction of 214,460 sq.ft. shell building along with associated site improvements","214,460 ft 2","RLP III Blazing, Phase II, LLC","8111 Douglas Avenue Suite 600, Dallas, Texas 75225",(214) 740-3300,,Alliance Architects,"1600 N. Collins #1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024588
FedEx Network 2.0 Retrofit Program - South Fort Worth,TABS2025024585,FedEx,"6601 Oak Grove, Fort Worth, TX 76131",Tarrant,8/28/2025,9/29/2025,"$303,793",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demo existing office wall to create new DCA, install new door hardware, install new flooring, modify existing sprinkler to meet code in new DCA, install new eyewash/shower, install new power and data, 400SF",400 ft 2,"G&X National Industrial Portfolio, LLC","575 Fifth Ave, 38th Floor, New York, New York 10017",(469) 907-9220,,Broadstone Design Group,"425 Pinson Road, Ste M - 104, Forney, Texas 75126",(214) 709-7016,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024585
