project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Perfumania,TABS2026011328,Hulen Mall,"4800 S. Hulen Street, Space 1555, Fort Worth, TX 76132",Tarrant,3/1/2026,5/1/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant improvement, painting, flooring and lighting.","2,459 ft 2","Hulen Owner, LP","P.O. Box 101042, Chicago, Illinois 60610",(817) 953-9603,Todd Lind,"Avant Design Group, Inc.","P.O. Box 59226, Dallas, Texas 75229",(214) 556-3100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011328
Swedish Match,TABS2026011311,Granite Place II,"601 State Street Suite 550, Southlake, TX 76092",Tarrant,1/22/2026,7/20/2026,"$348,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",7241,"7,241 ft 2","GPI Southlake II, LP","5601 Granite Parkway Suite 800, Plano, Texas 75024",(972) 731-2309,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011311
The Organic Recycler Headquarters,TABS2026011302,TOR Office Building,"4825 Forest Hill Circle, Forest Hill, TX 76140",Tarrant,3/2/2026,3/1/2027,"$5,800,000",New Construction,"This project is privately funded, on private land for private use.","New 56,740 s.f. two-story concrete tilt-wall office warehouse with concrete paving.","56,740 ft 2","TOR Holdings, LLC","4825 Forest Hill Circle, Forest Hill, Texas 76140",(817) 228-5374,,"Steven L. Crouch, Architect","3712 Falcon Drive, Fort Worth, Texas 76119",(817) 360-7719,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011302
Stadium Dr. suite 100,TABS2026011294,4205 Stadium Dr,"4205 Stadium Dr., Fort Worth, TX 76133",Tarrant,1/1/2026,5/31/2026,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel existing suite.  Old tenant is moving out so we will remodel the suite to get it ready to be leased again.,"4,200 ft 2",Stadium Warehouse LLC,"2311 Biscayne Dr Suite 120, Little Rock, Arkansas 72227",(817) 513-8864,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011294
Wingstop Arlington Remodel,TABS2026011267,Wingstop,"915 E Road to Six Flags Street, Suite 100, Arlington, TX 76011",Tarrant,3/16/2026,4/20/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Restaurant remodel including new interior partitions, finishes and minor electrical and plumbing modifications.","2,845 ft 2",TSAY Properties - Arlington LTD,"4222 Trinity Mills Road, Dallas, Texas 75287",(469) 737-5930,Andrew Smith,AEP America,"PO Box 123655, Fort Worth, Texas 76121",214.702.1528,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011267
QuikTrip # 866 Fryer Project,TABS2026011243,QuikTrip # 866,"6301 Westworth Blvd., Westworth Village, TX 76114",Tarrant,5/10/2026,5/25/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011243
Frost Bank - Keller Financial Center,TABS2026011205,Frost Bank - Keller Financial Center,"1231 Keller Parkway, Keller, TX 76248",Tarrant,4/1/2026,12/27/2026,"$10,000,000",New Construction,"This project is privately funded, on private land for private use.",Construction of new Frost Bank with drive-thru Motor Bank lanes.,"7,050 ft 2",Frost Bank,"111 W. Houston St., San Antonio, Texas 78205",(210) 220-5842,,"Grace Design Studios, LLC","200 Bailey Avenue Suite 200, FORT WORTH, Texas 76107",(817) 921-5928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011205
Fidelity Investment - Virtual Client Pilot Westlake,TABS2026011201,Wing A,"1 Destiny Way - 4th FLr Wing A, Westlake, TX 76262",Tarrant,3/23/2026,7/6/2026,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","4750 SQFT - Tenant Improvement - Demolition, new partitions, new furniture & light fixtures","4,750 ft 2",FMR Texas  1,"200 Seaport Blvd Mailzon Z1L, Boston, Massachusetts 02210",(469) 446-8768,,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",(214) 273-1615,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011201
Renovations of Sizelove Construction,TABS2026011185,Sizelove Construction Offices,"2700 S Pipeline Rd Bldg 200, Euless, TX 76040",Tarrant,1/30/2026,3/15/2026,"$383,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of warehouse space to convert into a conference room, workout room, and restroom with a shower (2,300 sf renovation)","2,300 ft 2","T5 Properties, LLC","188 Blackhawk Dr, Gainesville, Texas 76240",(214) 878-2055,,Stuckey Architects,"208 N Main Street Suite 140, Weatherford, Texas 76086",(817) 846-9410,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011185
MDM townhomes,TABS2026011164,MDM townhouses,"3357 mustard lane, Grand Prairie, TX 75007",Tarrant,7/17/2026,12/30/2028,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",36 townhome ,"85,000 ft 2",Danial  Rizvi,"1520 Blue Mesa, Carrollton, Texas 75007",(972) 824-1919,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026011164
