project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
COMMERCIAL INTERIOR RENOVATION AT E SHADY GROVE AND LOOP 12,TABS2026025039,SUPER SAVE FOOD MART,"1801 E SHADY GROVE, Irving, TX 75060",Tarrant,9/2/2026,12/2/2026,"$150,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",SMALL ADDITION TO EXISTING BUILDING AND INTERIOR RENOVATION,"1,937 ft 2",SAJHA LLC,"1801 E SHADY GROVE, IRVING, Texas 75060",(417) 489-7000,SUPER SAVE GROCERY,ALCHEMI DEVELOPMENT PARTNERS,"4740 W MOCKINGBIRD, DALLAS, Texas 75219",(806) 570-4867,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025039
WAXA NAIL LOUNGE,TABS2026025038,SHOPS AT BESSIE COLEMAN,"140 BESSIE COLEMAN BLVD #STE. 110, Waxahachie, TX 75165",Tarrant,8/1/2026,12/1/2026,"$200,000",New Construction,"This project is privately funded, on private land for private use.",FINISH OUT ,"3,800 ft 2",BROMAC WAX INVESTMENTS,"508 WAGONWHEEL CT, COLLEYVILLE, Texas 76034",(214) 693-7424,MANH BUI,NGUYEN CHAU DESIGNER & CONSULTING,"1207 FOX CHASE DR, MANSFIELD, Texas 76063",(682) 583-0921,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025038
Lucile's Stateside Bistro,TABS2026024973,Village Front Door Addition,"5204 Colleyville Blvd., Colleyville, TX 76034",Tarrant,7/24/2026,9/25/2026,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of an existing restaurant ,"6,735 ft 2","DDK Real Estate Inv, LLC","410 Pine Drive, Southlake, Texas 76092",(817) 272-2752,Terry Kearney,Cohesive Design Group,"9610 Vinewood Drive, Dallas, Texas 75228",(214) 507-9610,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024973
ALL SAINT EPISCOPAL SCHOOL - SAPPHIRE PARKING LOT,TABS2026024932,ALL SAINTS EPISCOPAL SCHOOL,"9700 SAINTS CIRCLE, Fort Worth, TX 76108",Tarrant,7/1/2026,8/30/2026,"$1,458,670",New Construction,"This project is privately funded, on private land for private use.","50,000 SQUAREFOOT PARKING LOT","50,000 ft 2",ALL SAINTS EPISCOPAL SCHOOL,"9700 SAINTS CIRCLE, FORT WORTH, Texas 76108",(817) 560-5700,,BENNETT PARTNERS,"640 TAYLOR STREET, STE 2323, Fort Worth, Texas 76102",817-333-2872,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024932
Back Nine - Lake Worth,TABS2026024930,Lake Worth Town Crossing,"6628 Lake Worth Blvd, Suite 800, Lake Worth, TX 76135",Tarrant,7/13/2026,10/13/2026,"$221,099",Renovation/Alteration,"This project is privately funded, on private land for private use.",new Golf simulator rennovation,"2,957 ft 2",KRG Lake Worth Town Crossing LLC,"30 S MERIDIAN ST SUITE 1100, Indianapolis, Indiana 46204",312-219-2527,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024930
JPS Central Utility Plant,TABS2026024842,JPS Hospital,"1575 S Main Street, Fort Worth, Texas 76104, Fort Worth, TX 76104",Tarrant,6/22/2026,5/9/2028,"$300,000,000",New Construction,"This project is privately funded, on private land for private use.",New central utility plant to serve the hospital district,"113,000 ft 2",JPS Hospital,"1575 S. Main Street, Fort Worth, Texas 76104",(214) 455-3963,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024842
MODERN NAIL LOUNGE,TABS2026024829,BEDFORD MARKET AT GATEWAY,"235 N INDUSTRIAL BLVD #STE. 110B, Bedford, TX 76021",Tarrant,8/1/2026,12/1/2026,"$200,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"2,570 ft 2",INTERPROPERTY HOLDINGS INC,"25 HIGHLAND PARK VILLAGE SUITE 100-748, DALLAS, Texas 75205",(405) 830-5304,TU DUY TU,NGUYEN CHAU DESIGNER & CONSULTING,"1207 FOX CHASE DR, MANSFIELD, Texas 76063",(682) 583-0921,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024829
TREF ECHS,TABS2026024815,TREF TCC,"300 Trinity Campus Circle 300 Trinity Campus Circle, Fort Worth, TX 76102",Tarrant,7/9/2026,11/1/2026,"$121,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Minor remodel to create office suite.,"9,500 ft 2",TARRANT COUNTY COLLEGE DIST,"5450 N. Riverside Drive, FORT WORTH, Texas 76137",(817) 515-9012,,KOMATSU ARCHITECTURE,"3880 HULEN ST STE. 300, FORT WORTH, Texas 76107",(817) 992-4992,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024815
Tripac,TABS2026024802,Tripac,"800 railhead rd # 8328, Fort Worth, TX 76106",Tarrant,7/28/2026,7/31/2026,"$89,743",Renovation/Alteration,"This project is privately funded, on private land for private use.",installation of interior storage racks in an exsiting building,"8,583 ft 2",WESTCORE BRAVO RAILHEAD LLC,"4350 LA JOLLA VILLAGE DR SUITE 900, san diego, California 92122",866.521.6113,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024802
Lvl 3 Multitenant Corridor,TABS2026024792,"Hillwood, a Perot Company","9900 Hillwood Pkwy, Fort Worth, TX 76177",Tarrant,8/1/2026,10/31/2029,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Multi-tenant corridor office tower level 3,"1,584 ft 2","Hillwood, a Perot Company","9800 Hillwood Parkway, Suite 300, Fort Worth, Texa, Fort Worth, Texas 76177",817.224.6368,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024792
